SampleID,TimeTree_returned
11815.PWW.3539.FecalFTA,Rhinolophus_eloquens
11815.PWW.3545.FecalFTA,Rhinolophus_eloquens
11815.PWW.3540.FecalFTA,Rhinolophus_eloquens
11815.PWW.3447.FecalFTA,Rhinolophus_landeri
11815.PWW.3470.FecalFTA,Rhinolophus_landeri
11815.PWW.3471.FecalFTA,Rhinolophus_landeri
11815.PWW.3469.FecalFTA,Rhinolophus_landeri
11815.PWW.3473.FecalFTA,Rhinolophus_landeri
2182.VHBJ0006,Rhinopithecus_bieti
2182.VHBJ0007,Rhinopithecus_bieti
2182.VHBJ0016,Rhinopithecus_bieti
2182.VHBJ0023,Rhinopithecus_bieti
2182.VHBBC0004,Rhinopithecus_bieti
1696.CT0005.0A,Rhinopithecus_brelichi
1696.CT0004.2,Rhinopithecus_brelichi
1696.CT0004.3,Rhinopithecus_brelichi
1696.CT0002.1,Rhinopithecus_brelichi
1696.CT0003.3,Rhinopithecus_brelichi
2182.VHBJ0024,Rhinopithecus_roxellana
1696.CT0021.1,Rhinopithecus_roxellana
2182.VHPBC0013,Rhinopithecus_roxellana
2182.VHBJ0009,Rhinopithecus_roxellana
1696.CT0020.1,Rhinopithecus_roxellana
10684.weampp03G04,Rhipidura_javanica
10684.weampp01F05,Rhipidura_javanica
10684.weampp01E12,Rhipidura_javanica
10684.weampp01A10,Rhipidura_javanica
10684.weampp03C11,Rhipidura_javanica
10684.weampp02B04,Rhodostethia_rosea
10684.weampp04C02,Rhodostethia_rosea
10684.weampp02C03,Rhodostethia_rosea
10684.weampp02G12,Rhodostethia_rosea
10684.weampp04E12,Rhodostethia_rosea
11815.PWW.3360.FecalFTA.1,Rousettus_aegyptiacus
11815.PWW.3637.FecalFTA,Rousettus_aegyptiacus
11815.PWW.3636.FecalFTA,Rousettus_aegyptiacus
11815.PWW.3633.FecalFTA,Rousettus_aegyptiacus
11815.PWW.3635.FecalFTA,Rousettus_aegyptiacus
11815.JCK.10385.FecalFTA,Rousettus_lanosus
11815.JCK.10366.FecalFTA,Rousettus_lanosus
11815.JCK.10298.FecalFTA.2,Rousettus_lanosus
11815.JCK.10406.FecalFTA,Rousettus_lanosus
11815.JCK.10364.FecalFTA,Rousettus_lanosus
1773.Salt.max2.lgi,Saltator_maximus
1773.Salt.max1.lgi,Saltator_maximus
1773.Salt.max3.lgi,Saltator_maximus
10684.weampp04G12,Saltator_maximus
1773.Salt.max4.lgi,Saltator_maximus
10684.weampp06B03,Seicercus_borealis
10684.weampp11A11,Seicercus_borealis
10684.weampp06F04,Seicercus_borealis
10684.weampp03H01,Seicercus_borealis
10684.weampp02E09,Seicercus_borealis
11166.fmnh.163,Serinus_canicollis
11166.fmnh.179,Serinus_canicollis
11166.fmnh.164,Serinus_canicollis
11166.fmnh.180,Serinus_canicollis
11166.fmnh.162,Serinus_canicollis
11166.ATL.24049.a.ostrich,Struthio_camelus
11166.Ostrich.Hous.25735,Struthio_camelus
11166.Ostrich2.ACAD.6,Struthio_camelus
11166.Ostrich.Hous.25734,Struthio_camelus
11166.Ostrich1.ACAD.4,Struthio_camelus
1734.LD.NBS1047C,Sturnira_lilium
1734.LD.Stulil2,Sturnira_lilium
1734.BD.ERD503,Sturnira_lilium
1734.LD.Sl1,Sturnira_lilium
1734.BD.ERD504,Sturnira_lilium
1736.B7.0510,Syncerus_caffer
1736.B6.0510,Syncerus_caffer
1736.Y47.0510,Syncerus_caffer
1736.B25.0211,Syncerus_caffer
1736.R31b.0311,Syncerus_caffer
1056.Tam.tet.tet.SanDi.2,Tamandua_tetradactyla
11166.FD.0573.tamandua,Tamandua_tetradactyla
1056.Tam.tet.tet.SanDi.1,Tamandua_tetradactyla
11166.NATL.24661.tamandua,Tamandua_tetradactyla
11166.ZU.18252.tamandua,Tamandua_tetradactyla
11212.JB29,Theropithecus_gelada
11212.JB3,Theropithecus_gelada
11212.JB34,Theropithecus_gelada
11212.JB27,Theropithecus_gelada
11212.JB8,Theropithecus_gelada
1056.Tol.mat.Cinci.3,Tolypeutes_matacus
1056.Tol.mat.Cinci.1,Tolypeutes_matacus
11166.NATL.25013.armadillo,Tolypeutes_matacus
11166.NATL.24740.armadillo,Tolypeutes_matacus
1056.Tol.mat.Cinci.2,Tolypeutes_matacus
1696.VH0005A,Trachypithecus_auratus
1696.VH0038B,Trachypithecus_auratus
1696.VH0009A,Trachypithecus_auratus
1696.VH0010A,Trachypithecus_auratus
1696.VH0026A,Trachypithecus_auratus
2182.VHBBC0001,Trachypithecus_francoisi
2182.VHBBC0002,Trachypithecus_francoisi
2182.NKF0002,Trachypithecus_francoisi
2182.NKF0001,Trachypithecus_francoisi
2182.NKF0003,Trachypithecus_francoisi
10925.ELA0828,Tragelaphus_oryx
11166.TS.100.eland,Tragelaphus_oryx
11166.TS.153.eland,Tragelaphus_oryx
11166.FD.0077.eland,Tragelaphus_oryx
11166.FD.0078.eland,Tragelaphus_oryx
11166.TS.143.kudu,Tragelaphus_strepsiceros
11166.FD.0223.kudu,Tragelaphus_strepsiceros
11166.TS.063.kudu,Tragelaphus_strepsiceros
11166.TS.145.kudu,Tragelaphus_strepsiceros
11166.TS.142.kudu,Tragelaphus_strepsiceros
11815.PWW.3373.FecalFTA,Triaenops_afer
11815.PWW.3378.FecalFTA,Triaenops_afer
11815.PWW.3372.FecalFTA,Triaenops_afer
11815.PWW.3377.FecalFTA,Triaenops_afer
11815.PWW.3376.FecalFTA,Triaenops_afer
10684.weampp16E05,Tringa_brevipes
10684.weampp10H08,Tringa_brevipes
10684.weampp07A02,Tringa_brevipes
10684.weampp06E02,Tringa_brevipes
10684.weampp11E12,Tringa_brevipes
10684.weampp04G10,Tringa_glareola
10684.weampp04A05,Tringa_glareola
10684.weampp02H10,Tringa_glareola
10684.weampp02B05,Tringa_glareola
10684.weampp06B01,Tringa_glareola
10684.weampp12D03,Troglodytes_troglodytes
10684.weampp13H11,Troglodytes_troglodytes
10684.weampp07D03,Troglodytes_troglodytes
10684.weampp05C09,Troglodytes_troglodytes
10684.weampp08H12,Troglodytes_troglodytes
11166.artic.squirrel.648,Urocitellus_parryii
11166.artic.squirrel.9561,Urocitellus_parryii
11166.artic.squirrel.9555,Urocitellus_parryii
11166.artic.squirrel.645,Urocitellus_parryii
11166.artic.squirrel.636,Urocitellus_parryii
2300.BB.4067.colon,Ursus_americanus
2300.BB.07.colon,Ursus_americanus
2300.BB.2150.colon,Ursus_americanus
2300.BB.4087.colon,Ursus_americanus
2300.BB.4085.colon,Ursus_americanus
11166.ZU.18237.lemur,Varecia_rubra
11166.FD.18911.lemur,Varecia_rubra
11166.ZU.18253.lemur,Varecia_rubra
11166.ZU.18214.lemur,Varecia_rubra
11166.NATL.24691.lemur,Varecia_rubra
10684.weampp02D10,Xenus_cinereus
10684.weampp14H10,Xenus_cinereus
10684.weampp02C11,Xenus_cinereus
10684.weampp04F04,Xenus_cinereus
10684.weampp05E06,Xenus_cinereus
11212.LabEllis3,Lagothrix_lagotricha
11212.LagAb2,Lagothrix_lagotricha
11212.LagEllis1,Lagothrix_lagotricha
11212.LagEllis4,Lagothrix_lagotricha
11212.Ahyb1000,Ateles_hybridus
11212.Ahyb257,Ateles_hybridus
11212.Ahyb411,Ateles_hybridus
11166.ATL.24538.hornbill,Bucorvus_abyssinicus
11166.ATL.24443.starling,Cinnyricinclus_leucogaster
11166.ATL.24505.magpie,Cyanopica_cyanus
11166.ATL.24483.eagle,Haliaeetus_leucocephalus
11166.ATL.24512.mynah,Leucopsar_rothschildi
11166.ATL.25145.binturong,Arctictis_binturong
11166.ATL.24596.lemur,Varecia_variegata
11166.ATL.24547.macaw,Ara_ararauna
11166.ATL.24515.kingfisher,Halcyon_malimbica
11166.ATL.24064.bongo,Tragelaphus_eurycerus
11166.ATL.24419.budgerigar,Melopsittacus_undulatus
11166.ATL.24071.dog,Speothos_venaticus
11166.ATL.24074.dog,Speothos_venaticus
11166.ATL.24508.flamingo,Phoenicopterus_chilensis
11166.ATL.24568.flamingo,Phoenicopterus_chilensis
11166.ATL.24558.chinchilla,Chinchilla_lanigera
11166.ATL.24615.parrot,Psittacus_erithacus
11166.ATL.24445.lovebird,Agapornis_fischeri
11166.ATL.25136.fossa,Cryptoprocta_ferox
11166.ATL.24084.otter,Pteronura_brasiliensis
11166.ATL.24060.a.pheasant,Chrysolophus_pictus
11166.ATL.24551.pheasant,Chrysolophus_pictus
11166.ATL.24560.hamerkop,Scopus_umbretta
11166.ATL.24553.hawk,Parabuteo_unicinctus
11166.ATL.24524.vulture,Necrosyrtes_monachus
11166.ATL.24552.vulture,Necrosyrtes_monachus
11166.ATL.24595.orangutan,Pongo_pygmaeus
11166.ATL.24450.vulture,Sarcoramphus_papa
11166.ATL.24521.kinkajou,Potos_flavus
11166.ATL.24058.pig,Sus_scrofa
11166.ATL.24548.falcon,Falco_biarmicus
11166.ATL.24577.kookaburra,Dacelo_novaeguineae
11166.ATL.25007.hedgehog,Echinops_telfairi
11166.ATL.24529.pheasant,Argusianus_argus
11166.ATL.24078.sunbear,Helarctos_malayanus
11166.ATL.24082.sunbear,Helarctos_malayanus
11166.ATL.24497.nakedmolerat,Heterocephalus_glaber
11166.ATL.24435.crow,Corvus_albus
11166.ATL.24482.pigeon,Ducula_bicolor
11166.ATL.24614.prairiedog,Cynomys_ludovicianus
11166.ATL.24562.porcupine,Coendou_prehensilis
11166.ATL.24065.raccoondog,Nyctereutes_procyonoides
11166.ATL.24449.redpanda,Ailurus_fulgens
11166.ATL.24545.hawk,Buteo_jamaicensis
11166.ATL.24076.tiger,Panthera_tigris
11166.ATL.24079.tiger,Panthera_tigris
11166.ATL.24436.conure,Aratinga_solstitialis
11166.ATL.24511.toucan,Ramphastos_toco
11166.ATL.24528.toucan,Ramphastos_toco
11166.ATL.24533.owl,Bubo_lacteus
11166.ATL.24477.pigeon,Goura_victoria
11166.ATL.24479.pigeon,Goura_victoria
11166.ATL.24549.crane,Grus_carunculatus
11166.NZ.17031.A.Africangreyparrot,Psittacus_erithacus
11166.NZ.16882.A.Australiankingparrot,Alisterus_scapularis
11166.NZ.16885.A.Australiankingparrot,Alisterus_scapularis
11166.NZ.16911.A.Australiankingparrot,Alisterus_scapularis
11166.NZ.16903.A.Australianrainbowlorikeet,Trichoglossus_haematodus
11166.NZ.16904.A.bellbird,Anthornis_melanura
11166.NZ.16969.A.bellbird,Anthornis_melanura
11166.NZ.16960.B1.blueduck,Hymenolaimus_malacorhynchos
11166.NZ.16973.A1.blueduck,Hymenolaimus_malacorhynchos
11166.NZ.16902.A.diamonddove,Geopelia_cuneata
11166.NZ.16881.A.dotterel,Charadrius_bicinctus
11166.NZ.17033.A1.emu,Dromaius_novaehollandiae
11166.NZ.16874.A1.kakapo,Strigops_habroptilus
11166.NZ.16908.B1.kakapo,Strigops_habroptilus
11166.NZ.17000.A1.littlebluepenguin,Eudyptula_minor
11166.NZ.16952.A.morepork,Ninox_novaeseelandiae
11166.NZ.16971.A.morepork,Ninox_novaeseelandiae
11166.NZ.17028.A.NewZealandshoveler,Anas_rhynchotis
11166.NZ.16948.A1.shoveler,Anas_rhynchotis
11166.NZ.16977.A1.spottedshag,Phalacrocorax_punctatus
11166.NZ.16896.B.sulphurcrestedcockatoo,Cacatua_galerita
11166.NZ.16964.A1.takahe,Porphyrio_hochstetteri
11166.NZ.16972.A1.takahe,Porphyrio_hochstetteri
11166.NZ.17010.A1.tui,Prosthemadera_novaeseelandiae
1696.VH0018A,Trachypithecus_vetulus
1696.VH0019A,Trachypithecus_vetulus
1696.VH0020A,Trachypithecus_vetulus
1734.LD.NBS1070E,Eptesicus_furinalis
1734.LD.DTS1220,Myotis_nigricans
1734.BD.NBS1054,Micronycteris_microtis
1734.LD.NBS1054E,Micronycteris_microtis
1734.BD.NBS1059,Lophostoma_evotis
1734.BD.NBS1055,Pteronotus_davyi
1734.LD.NBS1055E,Pteronotus_davyi
1734.LD.NBS1073B,Pteronotus_davyi
1734.BD.ERD505,Myotis_elegans
1734.BD.ERD507,Myotis_elegans
1734.BD.ERD511,Myotis_elegans
1734.LD.NBS1079E,Myotis_elegans
1734.BD.ERD501,Trachops_cirrhosus
1734.LD.NBS1060E,Trachops_cirrhosus
1734.LD.Artlit1,Artibeus_lituratus
1734.LD.NBS1081E,Artibeus_lituratus
1734.BD.NBS1076,Noctilio_leporinus
1734.LD.NBS1076E,Noctilio_leporinus
1734.BD.NBS1062,Peropteryx_kappleri
1734.LD.NBS1062E,Peropteryx_kappleri
1734.LD.Perkap1,Peropteryx_kappleri
1734.BD.ERD509,Saccopteryx_bilineata
1734.LD.QCAZ.M50990,Sturnira_erythromos
1734.LD.QCAZ.M51303,Sturnira_erythromos
1734.LD.NBS1067E,Artibeus_jamaicensis
1734.LD.QCAZ.M50993,Choeroniscus_minor
1734.LD.QCAZ.M51307,Choeroniscus_minor
1734.BD.ERD502,Vampyressa_thyone
1734.LD.NBS1068E,Mormoops_megalophylla
1734.LD.NBS1084B,Mormoops_megalophylla
1734.LD.NBS1072E,Rhynchonycteris_naso
1734.LD.NBS1049B,Artibeus_phaeotis
1734.LD.DTS1221,Lophostoma_brasiliense
1734.LD.QCAZ.M50991,Carollia_brevicauda
1734.LD.QCAZ.M51309,Artibeus_glaucus
1734.LD.NBS1069E,Molossus_molossus
1734.BD.ERD506,Carollia_sowelli
1734.LD.Carsow1,Carollia_sowelli
1734.LD.NBS1083E,Carollia_sowelli
1734.LD.Urobil1,Uroderma_bilobatum
1734.BD.NBS1086,Antrozous_dubiaquercus
1734.LD.NBS1086E,Antrozous_dubiaquercus
1734.LD.DTS1225,Myotis_simus
1734.LD.DTS1230,Chrotopterus_auritus
1734.LD.NBS1074E,Micronycteris_brachyotis
1734.LD.NBS1080E,Rhogeessa_aeneus
11166.FD.0400.Africansacredibis,Threskiornis_aethiopicus
11166.FD.0450.agouti,Dasyprocta_punctata
11166.FD.0499.fox,Otocyon_megalotis
11166.FD.02290.wildebeest,Connochaetes_gnou
11166.FD.0403.blackbuck,Antilope_cervicapra
11166.FD.0189.monkey,Saimiri_boliviensis
11166.FD.0192.monkey,Saimiri_boliviensis
11166.FD.0259.monkey,Saimiri_boliviensis
11166.FD.0277.monkey,Saimiri_boliviensis
11166.FD.0483.monkey,Ateles_fusciceps
11166.FD.0126.hyena,Parahyaena_brunnea
11166.FD.0093.caracal,Caracal_caracal
11166.FD.0168.cheetah,Acinonyx_jubatus
11166.FD.18913.chital,Axis_axis
11166.FD.0439.cougar,Puma_concolor
11166.FD.0397.CrestedPartridge,Rollulus_rouloul
11166.FD.0048.dromedary,Camelus_dromedarius
11166.FD.18907.dromedary,Camelus_dromedarius
11166.FD.0479.tamarin,Saguinus_imperator
11166.FD.0456.mongoose,Helogale_hirtula
11166.FD.02770.gemsbok,Oryx_gazella
11166.FD.0487.panda,Ailuropoda_melanoleuca
11166.FD.0313.mangabey,Cercocebus_chrysogaster
11166.FD.0316.mangabey,Cercocebus_chrysogaster
11166.FD.0387.tamarin,Leontopithecus_chrysomelas
11166.FD.0183.lemur,Microcebus_murinus
11166.FD.0360.lemur,Prolemur_simus
11166.FD.0575.grison,Galictis_vittata
11166.FD.02590.zebra,Equus_grevyi
11166.FD.0366.baboon,Papio_papio
11166.FD.0388.baboon,Papio_papio
11166.FD.0378.Hyacinthmacaw,Anodorhynchus_hyacinthinus
11166.FD.0462.rhinoceros,Rhinoceros_unicornis
11166.FD.0105.jaguar,Panthera_onca
11166.FD.0108.jaguar,Panthera_onca
11166.FD.0112.jaguar,Panthera_onca
11166.FD.0440.jaguar,Panthera_onca
11166.FD.0577.jaguarundi,Puma_yagouaroundi
11166.FD.0574.kinkajou,Potos_flavus
11166.FD.0229.gibbon,Hylobates_lar
11166.FD.0457.lechwe,Kobus_leche
11166.FD.0198.meerkat,Suricata_suricatta
11166.FD.0305.guenon,Cercopithecus_cephus
11166.FD.0308.guenon,Cercopithecus_cephus
11166.FD.0369.pig,Sus_cebifrons
11166.FD.0466.langur,Semnopithecus_entellus
11166.FD.0460.okapi,Okapia_johnstoni
11166.FD.0372.sheep,Ovis_aries
11166.FD.0434.monkey,Erythrocebus_patas
11166.FD.0139.loris,Nycticebus_pygmaeus
11166.FD.0142.loris,Nycticebus_pygmaeus
11166.FD.0143.loris,Nycticebus_pygmaeus
11166.FD.18949.raccoon,Procyon_lotor
11166.FD.0411.redleggedseriema,Cariama_cristata
11166.FD.0241.wallaby,Macropus_rufogriseus
11166.FD.hippo.antelope,Hippotragus_equinus
11166.FD.0375.Salmoncrestedcockatoo,Cacatua_moluccensis
11166.FD.0115.serval,Leptailurus_serval
11166.FD.0345.siamang,Symphalangus_syndactylus
11166.FD.0363.marmoset,Callithrix_argentata
11166.FD.0471.marmoset,Callithrix_argentata
11166.FD.0571.armadillo,Cabassous_unicinctus
11166.FD.0122.hyena,Hyaena_hyaena
11166.FD.0576.tayra,Eira_barbara
11166.FD.0147.capuchin,Sapajus_apella
11166.FD.0247.capuchin,Sapajus_apella
11166.FD.0322.Vicugna,Vicugna_vicugna
11166.FD.03250.Vicugna,Vicugna_vicugna
11166.FD.0051.watusi,Bos_taurus
11166.FD.0186.marmoset,Callithrix_geoffroyi
11166.FD.0127.tamarin,Saguinus_labiatus
11166.FD.0130.tamarin,Saguinus_labiatus
11166.FD.0133.tamarin,Saguinus_labiatus
11166.FD.0136.tamarin,Saguinus_labiatus
1056.Pro.cri.Cinci.1,Proteles_cristatus
1056.Pro.cri.Cinci.2,Proteles_cristatus
1056.Man.pen.Leip.1,Manis_pentadactyla
1056.Man.pen.Leip.2,Manis_pentadactyla
1056.Pri.max.Seat.04J09,Priodontes_maximus
1056.Pri.max.Seat.2.02V07,Priodontes_maximus
1056.Pri.max.Seat.2.13B02,Priodontes_maximus
1056.Cho.hof.Atlan.1.1,Choloepus_hoffmanni
1056.Cho.hof.Atlan.2,Choloepus_hoffmanni
1056.Cho.hof.Hous.1,Choloepus_hoffmanni
1056.Zae.pic.Mend.1,Zaedyus_pichiy
1056.Zae.pic.Mend.2,Zaedyus_pichiy
1056.Chl.tru.Mend.1,Chlamyphorus_truncatus
1056.Chae.vel.Cinci.1,Chaetophractus_vellerosus
1056.Chae.vel.Cinci.2,Chaetophractus_vellerosus
1056.Chae.vel.Cinci.3,Chaetophractus_vellerosus
1056.Eup.sex.Cinci.1.1,Euphractus_sexcinctus
1056.Eup.sex.Mont.1.0,Euphractus_sexcinctus
11166.Mac.par.SanDi22.1,Macropus_parma
11166.Mac.par.SanDi9.3,Macropus_parma
1773.Chirox.lance1.lgi,Chiroxiphia_linearis
1773.Chirox.lance2.lgi,Chiroxiphia_linearis
1773.Chirox.lance3.lgi,Chiroxiphia_linearis
1773.Rhamp.carbo1.lgi,Ramphocelus_carbo
1773.Rhamp.carbo2.lgi,Ramphocelus_carbo
1773.Thraupis.palm1.lgi,Thraupis_palmarum
1773.Turdus.oliv1.lgi,Turdus_olivater
1773.Turdus.oliv2.lgi,Turdus_olivater
1773.Zono.capensis1.lgi,Zonotrichia_capensis
1773.Zono.capensis2.lgi,Zonotrichia_capensis
11166.emu.ACAD.3,Dromaius_novaehollandiae
10376.Wildass1,Equus_asinus
10376.BigHornSD,Ovis_canadensis
10376.BigHornW3,Ovis_canadensis
10376.BlackRhino1,Diceros_bicornis
10376.BlackRhino2,Diceros_bicornis
10376.HyraxSTL,Procavia_capensis
10376.Rabbit,Oryctolagus_cuniculus
10376.Callimicos,Callimico_goeldii
10376.ZebraSTL1,Equus_grevyi
10376.Okapi1,Okapia_johnstoni
10376.Okapi2,Okapia_johnstoni
10376.Okapi3,Okapia_johnstoni
10376.Kroo1,Macropus_rufus
10376.Kroo3,Macropus_rufus
10376.Gazelle2,Gazella_spekei
10376.Gazelle3,Gazella_spekei
10376.Orang1,Pongo_abelii
11166.NATL.24753.agouti,Dasyprocta_leporina
11166.NATL.24720.bear,Tremarctos_ornatus
11166.NATL.24722.bear,Tremarctos_ornatus
11166.NATL.24688.ferret,Mustela_nigripes
11166.NATL.24393.owl,Athene_cunicularia
11166.NATL.24628.owl,Athene_cunicularia
11166.NATL.24091.curassow,Crax_alberti
11166.NATL.24580.degu,Octodon_degus
11166.NATL.24093.emu,Dromaius_novaehollandiae
11166.NATL.24384.macaw,Ara_chloropterus
11166.NATL.24270.tenrec,Echinops_telfairi
11166.NATL.24586.tenrec,Echinops_telfairi
11166.NATL.24758.tenrec,Echinops_telfairi
11166.NATL.24280.kingfisher,Todiramphus_recurvirostris
11166.NATL.24334.kingfisher,Todiramphus_recurvirostris
11166.NATL.24357.kingfisher,Todiramphus_recurvirostris
11166.NATL.24228.nakedmolerat,Heterocephalus_glaber
11166.NATL.24246.nakedmolerat,Heterocephalus_glaber
11166.NATL.24249.nakedmolerat,Heterocephalus_glaber
11166.NATL.24233.shres,Tupaia_belangeri
11166.NATL.24664.saki,Pithecia_pithecia
11166.NATL.24747.saki,Pithecia_pithecia
11166.NATL.24296.woodpecker,Dryocopus_pileatus
11166.NATL.24328.duck,Anas_acuta
11166.NATL.24631.cavy,Kerodon_rupestris
11166.NATL.24671.sandcat,Felis_margarita
11166.NATL.24672.sandcat,Felis_margarita
11166.NATL.24364.shrew,Macroscelides_proboscideus
11166.NATL.24589.shrew,Macroscelides_proboscideus
11166.NATL.24625.shrew,Macroscelides_proboscideus
11166.NATL.24632.shrew,Macroscelides_proboscideus
11166.NATL.24345.tanager,Ramphocelus_carbo
11166.NATL.24099.crane,Anthropoides_paradiseus
11166.NATL.24718.tiger,Panthera_tigris
11166.NATL.24719.tiger,Panthera_tigris
11166.NATL.24678.titi,Plecturocebus_moloch
11166.NATL.24708.titi,Plecturocebus_moloch
11166.AS.188.sparrow,Ammodramus_bairdii
11166.AS.202.sparrow,Ammodramus_bairdii
11166.AS.163.grosbeak,Pheucticus_melanocephalus
11166.AS.165.grosbeak,Pheucticus_melanocephalus
11166.AS.149.bobolink,Dolichonyx_oryzivorus
11166.AS.032.cowbird,Molothrus_ater
11166.AS.054.cowbird,Molothrus_ater
11166.AS.120.cowbird,Molothrus_ater
11166.AS.154.cowbird,Molothrus_ater
11166.AS.067.wren,Thryothorus_ludovicianus
11166.AS.069.wren,Thryothorus_ludovicianus
11166.AS.147.longspur,Calcarius_ornatus
11166.AS.197.longspur,Calcarius_ornatus
11166.AS.211.longspur,Calcarius_ornatus
11166.AS.025.sparrow,Spizella_pallida
11166.AS.148.nighthawk,Chordeiles_minor
11166.AS.041.dickcissel,Spiza_americana
11166.AS.112.woodpecker,Picoides_pubescens
11166.AS.116.woodpecker,Picoides_pubescens
11166.AS.172.woodpecker,Picoides_pubescens
11166.AS.186.woodpecker,Picoides_pubescens
11166.AS.118.kingbird,Tyrannus_tyrannus
11166.AS.089.pewee,Contopus_virens
11166.AS.087.flycatcher,Myiarchus_crinitus
11166.AS.088.flycatcher,Myiarchus_crinitus
11166.AS.090.flycatcher,Myiarchus_crinitus
11166.AS.094.flycatcher,Myiarchus_crinitus
11166.AS.132.wren,Troglodytes_aedon
11166.AS.195.wren,Troglodytes_aedon
11166.AS.119.killdeer,Charadrius_vociferus
11166.AS.146.killdeer,Charadrius_vociferus
11166.AS.151.killdeer,Charadrius_vociferus
11166.AS.190.killdeer,Charadrius_vociferus
11166.AS.033.sparrow,Chondestes_grammacus
11166.AS.175.sparrow,Chondestes_grammacus
11166.AS.121.shrike,Lanius_ludovicianus
11166.AS.007.cardinal,Cardinalis_cardinalis
11166.AS.024.cardinal,Cardinalis_cardinalis
11166.AS.035.cardinal,Cardinalis_cardinalis
11166.AS.031.mockingbird,Mimus_polyglottos
11166.AS.086.oriole,Icterus_spurius
11166.AS.091.oriole,Icterus_spurius
11166.AS.095.oriole,Icterus_spurius
11166.AS.110.oriole,Icterus_spurius
11166.AS.101.ovenbird,Seiurus_aurocapilla
11166.AS.104.ovenbird,Seiurus_aurocapilla
11166.AS.109.ovenbird,Seiurus_aurocapilla
11166.AS.075.sparrow,Ammodramus_maritimus
11166.AS.062.tanager,Piranga_rubra
11166.AS.083.swallow,Tachycineta_bicolor
11166.AS.084.swallow,Tachycineta_bicolor
11166.AS.061.rail,Rallus_limicola
11166.AS.068.rail,Rallus_limicola
11166.AS.081.rail,Rallus_limicola
11166.AS.122.meadowlark,Sturnella_neglecta
11166.AS.167.meadowlark,Sturnella_neglecta
11166.AS.194.meadowlark,Sturnella_neglecta
11166.AS.201.meadowlark,Sturnella_neglecta
11166.AS.177.pewee,Contopus_sordidulus
11166.AS.012.chat,Icteria_virens
11166.AS.013.chat,Icteria_virens
11166.AS.017.chat,Icteria_virens
11166.AS.153.blackbird,Xanthocephalus_xanthocephalus
11166.AS.155.blackbird,Xanthocephalus_xanthocephalus
11166.AS.159.blackbird,Xanthocephalus_xanthocephalus
11166.TS.006.rhino,Diceros_bicornis
11166.TS.005.jackal,Canis_mesomelas
11166.TS.177.hyena,Parahyaena_brunnea
11166.TS.200.mongoose,Galerella_pulverulenta
11166.TS.015.flycatcher,Melaenornis_pallidus
11166.TS.031.cheetah,Acinonyx_jubatus
11166.TS.032.cheetah,Acinonyx_jubatus
11166.TS.133.duiker,Sylvicapra_grimmia
11166.TS.047.Commonquail,Coturnix_coturnix
11166.TS.027.Fourstripedgrassmouse,Rhabdomys_pumilio
11166.TS.028.Fourstripedgrassmouse,Rhabdomys_pumilio
11166.TS.061.gemsbok,Oryx_gazella
11166.TS.157.gemsbok,Oryx_gazella
11166.TS.166.giraffe,Giraffa_camelopardalis
11166.TS.182.giraffe,Giraffa_camelopardalis
11166.TS.148.Helmetedguineafowl,Numida_meleagris
11166.TS.090.nyala,Tragelaphus_angasii
11166.TS.150.zebra,Equus_burchellii
11166.TS.151.zebra,Equus_burchellii
11166.TS.067.porcupine,Hystrix_africaeaustralis
11166.TS.069.porcupine,Hystrix_africaeaustralis
11166.TS.085.porcupine,Hystrix_africaeaustralis
11166.TS.155.hartebeest,Alcelaphus_buselaphus
11166.TS.096.rockrabbit,Pronolagus_rupestris
11166.TS.098.rockrabbit,Pronolagus_rupestris
11166.TS.043.chat,Myrmecocichla_formicivora
11166.TS.056.chat,Myrmecocichla_formicivora
11166.TS.131.steenbok,Raphicerus_campestris
11166.TS.180.waterbuck,Kobus_ellipsiprymnus
11166.TS.004.mongoose,Cynictis_penicillata
11166.TS.078.mongoose,Cynictis_penicillata
11166.TS.080.mongoose,Cynictis_penicillata
11166.SFM.18277.manatee,Trichechus_manatus
11166.SFM.18281.manatee,Trichechus_manatus
11166.vbat.J4.anal.bat,Artibeus_jamaicensis
11166.TAR.B30437.1,Eudyptula_minor
11166.TAR.B40642.1,Eudyptula_minor
11166.TAR.B20241.1,Macrotis_lagotis
11166.TAR.B40390.1,Macrotis_lagotis
11166.TAR.A00468.1,Zalophus_californianus
11166.TAR.B40449.1,Dromaius_novaehollandiae
11166.TAR.910584.1,Pteropus_poliocephalus
11166.TAR.19M089.1,Arctocephalus_forsteri
11166.TAR.A80311.1,Arctocephalus_forsteri
11166.TAR.B30170.1,Arctocephalus_forsteri
11166.TAR.A90153.1,Pseudocheirus_peregrinus
11166.TAR.15M124.1,Tachyglossus_aculeatus
11166.TAR.B50077.1,Tachyglossus_aculeatus
11166.TAR.B00083.1,Lasiorhinus_latifrons
11166.TAR.B60253.1,Lasiorhinus_latifrons
11166.TAR.B10219.1,Arctocephalus_tropicalis
11166.TAR.B60199.2,Cacatua_galerita
11166.TAR.B20364.1,Sarcophilus_harrisii
11166.TAR.B20365.2,Sarcophilus_harrisii
11166.TAR.B60006.1,Sarcophilus_harrisii
11166.TAR.B40057.1,Haliaeetus_albicilla
10684.weampp13C08,Pygoscelis_adeliae
10684.weampp16B07,Pygoscelis_adeliae
10684.weampp16C06,Pygoscelis_adeliae
