#Sample	Metric	Value
11166.NATL.25037.tortoise	Weighted NSTI	0.056809506510060226
11166.NZ.16882.A.Australiankingparrot	Weighted NSTI	0.04175107712308374
11166.NATL.24757.hyrax	Weighted NSTI	0.0666631797054567
11166.NZ.16968.B.dotterel	Weighted NSTI	0.011538307914906929
11166.AS.212.lark	Weighted NSTI	0.09030728354525906
11166.lamprey.24164.lamprey	Weighted NSTI	0.0845110792291826
11166.lamprey.24180.lamprey	Weighted NSTI	0.0556735245609555
11166.NATL.24390.frog	Weighted NSTI	0.10416871280923205
11166.NATL.25049.b.seriema	Weighted NSTI	0.10814847953322018
11166.AR.M53.flyingsquirrel	Weighted NSTI	0.15994114882730254
11166.EN.2.6.flea	Weighted NSTI	0.031163179508560325
11166.ATL.25137.tamarin	Weighted NSTI	0.10497256691502965
11166.UM.24894.finch	Weighted NSTI	0.07694173478480516
11166.NZ.16840.B1.lessershorttailedbat	Weighted NSTI	0.07586984346785586
11166.ATL.25167.gecko	Weighted NSTI	0.03595467769234701
11166.ATL.25134.basilisk	Weighted NSTI	0.056700033274274315
11166.NATL.24702.curassow	Weighted NSTI	0.09283465702155552
11166.EN.2.3.flea	Weighted NSTI	0.033367951303517725
11166.vbat.DR25.colon.vbat	Weighted NSTI	0.0301786979795435
11166.AR.M30.flyingsquirrel	Weighted NSTI	0.1390788168129594
11166.FD.0479.tamarin	Weighted NSTI	0.026445327110043763
11166.NZ.16904.A.bellbird	Weighted NSTI	0.01372399261635829
11166.ATL.25157.gecko	Weighted NSTI	0.03821780434656882
11166.NATL.25051.curassow	Weighted NSTI	0.01552679272905576
11166.AR.M70.flyingsquirrel	Weighted NSTI	0.13114983977135075
11166.FD.0447.lemur	Weighted NSTI	0.18782082154901092
11166.ATL.24461.cockatoo	Weighted NSTI	0.13143616737059263
11166.NATL.24103.owl	Weighted NSTI	0.04473662400275771
11166.NATL.24739.marmoset	Weighted NSTI	0.06948545661059266
11166.ATL.24505.magpie	Weighted NSTI	0.055907873602380205
11166.NATL.24273.sunbittern	Weighted NSTI	0.00977826562426234
11166.NATL.24310.duck	Weighted NSTI	0.06051881039717759
11166.NATL.25031.b.lizard	Weighted NSTI	0.05358412986024974
11166.ATL.24999.orangutan	Weighted NSTI	0.15454585999063405
11166.AS.203.wren	Weighted NSTI	0.028886217611892282
11166.ATL.25156.basilisk	Weighted NSTI	0.013947013157007141
11166.NATL.24708.titi	Weighted NSTI	0.1467286292281262
11166.ATL.24471.gecko	Weighted NSTI	0.03177763562789692
11166.NATL.25031.a.lizard	Weighted NSTI	0.06011025571660046
11166.NZ.16976.A1.NorthIslandWeka	Weighted NSTI	0.017622032942836974
11166.AR.M13.flyingsquirrel	Weighted NSTI	0.1261971154913211
11166.EN.2.9.flea	Weighted NSTI	0.029966095465071844
11166.NZ.17033.A1.emu	Weighted NSTI	0.03448628424290371
11166.NATL.24315.duck	Weighted NSTI	0.09206396531476373
11166.NATL.24715.b.kingsnake	Weighted NSTI	0.036323907491980674
11166.AR.M15.flyingsquirrel	Weighted NSTI	0.07693487237552231
11166.NATL.24221.salamander	Weighted NSTI	0.2255362212146368
11166.FD.0153.wildebeest	Weighted NSTI	0.19495623925434458
11166.FD.18916.serval	Weighted NSTI	0.03274035997213714
11166.FD.0577.jaguarundi	Weighted NSTI	0.1894302676517782
11166.EN.7.7.lice	Weighted NSTI	0.054205708058611274
11166.AS.194.meadowlark	Weighted NSTI	0.02375269920949818
11166.FD.0452.chital	Weighted NSTI	0.21338948312113387
11166.FD.0574.kinkajou	Weighted NSTI	0.034886449099129406
11166.ATL.25007.hedgehog	Weighted NSTI	0.018287557090751378
11166.ATL.24059.giraffe	Weighted NSTI	0.14695972639388533
11166.ATL.24468.budgerigar	Weighted NSTI	0.024912672095214267
11166.NATL.24589.shrew	Weighted NSTI	0.10251630142563413
11166.ATL.24078.sunbear	Weighted NSTI	0.05312524248649575
11166.AR.M76.flyingsquirrel	Weighted NSTI	0.10475180564809082
11166.EN.7.2.lice	Weighted NSTI	0.034983697494801194
11166.EN.1.8.lice	Weighted NSTI	0.14292326912700898
11166.UM.24994.finch	Weighted NSTI	0.05518065827408798
11166.EN.4.8.lice	Weighted NSTI	0.03005780263499905
11166.NZ.16911.A.Australiankingparrot	Weighted NSTI	0.04463603403188386
11166.EN.1.7.lice	Weighted NSTI	0.09777832767196415
11166.NZ.16874.A2.kakapo	Weighted NSTI	0.024505547567974954
11166.AR.M36.flyingsquirrel	Weighted NSTI	0.13139127808979134
11166.NATL.24341.cuckoo	Weighted NSTI	0.03558964254674269
11166.NATL.25052.bettong	Weighted NSTI	0.08149462168794071
11166.ATL.24510.flamingo	Weighted NSTI	0.016287821886310415
11166.ATL.24568.flamingo	Weighted NSTI	0.07019249280624743
11166.ATL.24483.eagle	Weighted NSTI	0.046830143061624425
11166.EN.1.2.lice	Weighted NSTI	0.07438813380770552
11166.NZ.16874.A1.kakapo	Weighted NSTI	0.024323738576716065
11166.ATL.24450.vulture	Weighted NSTI	0.08385370973659936
11166.FD.18943.lion	Weighted NSTI	0.07756622132890226
11166.vbat.DR28.colon.vbat	Weighted NSTI	0.006349023670970407
11166.FD.0322.Vicugna	Weighted NSTI	0.2030142209759026
11166.NATL.24699.bettong	Weighted NSTI	0.03181635941087933
11166.AR.M55.flyingsquirrel	Weighted NSTI	0.17550923450743025
11166.NATL.24244.salamander	Weighted NSTI	0.1780240167797144
11166.lamprey.24163.lamprey	Weighted NSTI	0.08093026334042477
11166.NZ.16962.A2.littlebluepenguin	Weighted NSTI	0.11854618655302537
11166.NATL.24698.rhea	Weighted NSTI	0.22239073548965055
11166.NATL.25044.crocodile	Weighted NSTI	0.06923420425555321
11166.NATL.24658.armadillo	Weighted NSTI	0.07104755268905673
11166.NZ.16842.A1.lessershorttailedbat	Weighted NSTI	0.026293971196764306
11166.ATL.24060.b.pheasant	Weighted NSTI	0.05695297540406912
11166.AR.M59.flyingsquirrel	Weighted NSTI	0.12267728676051133
11166.NZ.16948.A2.shoveler	Weighted NSTI	0.08546983103006826
11166.NZ.16863.B.NewZealandbrownteal	Weighted NSTI	0.10642370543019639
11166.NZ.16874.B2.kakapo	Weighted NSTI	0.017410466889298766
11166.EN.3.10.tick	Weighted NSTI	0.023830144945414175
11166.lamprey.24160.lamprey	Weighted NSTI	0.11614511657620176
11166.FD.0348.tamarin	Weighted NSTI	0.04443913811664156
11166.NATL.25030.squirrel	Weighted NSTI	0.08665404931647301
11166.NZ.16875.A.CampbellIslandflightlessteal	Weighted NSTI	0.10465250279881513
11166.NATL.24091.curassow	Weighted NSTI	0.019407285955414584
11166.ATL.24086.b.cassowary	Weighted NSTI	0.06132295580812045
11166.NATL.24249.nakedmolerat	Weighted NSTI	0.04659661838184562
11166.ATL.24983.guenon	Weighted NSTI	0.17188049009918818
11166.NZ.16874.B1.kakapo	Weighted NSTI	0.018515130052356023
11166.NATL.24735.porcupine	Weighted NSTI	0.02420012572346672
11166.NATL.24397.raven	Weighted NSTI	0.04625317141825305
11166.UM.24985.finch	Weighted NSTI	0.05033095294743188
11166.ATL.24084.otter	Weighted NSTI	0.09784525528355632
11166.FD.0462.rhinoceros	Weighted NSTI	0.31799278371356365
11166.ATL.24979.colobus	Weighted NSTI	0.16004547766589403
11166.NZ.17033.B2.emu	Weighted NSTI	0.053290596032248366
11166.NATL.24627.degu	Weighted NSTI	0.04016346681594827
11166.ATL.24452.dragon	Weighted NSTI	0.03747024573044864
11166.AS.146.killdeer	Weighted NSTI	0.05092269900674108
11166.NATL.24240.squirrel	Weighted NSTI	0.07140734643660374
11166.AR.M19.flyingsquirrel	Weighted NSTI	0.24966279564077618
11166.NATL.24742.mongoose	Weighted NSTI	0.04677539489126942
11166.ATL.24549.crane	Weighted NSTI	0.03422646338481559
11166.FD.0571.armadillo	Weighted NSTI	0.06818816845848531
11166.ATL.25139.chameleon	Weighted NSTI	0.05573692740159243
11166.ATL.24550.armadillo	Weighted NSTI	0.07838071162359891
11166.AS.024.cardinal	Weighted NSTI	0.04671323784053231
11166.ATL.24090.b.cassowary	Weighted NSTI	0.0402346805588985
11166.NZ.16885.A.Australiankingparrot	Weighted NSTI	0.046394385336937904
11166.AS.109.ovenbird	Weighted NSTI	0.016824405472356717
11166.FD.18740.okapi	Weighted NSTI	0.02023578641635912
11166.ATL.24485.tortoise	Weighted NSTI	0.062205998660997505
11166.lamprey.24161.lamprey	Weighted NSTI	0.11887553332571683
11166.NZ.17028.A.NewZealandshoveler	Weighted NSTI	0.02948625916077278
11166.NZ.17052.B.NorthIslandbrownkiwi	Weighted NSTI	0.14392770225111992
11166.NATL.24294.bird	Weighted NSTI	0.03265439969193428
11166.ATL.24053.bongo	Weighted NSTI	0.1921097830982196
11166.NATL.24687.tamarin	Weighted NSTI	0.2377053409979431
11166.FD.0466.langur	Weighted NSTI	0.2262740472589309
11166.ATL.24579.pheasant	Weighted NSTI	0.07018378562074029
11166.FD.0573.tamandua	Weighted NSTI	0.11029756365413071
11166.NATL.24094.tinamou	Weighted NSTI	0.04564112977854618
11166.AS.119.killdeer	Weighted NSTI	0.06942447588326656
11166.NATL.24094.b.tinamou	Weighted NSTI	0.15227844407169905
11166.NATL.24750.b.peacock	Weighted NSTI	0.14840617561884006
11166.NATL.24259.frog	Weighted NSTI	0.11425175413830027
11166.AS.070.blackbird	Weighted NSTI	0.040951709658271926
11166.NZ.16962.A1.littlebluepenguin	Weighted NSTI	0.11955415966955749
11166.NATL.24258.duck	Weighted NSTI	0.048131751676000485
11166.NZ.16889.A.kaka	Weighted NSTI	0.031682922679898806
11166.NATL.24257.spoonbill	Weighted NSTI	0.12962484796693127
11166.ATL.24082.sunbear	Weighted NSTI	0.09283781179113149
11166.AS.113.wren	Weighted NSTI	0.07051767389609001
11166.AS.197.longspur	Weighted NSTI	0.011823615448797854
11166.NATL.24717.porcupine	Weighted NSTI	0.057164121341876775
11166.FD.0351.colobus	Weighted NSTI	0.08295041167876525
11166.NATL.24344.owl	Weighted NSTI	0.03536612743437807
11166.ATL.25146.sloth	Weighted NSTI	0.25573043312470406
11166.ATL.24498.python	Weighted NSTI	0.01178589803248894
11166.AR.M82.flyingsquirrel	Weighted NSTI	0.1256458897288458
11166.ATL.25120.gorilla	Weighted NSTI	0.1629098157273905
11166.NZ.16960.B1.blueduck	Weighted NSTI	0.026410657008276422
11166.NZ.16971.A.morepork	Weighted NSTI	0.018968961620250465
11166.UM.24883.vfinch	Weighted NSTI	0.038567068068558565
11166.ATL.24508.flamingo	Weighted NSTI	0.04875289764443691
11166.NATL.25050.kori	Weighted NSTI	0.07740459836036286
11166.NATL.25038.b.unknown	Weighted NSTI	0.09790336284866664
11166.NZ.16952.A.morepork	Weighted NSTI	0.06298886585472013
11166.vbat.DR18.colon.vbat	Weighted NSTI	0.029249857391286094
11166.AR.M67.flyingsquirrel	Weighted NSTI	0.19164043998900365
11166.NZ.16911.B.Australiankingparrot	Weighted NSTI	0.044877653291112686
11166.NZ.16978.B.kea	Weighted NSTI	0.03190264823817954
11166.UM.24880.vfinch	Weighted NSTI	0.04698280872782196
11166.AR.M5.flyingsquirrel	Weighted NSTI	0.18658387141917232
11166.FD.01680.kudu	Weighted NSTI	0.18996183453792367
11166.FD.0490.monkey	Weighted NSTI	0.24313041532617827
11166.NATL.24274.salamander	Weighted NSTI	0.20258793700523972
11166.UM.24885.vfinch	Weighted NSTI	0.03813013862059101
11166.FD.18951.gorilla	Weighted NSTI	0.027403862540192916
11166.NZ.17040.A.NorthIslandkaka	Weighted NSTI	0.021161542618121747
11166.UM.24899.vfinch	Weighted NSTI	0.049230961773311266
11166.FD.boa2a.boa	Weighted NSTI	0.06480836609250669
11166.NZ.16994.B.kaka	Weighted NSTI	0.035016504234816996
11166.ATL.24596.lemur	Weighted NSTI	0.08764895249542262
11166.ATL.24076.tiger	Weighted NSTI	0.0866088904517717
11166.NZ.16888.B.blackwingedstilt	Weighted NSTI	0.03102498895499336
11166.FD.0363.marmoset	Weighted NSTI	0.0339069066729158
11166.AR.M27.flyingsquirrel	Weighted NSTI	0.04042373429615553
11166.UM.24884.vfinch	Weighted NSTI	0.05201380657416825
11166.ATL.24055.a.hornbill	Weighted NSTI	0.01980026524795417
11166.NZ.17031.B.Africangreyparrot	Weighted NSTI	0.02377851403650712
11166.FD.18907.dromedary	Weighted NSTI	0.04778500968724407
11166.AS.220.blackbird	Weighted NSTI	0.0075061383205258765
11166.NATL.25069.cassowary	Weighted NSTI	0.07879859779397398
11166.AR.M44.flyingsquirrel	Weighted NSTI	0.06568579595005074
11166.lamprey.24143.lamprey	Weighted NSTI	0.09936012476239958
11166.NATL.25073.b.gecko	Weighted NSTI	0.03114197433145289
11166.NATL.24087.meerkat	Weighted NSTI	0.16277648941036746
11166.NATL.24666.phorse	Weighted NSTI	0.06876585759946496
11166.ATL.24479.pigeon	Weighted NSTI	0.0671296464333658
11166.NATL.24657.b.kiwi	Weighted NSTI	0.07976432478380216
11166.ATL.24560.hamerkop	Weighted NSTI	0.11849373998687744
11166.UM.24890.vfinch	Weighted NSTI	0.04854353993228215
11166.NZ.16955.B.Antipodesparakeet	Weighted NSTI	0.09730907020932714
11166.UM.24891.vfinch	Weighted NSTI	0.03179738473485171
11166.AS.204.bird	Weighted NSTI	0.07163142272770211
11166.NZ.16880.B.blackwingedstilt	Weighted NSTI	0.02652953048409061
11166.EN.8.7.ked	Weighted NSTI	0.03467774737100846
11166.AR.M42.flyingsquirrel	Weighted NSTI	0.07036263681266311
11166.ATL.25133.frog	Weighted NSTI	0.10120810364399595
11166.ATL.24469.kookaburra	Weighted NSTI	0.13559202724722258
11166.FD.0483.monkey	Weighted NSTI	0.20959418966796425
11166.UM.24893.vfinch	Weighted NSTI	0.03643809566680481
11166.AR.M21.flyingsquirrel	Weighted NSTI	0.06782594501521962
11166.ATL.24070.goat	Weighted NSTI	0.22102399134176126
11166.ATL.24521.kinkajou	Weighted NSTI	0.07892645917465069
11166.ATL.24565.tortoise	Weighted NSTI	0.03100730297418237
11166.lamprey.24142.lamprey	Weighted NSTI	0.09092316673501266
11166.UM.24897.vfinch	Weighted NSTI	0.03656161194083705
11166.AR.M3.flyingsquirrel	Weighted NSTI	0.13524190158728813
11166.ATL.24061.a.ostrich	Weighted NSTI	0.24544648075898873
11166.ATL.24065.raccoondog	Weighted NSTI	0.11089728091939845
11166.NZ.16856.A.kea	Weighted NSTI	0.01440537621774112
11166.NATL.24741.b.dragon	Weighted NSTI	0.04414820326134292
11166.ATL.24475.tortoise	Weighted NSTI	0.038440607904174605
11166.FD.0288.banteng	Weighted NSTI	0.17767424171167262
11166.AR.M61.flyingsquirrel	Weighted NSTI	0.1224449833415554
11166.NZ.16881.A.dotterel	Weighted NSTI	0.026103014366761088
11166.vbat.DR15.colon.vbat	Weighted NSTI	0.024687863353826778
11166.NATL.24099.crane	Weighted NSTI	0.023849854836300165
11166.NZ.16840.B2.lessershorttailedbat	Weighted NSTI	0.07515966251844504
11166.ATL.24477.pigeon	Weighted NSTI	0.1916839701125546
11166.ATL.24056.lion	Weighted NSTI	0.10702644422121999
11166.NATL.24741.a.dragon	Weighted NSTI	0.04181507401802846
11166.UM.24895.vfinch	Weighted NSTI	0.10523908149044056
11166.NATL.24758.tenrec	Weighted NSTI	0.2387634954785134
11166.UM.24888.vfinch	Weighted NSTI	0.027735113687408983
11166.NATL.24253.b.hornbill	Weighted NSTI	0.03675304147554201
11166.ATL.24532.hornbill	Weighted NSTI	0.09405699173874868
11166.NZ.16848.B2.CampbellIslandflightlessteal	Weighted NSTI	0.0919506294100095
11166.ATL.24061.b.ostrich	Weighted NSTI	0.2474219769833826
11166.lamprey.24141.lamprey	Weighted NSTI	0.06485343705208835
11166.AS.076.blackbird	Weighted NSTI	0.012484953167809494
11166.NZ.16848.A2.CampbellIslandflightlessteal	Weighted NSTI	0.09917265567479905
11166.NATL.24265.unknown	Weighted NSTI	0.03063565920581193
11166.NATL.24759.chevrotain	Weighted NSTI	0.06710386050898824
11166.FD.0471.marmoset	Weighted NSTI	0.023360764718543262
11166.ATL.24456.chameleon	Weighted NSTI	0.060000719222328504
11166.FD.18949.raccoon	Weighted NSTI	0.04141743252516135
11166.NZ.16973.A1.blueduck	Weighted NSTI	0.02471749371104401
11166.ATL.25003.colobus	Weighted NSTI	0.17578775314437697
11166.AS.102.wren	Weighted NSTI	0.030744229328036235
11166.EN.2.8.flea	Weighted NSTI	0.029754540416555984
11166.NZ.17031.A.Africangreyparrot	Weighted NSTI	0.029999919572287502
11166.EN.2.7.flea	Weighted NSTI	0.029092081226279844
11166.ATL.24574.chinchilla	Weighted NSTI	0.19223033501568315
11166.NZ.16981.B.NorthIslandWeka	Weighted NSTI	0.026402680730710636
11166.Amphioxus.2.lancelet	Weighted NSTI	0.08645230875456504
11166.NZ.17052.A.NorthIslandbrownkiwi	Weighted NSTI	0.13554700052673427
11166.NATL.24655.rat	Weighted NSTI	0.17145189530723634
11166.FD.0459.muntjac	Weighted NSTI	0.20653439436379245
11166.FD.boa1b.boa	Weighted NSTI	0.05663305424498434
11166.FD.18913.chital	Weighted NSTI	0.1986130339268564
11166.ATL.24995.monkey	Weighted NSTI	0.2063983756957546
11166.NATL.24246.nakedmolerat	Weighted NSTI	0.1632851545130436
11166.NATL.25013.armadillo	Weighted NSTI	0.03024278584895433
11166.NZ.16885.B.Australiankingparrot	Weighted NSTI	0.11325014492850878
11166.AS.175.sparrow	Weighted NSTI	0.04014944256160721
11166.AR.M48.flyingsquirrel	Weighted NSTI	0.06803413211026842
11166.EN.1.6.lice	Weighted NSTI	0.08449243273865646
11166.EN.4.9.lice	Weighted NSTI	0.06826454052681016
11166.NATL.24654.phorse	Weighted NSTI	0.09069043128728958
11166.AS.181.blackbird	Weighted NSTI	0.07779539261315688
11166.ATL.24562.porcupine	Weighted NSTI	0.18065484979882598
11166.NATL.24230.macaw	Weighted NSTI	0.09917734983788748
11166.EN.1.3.lice	Weighted NSTI	0.060589155143748595
11166.ATL.25166.boa	Weighted NSTI	0.025136992060331625
11166.lamprey.24140.lamprey	Weighted NSTI	0.06654987734715567
11166.NATL.24256.smew	Weighted NSTI	0.017073650903642004
11166.NATL.24662.shrew	Weighted NSTI	0.0686449804606063
11166.NZ.16955.A.Antipodesparakeet	Weighted NSTI	0.06428566259805138
11166.NATL.24264.degu	Weighted NSTI	0.05158095968887691
11166.UM.24969.vfinch	Weighted NSTI	0.12297578455328842
11166.NATL.25038.a.unknown	Weighted NSTI	0.0910522263706075
11166.EN.6.6.lice	Weighted NSTI	0.03800031009846113
11166.EN.5.3.lice	Weighted NSTI	0.025456692863479635
11166.NZ.16950.B.blackwingedstilt	Weighted NSTI	0.01748570174880762
11166.NATL.24632.shrew	Weighted NSTI	0.0799329776801385
11166.NATL.25027.rhea	Weighted NSTI	0.23601008085699485
11166.NATL.25012.kori	Weighted NSTI	0.04093464125824693
11166.AR.M9.flyingsquirrel	Weighted NSTI	0.1582191620408075
11166.EN.7.6.lice	Weighted NSTI	0.05146754112817872
11166.NZ.16842.A2.lessershorttailedbat	Weighted NSTI	0.029618089123822387
11166.FD.0204.zebra	Weighted NSTI	0.4831293827552631
11166.FD.0293.bongo	Weighted NSTI	0.19580168593011796
11166.EN.6.3.lice	Weighted NSTI	0.038035777611028866
11166.EN.5.6.lice	Weighted NSTI	0.0016215696449860106
11166.NZ.16957.A.kea	Weighted NSTI	0.024345330565593775
11166.EN.7.3.lice	Weighted NSTI	0.05687738535472836
11166.NATL.24361.dove	Weighted NSTI	0.05111065138965084
11166.NATL.24706.tenrec	Weighted NSTI	0.255212983703739
11166.ATL.24553.hawk	Weighted NSTI	0.0650387513450669
11166.NATL.24261.dove	Weighted NSTI	0.026541697715943544
11166.ATL.24991.drill	Weighted NSTI	0.1865529544325725
11166.AR.M56.flyingsquirrel	Weighted NSTI	0.1804402817892738
11166.NATL.24395.grosbeak	Weighted NSTI	0.08068200808349346
11166.ATL.25125.kudu	Weighted NSTI	0.19550673068127325
11166.NATL.24270.tenrec	Weighted NSTI	0.09949330435780102
11166.ATL.24490.lizard	Weighted NSTI	0.018415684925523396
11166.AR.M35.flyingsquirrel	Weighted NSTI	0.1114392826822343
11166.NATL.24318.ibis	Weighted NSTI	0.05384145922579163
11166.NATL.24683.seriema	Weighted NSTI	0.06228979754774699
11166.NATL.24269.duck	Weighted NSTI	0.01604120934650496
11166.NATL.24107.rhea	Weighted NSTI	0.22911126816019237
11166.NZ.16905.A.NorthIslandbrownkiwi	Weighted NSTI	0.06729064444025393
11166.UM.24913.vfinch	Weighted NSTI	0.04741656958753997
11166.NATL.24673.vulture	Weighted NSTI	0.05049402802891349
11166.EN.9.1.tick	Weighted NSTI	0.01717106691367676
11166.NZ.16865.A.kea	Weighted NSTI	0.014563749862690366
11166.vbat.DR2.anal.vbat	Weighted NSTI	0.046868574146488755
11166.AR.M75.flyingsquirrel	Weighted NSTI	0.06738484411911932
11166.NATL.24236.salamander	Weighted NSTI	0.030709419462472527
11166.NZ.16961.B.Antipodesparakeet	Weighted NSTI	0.00953695229474268
11166.EN.9.4.tick	Weighted NSTI	0.01757870633045318
11166.NATL.24102.rhea	Weighted NSTI	0.11573322874119207
11166.AR.M16.flyingsquirrel	Weighted NSTI	0.10886050461270831
11166.ATL.24081.rhinoceros	Weighted NSTI	0.3026859366255862
11166.ATL.24516.python	Weighted NSTI	0.051063241389412276
11166.NATL.24693.tinamou	Weighted NSTI	0.2710951535198739
11166.NATL.24722.bear	Weighted NSTI	0.0935673735754495
11166.NZ.16974.A1.lessershorttailedbat	Weighted NSTI	0.039026033264193905
11166.NATL.24363.duck	Weighted NSTI	0.09079651456830334
11166.AS.068.rail	Weighted NSTI	0.05534334882709159
11166.AS.072.blackbird	Weighted NSTI	0.03255457566867848
11166.EN.3.4.tick	Weighted NSTI	0.027905170179528718
11166.NATL.24724.chameleon	Weighted NSTI	0.14006735759994532
11166.AR.M10.flyingsquirrel	Weighted NSTI	0.1686766240878708
11166.NATL.24745.chevrotain	Weighted NSTI	0.0672816088036372
11166.NATL.24394.frog	Weighted NSTI	0.2721476812576776
11166.UM.24905.vfinch	Weighted NSTI	0.07240740404605525
11166.lamprey.24147.lamprey	Weighted NSTI	0.047101311669875384
11166.NATL.25049.seriema	Weighted NSTI	0.04867895336827892
11166.NATL.25060.kiwi	Weighted NSTI	0.060936427386448125
11166.NATL.24323.oropendula	Weighted NSTI	0.021927799623741806
11166.AR.M73.flyingsquirrel	Weighted NSTI	0.22046096268683724
11166.ATL.24068.kangaroo	Weighted NSTI	0.23194938270096072
11166.AE2QE37.A.vulture	Weighted NSTI	0.06626451783881825
11166.NZ.16894.B.NorthIslandkaka	Weighted NSTI	0.11631544698995692
11166.EN.3.1.tick	Weighted NSTI	0.03734052887645948
11166.NZ.16950.A.blackwingedstilt	Weighted NSTI	0.011568662764609992
11166.NATL.24652.saki	Weighted NSTI	0.08542403696246546
11166.ATL.24512.mynah	Weighted NSTI	0.06782057743656848
11166.AS.189.wren	Weighted NSTI	0.025693081685799705
11166.AE7VI49.A.vulture	Weighted NSTI	0.0645513819505202
11166.ATL.24559.lizard	Weighted NSTI	0.021343270509319928
11166.NATL.25073.a.gecko	Weighted NSTI	0.023582401910565105
11166.NATL.24701.tamarin	Weighted NSTI	0.061659976998263075
11166.NATL.24336.b.spoonbill	Weighted NSTI	0.029470112574121746
11166.UM.24900.vfinch	Weighted NSTI	0.058469557338243404
11166.AR.M33.flyingsquirrel	Weighted NSTI	0.0754123062538957
11166.ATL.24518.python	Weighted NSTI	0.07419829047796607
11166.ATL.24442.starling	Weighted NSTI	0.04708449138362802
11166.AR.M50.flyingsquirrel	Weighted NSTI	0.12308057906076983
11166.FD.0575.grison	Weighted NSTI	0.22807108185126113
11166.vbat.DR11.colon.vbat	Weighted NSTI	0.018686086091774398
11166.NATL.24661.tamandua	Weighted NSTI	0.08671587154784798
11166.NZ.16903.A.Australianrainbowlorikeet	Weighted NSTI	0.04597845961579173
11166.NATL.24693.b.tinamou	Weighted NSTI	0.12535044542424098
11166.NZ.16973.B2.blueduck	Weighted NSTI	0.05304928638966964
11166.NATL.24692.spoonbill	Weighted NSTI	0.010870124627861832
11166.AE7VI49.B.vulture	Weighted NSTI	0.04120278877779119
11166.NZ.16882.B.Australiankingparrot	Weighted NSTI	0.07791832474546127
11166.ATL.24379.dragon	Weighted NSTI	0.05388239104845068
11166.NATL.25046.skink	Weighted NSTI	0.03638730279722208
11166.ATL.24531.ibis	Weighted NSTI	0.050557076726417544
11166.NATL.25078.frog	Weighted NSTI	0.0487270497076053
11166.NATL.25070.kori	Weighted NSTI	0.09464586259059816
11166.FD.03250.Vicugna	Weighted NSTI	0.19633086477937062
11166.AS.206.blackbird	Weighted NSTI	0.020700344328346183
11166.NATL.24200.salamander	Weighted NSTI	0.09524345761758254
11166.FD.0207.zebra	Weighted NSTI	0.36489429609380475
11166.NZ.16961.A.Antipodesparakeet	Weighted NSTI	0.01018692796522764
11166.lamprey.24158.lamprey	Weighted NSTI	0.07869179462483113
11166.NZ.16963.A1.CampbellIslandflightlessteal	Weighted NSTI	0.021849901693156315
11166.ATL.24614.prairiedog	Weighted NSTI	0.11914892401363564
11166.NATL.24314.bird	Weighted NSTI	0.047412139561256436
11166.NZ.16963.B1.CampbellIslandflightlessteal	Weighted NSTI	0.045327198391411284
11166.vbat.DR09.colon.vbat	Weighted NSTI	0.028299979998818496
11166.ATL.24501.kingfisher	Weighted NSTI	0.022616855482923137
11166.NATL.24098.skunk	Weighted NSTI	0.037325046062201286
11166.NZ.16888.A.blackwingedstilt	Weighted NSTI	0.03141378394342437
11166.NATL.24703.marmoset	Weighted NSTI	0.17372035411413853
11166.NATL.24336.spoonbill	Weighted NSTI	0.0811497676647334
11166.AE2QE37.B.vulture	Weighted NSTI	0.05193147840096545
11166.NATL.25035.tortoise	Weighted NSTI	0.04818758596437119
11166.NATL.24747.saki	Weighted NSTI	0.05148032944430341
11166.NATL.25017.rhea	Weighted NSTI	0.1966170260852439
11166.EN.8.en01.ked	Weighted NSTI	0.023788276724503187
11166.NATL.24631.cavy	Weighted NSTI	0.03249575383431918
11166.AS.121.shrike	Weighted NSTI	0.04213251394180233
11166.lamprey.24144.lamprey	Weighted NSTI	0.040568723907521934
11166.ATL.24493.tortoise	Weighted NSTI	0.05965997801297896
11166.FD.18911.lemur	Weighted NSTI	0.018959017867402558
11166.AS.081.rail	Weighted NSTI	0.08265794432139369
11166.NATL.24665.bear	Weighted NSTI	0.06177119093292795
11166.NATL.25036.a.lizard	Weighted NSTI	0.027288675356636292
11166.NZ.16880.A.blackwingedstilt	Weighted NSTI	0.02581910704022763
11166.ATL.24420.boa	Weighted NSTI	0.022578804732220303
11166.AS.132.wren	Weighted NSTI	0.023959067652220337
11166.NATL.25023.tamarin	Weighted NSTI	0.1982667259517647
11166.ATL.24595.orangutan	Weighted NSTI	0.15221654383676345
11166.NATL.25036.b.lizard	Weighted NSTI	0.03275439779764909
11166.FD.18730.gorilla	Weighted NSTI	0.19004766011323196
11166.NZ.16869.A.NorthIslandWeka	Weighted NSTI	0.012981830164179892
11166.UM.24920.vfinch	Weighted NSTI	0.06129075057414193
11166.vbat.DR27.colon.vbat	Weighted NSTI	0.032015268375431664
11166.NATL.24670.kori	Weighted NSTI	0.10242635544438901
11166.AZ.047.blizard.lizard	Weighted NSTI	0.05650360631459457
11166.ATL.24370.dragon	Weighted NSTI	0.04690542829852215
11166.AR.M39.flyingsquirrel	Weighted NSTI	0.11714793075043584
11166.lamprey.24145.lamprey	Weighted NSTI	0.142132229167612
11166.UM.24925.vfinch	Weighted NSTI	0.07838372568435378
11166.AS.032.cowbird	Weighted NSTI	0.015270212857015648
