SampleID	deblurred_seqs	pd_5k	shannon_5k	sample_type	preservative	sex	healthy	captive_wild	LIFE_STAGE	dataset	collector	country	Common_name	Species_name	date_collected	individual_ID	animal_ID	group_individual_ID	group_ID	Corrected_Species_name	flight_status	flight_type	query_name	ET.BodyMass.Value	ET.Diet.5Cat	ET.Diet.Fruit	ET.Diet.Inv	ET.Diet.Nect	ET.Diet.PlantO	ET.Diet.Scav	ET.Diet.Seed	ET.Diet.Vect	ET.Diet.Vend	ET.Diet.Vfish	ET.Diet.Vunk	Taxonomy_Class	Taxonomy_Family	Taxonomy_Genus	Taxonomy_Kingdom	Taxonomy_Order	Taxonomy_Phylum	Taxonomy_Species	Taxonomy_Subspecies	TimeTree_name	eltontraits_name	TimeTree_returned	LAV.ln_mass.estimate	LAV.ln_silen.estimate	LAV.ln_lilen.estimate	LAV.ln_stomas.estimate	LAV.ln_caelen.estimate	LAV.ln_sivol.estimate	LAV.ln_nsa.estimate	LAV.ln_mass.imputed	LAV.ln_silen.imputed	LAV.ln_lilen.imputed	LAV.ln_stomas.imputed	LAV.ln_caelen.imputed	LAV.ln_sivol.imputed	LAV.ln_nsa.imputed	pd_10k	shannon_10k
11166.fmnh.1057	97921	11.29083019	4.732371966	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Green-backed Camaroptera	Camaroptera_brachyura		MLW.4370	MLW-4370			Camaroptera_brachyura	flighted	strong	Camaroptera_brachyura	9.74	Invertebrate	20	80	0	0	0	0	0	0	0	0	Aves	Cisticolidae	Camaroptera	Metazoa	Passeriformes	Chordata	Camaroptera brachyura		Camaroptera brachyura		Camaroptera_brachyura	2.29069698638859	2.31894514873377	0.952451458764362	-0.757190575222006	-0.776293169279952	-0.893412225500588	2.02641035625757	True	True	True	True	True	True	True	10.80156834	4.734294395
11166.fmnh.1115	117425	13.24725663	3.658063168	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Green-backed Camaroptera	Camaroptera_brachyura		MLW.4428	MLW-4428			Camaroptera_brachyura	flighted	strong	Camaroptera_brachyura	9.74	Invertebrate	20	80	0	0	0	0	0	0	0	0	Aves	Cisticolidae	Camaroptera	Metazoa	Passeriformes	Chordata	Camaroptera brachyura		Camaroptera brachyura		Camaroptera_brachyura	2.29069698638859	2.31894514873377	0.952451458764362	-0.757190575222006	-0.776293169279952	-0.893412225500588	2.02641035625757	True	True	True	True	True	True	True	13.65424742	3.638888718
11166.fmnh.1193	51065	19.02925987	2.806293909	fecal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Green_backed Camaroptera	Camaroptera_brachyura		MLW.4512	MLW-4512			Camaroptera_brachyura	flighted	strong	Camaroptera_brachyura	9.74	Invertebrate	20	80	0	0	0	0	0	0	0	0	Aves	Cisticolidae	Camaroptera	Metazoa	Passeriformes	Chordata	Camaroptera brachyura		Camaroptera brachyura		Camaroptera_brachyura	2.29069698638859	2.31894514873377	0.952451458764362	-0.757190575222006	-0.776293169279952	-0.893412225500588	2.02641035625757	True	True	True	True	True	True	True	21.26237195	2.792681103
11166.fmnh.1223	23770	7.000598645	3.939633114	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Green_backed Camaroptera	Camaroptera_brachyura		MLW.4547	MLW-4547			Camaroptera_brachyura	flighted	strong	Camaroptera_brachyura	9.74	Invertebrate	20	80	0	0	0	0	0	0	0	0	Aves	Cisticolidae	Camaroptera	Metazoa	Passeriformes	Chordata	Camaroptera brachyura		Camaroptera brachyura		Camaroptera_brachyura	2.29069698638859	2.31894514873377	0.952451458764362	-0.757190575222006	-0.776293169279952	-0.893412225500588	2.02641035625757	True	True	True	True	True	True	True	7.019229078	3.969050744
2338.0702.2.I	20519	5.735665132	1.747501372	fecal	frozen	F	unknown	wild	adult	Whitehead_bats	Susan Whitehead	Costa Rica	Sebas short-tailed bat	Carollia perspicillata	7/2/13	sw.0702.2.I	0702.2.I			Carollia perspicillata	flighted	strong	Carollia perspicillata	18		100	0	0	0	0	0	0	0	0	0	Mammalia	Phyllostomidae	Carollia	Metazoa	Chiroptera	Chordata	Carollia perspicillata		Carollia perspicillata		Carollia_perspicillata	2.77881927199042	3.03735394824481	0.30293360469833	-2.8603243519428	-0.403920816454215	-0.789509470305682	2.06826285609189	False	False	True	True	True	True	True	7.30849179	1.790813833
2338.0627.2.I	43560	5.687635639	3.021642376	fecal	frozen	M	unknown	wild	adult	Whitehead_bats	Susan Whitehead	Costa Rica	Sebas short-tailed bat	Carollia perspicillata	6/27/13	sw.0627.2.I	0627.2.I			Carollia perspicillata	flighted	strong	Carollia perspicillata	18		100	0	0	0	0	0	0	0	0	0	Mammalia	Phyllostomidae	Carollia	Metazoa	Chiroptera	Chordata	Carollia perspicillata		Carollia perspicillata		Carollia_perspicillata	2.77881927199042	3.03735394824481	0.30293360469833	-2.8603243519428	-0.403920816454215	-0.789509470305682	2.06826285609189	False	False	True	True	True	True	True	7.988408728	3.052848345
2338.0701.17.I	180512	3.714887883	0.073276857	fecal	frozen	M	unknown	wild	subadult	Whitehead_bats	Susan Whitehead	Costa Rica	Sebas short-tailed bat	Carollia perspicillata	7/1/13	sw.0701.17.I	0701.17.I			Carollia perspicillata	flighted	strong	Carollia perspicillata	18		100	0	0	0	0	0	0	0	0	0	Mammalia	Phyllostomidae	Carollia	Metazoa	Chiroptera	Chordata	Carollia perspicillata		Carollia perspicillata		Carollia_perspicillata	2.77881927199042	3.03735394824481	0.30293360469833	-2.8603243519428	-0.403920816454215	-0.789509470305682	2.06826285609189	False	False	True	True	True	True	True	4.171095216	0.076476873
2338.0702.8.I	34101	9.360739491	1.368013871	fecal	frozen	M	unknown	wild	adult	Whitehead_bats	Susan Whitehead	Costa Rica	Sebas short-tailed bat	Carollia perspicillata	7/2/13	sw.0702.8.I	0702.8.I			Carollia perspicillata	flighted	strong	Carollia perspicillata	18		100	0	0	0	0	0	0	0	0	0	Mammalia	Phyllostomidae	Carollia	Metazoa	Chiroptera	Chordata	Carollia perspicillata		Carollia perspicillata		Carollia_perspicillata	2.77881927199042	3.03735394824481	0.30293360469833	-2.8603243519428	-0.403920816454215	-0.789509470305682	2.06826285609189	False	False	True	True	True	True	True	12.19606454	1.40621943
2338.0620.8.I	26407	7.325875494	3.394730193	fecal	frozen	M	unknown	wild	subadult	Whitehead_bats	Susan Whitehead	Costa Rica	Sebas short-tailed bat	Carollia perspicillata	6/20/13	sw.0620.8.I	0620.8.I			Carollia perspicillata	flighted	strong	Carollia perspicillata	18		100	0	0	0	0	0	0	0	0	0	Mammalia	Phyllostomidae	Carollia	Metazoa	Chiroptera	Chordata	Carollia perspicillata		Carollia perspicillata		Carollia_perspicillata	2.77881927199042	3.03735394824481	0.30293360469833	-2.8603243519428	-0.403920816454215	-0.789509470305682	2.06826285609189	False	False	True	True	True	True	True	8.038403519	3.419061252
1734.LD.NBS1083E	88000	14.32633762	2.176743247	fecal	none	F	unknown	wild	unknown	Davalos bats	Liliana Davalos	Belize	Sowells Shorttailed Bat	Carollia sowelli		LD.NBS1083E	LD.NBS1083E			Carollia sowelli	flighted	strong	Carollia sowelli	16.5		100	0	0	0	0	0	0	0	0	0	Mammalia	Phyllostomidae	Carollia	Metazoa	Chiroptera	Chordata	Carollia sowelli		Carollia sowelli		Carollia_sowelli	2.85612495374956	3.04284105071396	0.234673112943841	-2.86959363716373	-0.407946443604051	-0.775368375249583	2.08427418747753	True	True	True	True	True	True	True	15.26364092	2.200778268
1734.LD.Carsow1	70575	30.76862905	2.313474245	fecal	none	unknown	unknown	wild	unknown	Davalos bats	Liliana Davalos	Belize	Sowells Shorttailed Bat	Carollia sowelli		LD.Carsow1	LD.Carsow1			Carollia sowelli	flighted	strong	Carollia sowelli	16.5		100	0	0	0	0	0	0	0	0	0	Mammalia	Phyllostomidae	Carollia	Metazoa	Chiroptera	Chordata	Carollia sowelli		Carollia sowelli		Carollia_sowelli	2.85612495374956	3.04284105071396	0.234673112943841	-2.86959363716373	-0.407946443604051	-0.775368375249583	2.08427418747753	True	True	True	True	True	True	True	36.39852492	2.291384613
2338.0624.6.I	26367	3.241174533	0.101127869	fecal	frozen	M	unknown	wild	subadult	Whitehead_bats	Susan Whitehead	Costa Rica	Sowells short-tailed bat	Carollia sowelli	6/24/13	sw.0624.6.I	0624.6.I			Carollia sowelli	flighted	strong	Carollia sowelli	16.5		100	0	0	0	0	0	0	0	0	0	Mammalia	Phyllostomidae	Carollia	Metazoa	Chiroptera	Chordata	Carollia sowelli		Carollia sowelli		Carollia_sowelli	2.85612495374956	3.04284105071396	0.234673112943841	-2.86959363716373	-0.407946443604051	-0.775368375249583	2.08427418747753	True	True	True	True	True	True	True	3.99018774	0.1075634
1734.BD.ERD506	107922	14.91684923	1.339860764	fecal	none	unknown	unknown	wild	unknown	Davalos bats	Liliana Davalos	Belize	Sowells Shorttailed Bat	Carollia sowelli		BD.ERD506	BD.ERD506			Carollia sowelli	flighted	strong	Carollia sowelli	16.5		100	0	0	0	0	0	0	0	0	0	Mammalia	Phyllostomidae	Carollia	Metazoa	Chiroptera	Chordata	Carollia sowelli		Carollia sowelli		Carollia_sowelli	2.85612495374956	3.04284105071396	0.234673112943841	-2.86959363716373	-0.407946443604051	-0.775368375249583	2.08427418747753	True	True	True	True	True	True	True	20.87836433	1.359075434
2338.0627.21.I	5157	16.15797993	3.690237442	fecal	frozen	F	unknown	wild	adult	Whitehead_bats	Susan Whitehead	Costa Rica	Sowells short-tailed bat	Carollia sowelli	6/27/13	sw.0627.21.I	0627.21.I			Carollia sowelli	flighted	strong	Carollia sowelli	16.5		100	0	0	0	0	0	0	0	0	0	Mammalia	Phyllostomidae	Carollia	Metazoa	Chiroptera	Chordata	Carollia sowelli		Carollia sowelli		Carollia_sowelli	2.85612495374956	3.04284105071396	0.234673112943841	-2.86959363716373	-0.407946443604051	-0.775368375249583	2.08427418747753	True	True	True	True	True	True	True	NA	NA
11166.FD.0300.cassowary	14916	8.59330379	1.983254188	fecal	none	unknown	unknown	captive	unknown	Delsuc	Montpellier Zoo	France	Southern cassowary	Casuarius casuarius	4/22/13	mont.Makorpa	Makorpa			Casuarius casuarius	flightless	flightless	Casuarius casuarius	44000	FruiNect	80	10	0	0	0	0	0	0	0	10	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Chordata	Casuarius casuarius		Casuarius casuarius		Casuarius_casuarius	10.5825048781826	5.79262492407704	3.14088789571572	4.49322596462672	3.42709391301613	5.43746928781204	7.32024475576042	True	True	True	True	True	True	True	9.558197197	1.988016158
11166.cassowary.ACAD.2	182426	9.633877315	3.556011323	fecal	none	unknown	unknown	captive	unknown	Metcalf ancient	Adelaide Zoo	Australia	Southern cassowary	Casuarius casuarius		acad.cassowary				Casuarius casuarius	flightless	flightless	Casuarius casuarius	44000	FruiNect	80	10	0	0	0	0	0	0	0	10	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Chordata	Casuarius casuarius		Casuarius casuarius		Casuarius_casuarius	10.5825048781826	5.79262492407704	3.14088789571572	4.49322596462672	3.42709391301613	5.43746928781204	7.32024475576042	True	True	True	True	True	True	True	13.08436871	3.56527482
11166.Cassowary.Hous.24664	13472	6.983760392	0.923147684	fecal	none	unknown	unknown	captive	unknown	Delsuc myrms	Jessica Metcalf	unknown	Southern cassowary	Casuarius casuarius		JM.Cassowary.24664	Cassowary_24664			Casuarius casuarius	flightless	flightless	Casuarius casuarius	44000	FruiNect	80	10	0	0	0	0	0	0	0	10	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Chordata	Casuarius casuarius		Casuarius casuarius		Casuarius_casuarius	10.5825048781826	5.79262492407704	3.14088789571572	4.49322596462672	3.42709391301613	5.43746928781204	7.32024475576042	True	True	True	True	True	True	True	8.356658784	0.923475672
11166.ATL.24086.a.cassowary	90408	5.248560329	2.991283238	fecal	none	M	unknown	captive		Atlanta	Zoo Atlanta	USA	Cassowary	Casuarius casuarius	10/6/15	atl.A80019	A80019			Casuarius casuarius	flightless	flightless	Casuarius casuarius	44000	FruiNect	80	10	0	0	0	0	0	0	0	10	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Chordata	Casuarius casuarius		Casuarius casuarius		Casuarius_casuarius	10.5825048781826	5.79262492407704	3.14088789571572	4.49322596462672	3.42709391301613	5.43746928781204	7.32024475576042	True	True	True	True	True	True	True	5.347570427	2.961871287
11166.NATL.24096.b.cassowary	101590	5.100864049	2.956041946	fecal	none	F	unknown	captive	unknown	National	National Zoo	USA	cassowary	Casuarius casuarius	10/21/15	natl.212294.apples.arlene	212294.apples.arlene			Casuarius casuarius	flightless	flightless	Casuarius casuarius	44000	FruiNect	80	10	0	0	0	0	0	0	0	10	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Chordata	Casuarius casuarius		Casuarius casuarius		Casuarius_casuarius	10.5825048781826	5.79262492407704	3.14088789571572	4.49322596462672	3.42709391301613	5.43746928781204	7.32024475576042	True	True	True	True	True	True	True	4.853778171	2.956958363
10684.weampp08A09	14462	23.63077908	3.104463458	fecal	liquid nitrogen	M	unknown	wild	after hatch year	Winker birds	Kevin Winker	Belize	Swainson's Thrush	Catharus ustulatus	10/3/03	UAM26715	UAM26715			Catharus ustulatus	flighted	strong	Catharus ustulatus	30.3	Invertebrate	40	60	0	0	0	0	0	0	0	0	Aves	Turdidae	Catharus	Metazoa	Passeriformes	Chordata	Catharus ustulatus		Catharus ustulatus		Catharus_ustulatus	3.68	2.83	1.13	-0.489420053252269	-0.92	-0.3	2.53	False	False	False	True	False	False	False	28.41823835	3.118731418
10684.weampp16B04	33211	13.68380202	1.845319546	fecal	liquid nitrogen	M	unknown	wild	unknown	Winker birds	Kevin Winker	Peru	Swainson's Thrush	Catharus ustulatus	10/23/04	UAM22367	UAM22367			Catharus ustulatus	flighted	strong	Catharus ustulatus	30.3	Invertebrate	40	60	0	0	0	0	0	0	0	0	Aves	Turdidae	Catharus	Metazoa	Passeriformes	Chordata	Catharus ustulatus		Catharus ustulatus		Catharus_ustulatus	3.68	2.83	1.13	-0.489420053252269	-0.92	-0.3	2.53	False	False	False	True	False	False	False	17.76178525	1.849304995
10684.weampp06A12	133359	7.464117084	1.74812574	fecal	liquid nitrogen	M	unknown	wild	after hatch year	Winker birds	Kevin Winker	Canada	Swainson's Thrush	Catharus ustulatus	6/17/99	UAM22053	UAM22053			Catharus ustulatus	flighted	strong	Catharus ustulatus	30.3	Invertebrate	40	60	0	0	0	0	0	0	0	0	Aves	Turdidae	Catharus	Metazoa	Passeriformes	Chordata	Catharus ustulatus		Catharus ustulatus		Catharus_ustulatus	3.68	2.83	1.13	-0.489420053252269	-0.92	-0.3	2.53	False	False	False	True	False	False	False	9.464036797	1.745071768
10684.weampp07E10	5223	35.63770823	6.814935179	fecal	liquid nitrogen	M	unknown	wild	after hatch year	Winker birds	Kevin Winker	USA	Swainson's Thrush	Catharus ustulatus	6/9/99	UAM21939	UAM21939			Catharus ustulatus	flighted	strong	Catharus ustulatus	30.3	Invertebrate	40	60	0	0	0	0	0	0	0	0	Aves	Turdidae	Catharus	Metazoa	Passeriformes	Chordata	Catharus ustulatus		Catharus ustulatus		Catharus_ustulatus	3.68	2.83	1.13	-0.489420053252269	-0.92	-0.3	2.53	False	False	False	True	False	False	False	NA	NA
10684.weampp07D10	124583	8.200181565	0.541222229	intestinal	liquid nitrogen	M	unknown	wild	after hatch year	Winker birds	Kevin Winker	Canada	Swainson's Thrush	Catharus ustulatus	6/13/99	UAM21938	UAM21938			Catharus ustulatus	flighted	strong	Catharus ustulatus	30.3	Invertebrate	40	60	0	0	0	0	0	0	0	0	Aves	Turdidae	Catharus	Metazoa	Passeriformes	Chordata	Catharus ustulatus		Catharus ustulatus		Catharus_ustulatus	3.68	2.83	1.13	-0.489420053252269	-0.92	-0.3	2.53	False	False	False	True	False	False	False	9.415351256	0.496990455
940.CR.18.Fecal	25819	37.33945667	4.816975119	fecal	etoh	unknown	unknown	wild	adult	SongColoradoFish	Se Jin Song	United States of America	sucker	Catostomus sp.	40823	ss.CR.18	CR.18			Catostomus sp.	flightless	flightless	Catostomus sp.	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Actinopteri	Catostomidae	Catostomus	Metazoa	Cypriniformes	Chordata			Catostomus catostomus		Catostomus_catostomus	NA	NA	NA	NA	NA	NA	NA								42.85455087	4.796442291
940.CR.37.Fecal	41789	19.1944075	2.61554568	fecal	etoh	unknown	unknown	wild	adult	SongColoradoFish	Se Jin Song	United States of America	sucker	Catostomus sp.	40823	ss.CR.37	CR.37			Catostomus sp.	flightless	flightless	Catostomus sp.	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Actinopteri	Catostomidae	Catostomus	Metazoa	Cypriniformes	Chordata			Catostomus catostomus		Catostomus_catostomus	NA	NA	NA	NA	NA	NA	NA								27.49764463	2.677739676
940.CR.41.Fecal	66390	35.29512534	4.743262467	fecal	etoh	unknown	unknown	wild	adult	SongColoradoFish	Se Jin Song	United States of America	sucker	Catostomus sp.	40823	ss.CR.41	CR.41			Catostomus sp.	flightless	flightless	Catostomus sp.	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Actinopteri	Catostomidae	Catostomus	Metazoa	Cypriniformes	Chordata			Catostomus catostomus		Catostomus_catostomus	NA	NA	NA	NA	NA	NA	NA								46.15229433	4.815058134
940.P.03.Fecal	21559	39.14667148	5.041660965	fecal	etoh	unknown	unknown	wild	adult	SongColoradoFish	Se Jin Song	United States of America	sucker	Catostomus sp.	40823	ss.P.03	P.03			Catostomus sp.	flightless	flightless	Catostomus sp.	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Actinopteri	Catostomidae	Catostomus	Metazoa	Cypriniformes	Chordata			Catostomus catostomus		Catostomus_catostomus	NA	NA	NA	NA	NA	NA	NA								46.09029565	5.140173178
940.CR.59.Fecal	35784	30.41613849	4.996497839	fecal	etoh	unknown	unknown	wild	juvenile	SongColoradoFish	Se Jin Song	United States of America	sucker	Catostomus sp.	40823	ss.CR.59	CR.59			Catostomus sp.	flightless	flightless	Catostomus sp.	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Actinopteri	Catostomidae	Catostomus	Metazoa	Cypriniformes	Chordata			Catostomus catostomus		Catostomus_catostomus	NA	NA	NA	NA	NA	NA	NA								32.13966609	5.05585585
11166.TS.002.rhinoceros	67447	42.30084288	5.277212276	fecal	none	unknown	unknown	wild	unknown	South Africa	Fred Delsuc	South Africa	White rhino	Ceratotherium simum	7/24/14	TS.002	TS.002			Ceratotherium simum	flightless	flightless	Ceratotherium simum	2949986.31		0	0	0	100	0	0	0	0	0	0	Mammalia	Rhinocerotidae	Ceratotherium	Metazoa	Perissodactyla	Chordata	Ceratotherium simum		Ceratotherium simum		Ceratotherium_simum	14.04	7.95512801511759	3.66723190131894	8.66470657718236	5.35283937453872	9.84594914427294	10.8235227877902	False	True	True	True	True	True	True	55.1634902	5.335358503
11166.TS.003.rhinoceros	90516	41.20471757	5.2354775	fecal	none	unknown	unknown	wild	unknown	South Africa	Fred Delsuc	South Africa	White rhino	Ceratotherium simum	7/24/14	TS.003	TS.003			Ceratotherium simum	flightless	flightless	Ceratotherium simum	2949986.31		0	0	0	100	0	0	0	0	0	0	Mammalia	Rhinocerotidae	Ceratotherium	Metazoa	Perissodactyla	Chordata	Ceratotherium simum		Ceratotherium simum		Ceratotherium_simum	14.04	7.95512801511759	3.66723190131894	8.66470657718236	5.35283937453872	9.84594914427294	10.8235227877902	False	True	True	True	True	True	True	52.69371076	5.334765131
11166.FD.0034.rhinoceros	107193	54.38380207	7.021840013	fecal	none	M	healthy	captive	adult	Delsuc	Sigean African Reserve	France	White rhinoceros	Ceratotherium simum	3/29/13	sig.Edgard	Edgard			Ceratotherium simum	flightless	flightless	Ceratotherium simum	2949986.31		0	0	0	100	0	0	0	0	0	0	Mammalia	Rhinocerotidae	Ceratotherium	Metazoa	Perissodactyla	Chordata	Ceratotherium simum		Ceratotherium simum		Ceratotherium_simum	14.04	7.95512801511759	3.66723190131894	8.66470657718236	5.35283937453872	9.84594914427294	10.8235227877902	False	True	True	True	True	True	True	64.746755	7.113183486
11166.TS.146.rhinoceros	80588	62.87170722	7.193105833	fecal	none	unknown	unknown	wild	unknown	South Africa	Fred Delsuc	South Africa	White rhino	Ceratotherium simum	7/30/14	TS.146	TS.146			Ceratotherium simum	flightless	flightless	Ceratotherium simum	2949986.31		0	0	0	100	0	0	0	0	0	0	Mammalia	Rhinocerotidae	Ceratotherium	Metazoa	Perissodactyla	Chordata	Ceratotherium simum		Ceratotherium simum		Ceratotherium_simum	14.04	7.95512801511759	3.66723190131894	8.66470657718236	5.35283937453872	9.84594914427294	10.8235227877902	False	True	True	True	True	True	True	74.34618519	7.268049821
11166.FD.0031.rhinoceros	77187	52.53360462	7.096617439	fecal	none	F	healthy	captive	adult	Delsuc	Sigean African Reserve	France	White rhinoceros	Ceratotherium simum	3/29/13	sig.Douala	Douala			Ceratotherium simum	flightless	flightless	Ceratotherium simum	2949986.31		0	0	0	100	0	0	0	0	0	0	Mammalia	Rhinocerotidae	Ceratotherium	Metazoa	Perissodactyla	Chordata	Ceratotherium simum		Ceratotherium simum		Ceratotherium_simum	14.04	7.95512801511759	3.66723190131894	8.66470657718236	5.35283937453872	9.84594914427294	10.8235227877902	False	True	True	True	True	True	True	60.1767994	7.117918949
11166.fmnh.1267	38432	21.71862117	5.512468187	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Familiar Chat	Cercomela_familiaris		MLW.4593	MLW-4593			Cercomela_familiaris	flighted	strong	Cercomela_familiaris	19.45	Invertebrate	10	80	0	0	0	10	0	0	0	0	Aves	Muscicapidae	Cercomela	Metazoa	Passeriformes	Chordata	Cercomela familiaris		Cercomela familiaris		Cercomela_familiaris	2.9451148521626	2.72518711291129	0.880330638029418	-0.201653244544578	-0.673559333227125	-0.154597214444421	2.59037200978012	True	True	True	True	True	True	True	22.94954269	5.568657181
11166.fmnh.1264	36793	25.57375586	4.831127734	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Familiar Chat	Cercomela_familiaris		MLW.4590	MLW-4590			Cercomela_familiaris	flighted	strong	Cercomela_familiaris	19.45	Invertebrate	10	80	0	0	0	10	0	0	0	0	Aves	Muscicapidae	Cercomela	Metazoa	Passeriformes	Chordata	Cercomela familiaris		Cercomela familiaris		Cercomela_familiaris	2.9451148521626	2.72518711291129	0.880330638029418	-0.201653244544578	-0.673559333227125	-0.154597214444421	2.59037200978012	True	True	True	True	True	True	True	28.2705167	4.897644914
11166.fmnh.1263	26579	5.496431396	3.602174788	fecal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Familiar Chat	Cercomela_familiaris		MLW.4589	MLW-4589			Cercomela_familiaris	flighted	strong	Cercomela_familiaris	19.45	Invertebrate	10	80	0	0	0	10	0	0	0	0	Aves	Muscicapidae	Cercomela	Metazoa	Passeriformes	Chordata	Cercomela familiaris		Cercomela familiaris		Cercomela_familiaris	2.9451148521626	2.72518711291129	0.880330638029418	-0.201653244544578	-0.673559333227125	-0.154597214444421	2.59037200978012	True	True	True	True	True	True	True	5.581240193	3.603097143
11166.fmnh.2815	18113	15.66831004	2.03368036	intestinal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Familiar Chat	Cercomela_familiaris		MLW.4585	MLW-4585			Cercomela_familiaris	flighted	strong	Cercomela_familiaris	19.45	Invertebrate	10	80	0	0	0	10	0	0	0	0	Aves	Muscicapidae	Cercomela	Metazoa	Passeriformes	Chordata	Cercomela familiaris		Cercomela familiaris		Cercomela_familiaris	2.9451148521626	2.72518711291129	0.880330638029418	-0.201653244544578	-0.673559333227125	-0.154597214444421	2.59037200978012	True	True	True	True	True	True	True	19.03196015	1.973692118
11166.fmnh.2814	125220	8.314991089	0.762021785	intestinal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Familiar Chat	Cercomela_familiaris		MLW.4584	MLW-4584			Cercomela_familiaris	flighted	strong	Cercomela_familiaris	19.45	Invertebrate	10	80	0	0	0	10	0	0	0	0	Aves	Muscicapidae	Cercomela	Metazoa	Passeriformes	Chordata	Cercomela familiaris		Cercomela familiaris		Cercomela_familiaris	2.9451148521626	2.72518711291129	0.880330638029418	-0.201653244544578	-0.673559333227125	-0.154597214444421	2.59037200978012	True	True	True	True	True	True	True	11.79850984	0.724312339
11212.RC2068	15814	43.43713203	6.758339102	fecal	etoh	unknown	unknown	wild	adult	Amato folivory	Katie Amato	Uganda	Redtailed monkey	Cercopithecus ascanius		ka.RC2068	RC2068			Cercopithecus ascanius	flightless	flightless	Cercopithecus ascanius	3550		50	20	0	10	0	10	0	0	0	10	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Chordata	Cercopithecus ascanius		Cercopithecus ascanius		Cercopithecus_ascanius	8.24270504399322	5.27549542172887	1.78159114923119	3.29749826940195	2.31225283368991	5.31786891657312	6.66345684627763	True	True	True	True	True	True	True	51.63200915	6.809827265
11212.RT2135	13423	44.38265366	6.708435122	fecal	etoh	unknown	unknown	wild	adult	Amato folivory	Katie Amato	Uganda	Redtailed monkey	Cercopithecus ascanius		ka.RT2135	RT2135			Cercopithecus ascanius	flightless	flightless	Cercopithecus ascanius	3550		50	20	0	10	0	10	0	0	0	10	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Chordata	Cercopithecus ascanius		Cercopithecus ascanius		Cercopithecus_ascanius	8.24270504399322	5.27549542172887	1.78159114923119	3.29749826940195	2.31225283368991	5.31786891657312	6.66345684627763	True	True	True	True	True	True	True	52.79674683	6.762487569
11166.ATL.24995.monkey	70349	35.31123649	6.110140881	fecal	none	unknown	unknown	captive		Atlanta	Zoo Atlanta	USA	Schmidts monkey	Cercopithecus ascanius	10/6/15			atl.schmidtsmonkey.1	atl.schmidtsmonkey	Cercopithecus ascanius	flightless	flightless	Cercopithecus ascanius	3550		50	20	0	10	0	10	0	0	0	10	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Chordata	Cercopithecus ascanius		Cercopithecus ascanius		Cercopithecus_ascanius	8.24270504399322	5.27549542172887	1.78159114923119	3.29749826940195	2.31225283368991	5.31786891657312	6.66345684627763	True	True	True	True	True	True	True	38.64816822	6.125704387
11212.RT2021	19566	50.03805487	7.60547306	fecal	etoh	unknown	unknown	wild	adult	Amato folivory	Katie Amato	Uganda	Redtailed monkey	Cercopithecus ascanius		ka.RT2021	RT2021			Cercopithecus ascanius	flightless	flightless	Cercopithecus ascanius	3550		50	20	0	10	0	10	0	0	0	10	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Chordata	Cercopithecus ascanius		Cercopithecus ascanius		Cercopithecus_ascanius	8.24270504399322	5.27549542172887	1.78159114923119	3.29749826940195	2.31225283368991	5.31786891657312	6.66345684627763	True	True	True	True	True	True	True	61.79756299	7.649356002
11212.RT2019	14374	50.96381624	7.426293547	fecal	etoh	unknown	unknown	wild	adult	Amato folivory	Katie Amato	Uganda	Redtailed monkey	Cercopithecus ascanius		ka.RT2019	RT2019			Cercopithecus ascanius	flightless	flightless	Cercopithecus ascanius	3550		50	20	0	10	0	10	0	0	0	10	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Chordata	Cercopithecus ascanius		Cercopithecus ascanius		Cercopithecus_ascanius	8.24270504399322	5.27549542172887	1.78159114923119	3.29749826940195	2.31225283368991	5.31786891657312	6.66345684627763	True	True	True	True	True	True	True	62.61665661	7.499059252
