SampleID	deblurred_seqs	pd_5k	shannon_5k	sample_type	preservative	sex	healthy	captive_wild	LIFE_STAGE	dataset	collector	country	Common_name	Species_name	date_collected	individual_ID	animal_ID	group_individual_ID	group_ID	Corrected_Species_name	flight_status	flight_type	query_name	ET.BodyMass.Value	ET.Diet.5Cat	ET.Diet.Fruit	ET.Diet.Inv	ET.Diet.Nect	ET.Diet.PlantO	ET.Diet.Scav	ET.Diet.Seed	ET.Diet.Vect	ET.Diet.Vend	ET.Diet.Vfish	ET.Diet.Vunk	Taxonomy_Class	Taxonomy_Family	Taxonomy_Genus	Taxonomy_Kingdom	Taxonomy_Order	Taxonomy_Phylum	Taxonomy_Species	Taxonomy_Subspecies	TimeTree_name	eltontraits_name	TimeTree_returned	LAV.ln_mass.estimate	LAV.ln_silen.estimate	LAV.ln_lilen.estimate	LAV.ln_stomas.estimate	LAV.ln_caelen.estimate	LAV.ln_sivol.estimate	LAV.ln_nsa.estimate	LAV.ln_mass.imputed	LAV.ln_silen.imputed	LAV.ln_lilen.imputed	LAV.ln_stomas.imputed	LAV.ln_caelen.imputed	LAV.ln_sivol.imputed	LAV.ln_nsa.imputed	pd_10k	shannon_10k
11166.FD.0127.tamarin	200954	15.84103058	4.449766781	fecal	none	M	healthy	captive	adult	Delsuc	Lille Zoo	France	Whitelipped tamarin	Saguinus labiatus	4/15/14	lille.3008	3008			Saguinus labiatus	flightless	flightless	Saguinus labiatus	575		30	40	30	0	0	0	0	0	0	0	Mammalia	Cebidae	Saguinus	Metazoa	Primates	Chordata	Saguinus labiatus		Saguinus labiatus		Saguinus_labiatus	6.31240379231127	4.3697680510604	2.8637282939615	3.62245062332732	2.20026345366795	3.75677357009002	5.31151310915557	True	True	True	True	True	True	True	16.35828447	4.457998487
11166.FD.0130.tamarin	208368	18.50879743	5.008765221	fecal	none	M	healthy	captive	adult	Delsuc	Lille Zoo	France	Whitelipped tamarin	Saguinus labiatus	4/15/14	lille.2943	2943			Saguinus labiatus	flightless	flightless	Saguinus labiatus	575		30	40	30	0	0	0	0	0	0	0	Mammalia	Cebidae	Saguinus	Metazoa	Primates	Chordata	Saguinus labiatus		Saguinus labiatus		Saguinus_labiatus	6.31240379231127	4.3697680510604	2.8637282939615	3.62245062332732	2.20026345366795	3.75677357009002	5.31151310915557	True	True	True	True	True	True	True	22.33701523	5.012225573
11166.FD.0133.tamarin	161568	80.19401997	7.288976204	fecal	none	M	healthy	captive	adult	Delsuc	Lille Zoo	France	Whitelipped tamarin	Saguinus labiatus	4/15/14	lille.2832	2832			Saguinus labiatus	flightless	flightless	Saguinus labiatus	575		30	40	30	0	0	0	0	0	0	0	Mammalia	Cebidae	Saguinus	Metazoa	Primates	Chordata	Saguinus labiatus		Saguinus labiatus		Saguinus_labiatus	6.31240379231127	4.3697680510604	2.8637282939615	3.62245062332732	2.20026345366795	3.75677357009002	5.31151310915557	True	True	True	True	True	True	True	98.1555885	7.401636364
11166.FD.0136.tamarin	202020	18.05353253	4.610673868	fecal	none	M	healthy	captive	adult	Delsuc	Lille Zoo	France	Whitelipped tamarin	Saguinus labiatus	4/15/14	lille.2944	2944			Saguinus labiatus	flightless	flightless	Saguinus labiatus	575		30	40	30	0	0	0	0	0	0	0	Mammalia	Cebidae	Saguinus	Metazoa	Primates	Chordata	Saguinus labiatus		Saguinus labiatus		Saguinus_labiatus	6.31240379231127	4.3697680510604	2.8637282939615	3.62245062332732	2.20026345366795	3.75677357009002	5.31151310915557	True	True	True	True	True	True	True	19.64481876	4.61827089
11166.FD.0348.tamarin	74960	12.98713126	1.304535757	anal	none	F	healthy	captive	adult	Delsuc	Besancon Museum	France	Whitelipped tamarin	Saguinus labiatus labiatus	1/27/14	besancon.B03064	B03064			Saguinus labiatus labiatus	flightless	flightless	Saguinus labiatus labiatus	575		30	40	30	0	0	0	0	0	0	0	Mammalia	Cebidae	Saguinus	Metazoa	Primates	Chordata	Saguinus labiatus	Saguinus labiatus labiatus	Saguinus labiatus labiatus		Saguinus_labiatus_labiatus	NA	NA	NA	NA	NA	NA	NA								17.35657106	1.348891662
1056.Pro.cri.Cinci.1	12418	16.15627171	5.014204152	fecal	none	F	unknown	captive	adult	Delsuc myrms	Fred Delsuc	USA	Aardwolf	Proteles cristatus	8/16/12	Pro.cri.Cinci.1	Pro.cri.Cinci.1.653675			Proteles cristatus	flightless	flightless	Proteles cristatus	8139.39		0	100	0	0	0	0	0	0	0	0	Mammalia	Hyaenidae	Proteles	Metazoa	Carnivora	Chordata	Proteles cristatus		Proteles cristatus	Proteles cristata	Proteles_cristatus	8.6666863480559	5.23541628933027	2.33361529779131	4.10810215728456	2.31822539837454	4.58021438125842	6.48315876236303	True	True	True	True	True	True	True	17.93790593	5.012853849
1056.Pro.cri.Cinci.2	13254	16.52755601	5.145130768	fecal	none	M	unknown	captive	adult	Delsuc myrms	Fred Delsuc	USA	Aardwolf	Proteles cristatus	8/16/12	Pro.cri.Cinci.2	Pro.cri.Cinci.2.653727			Proteles cristatus	flightless	flightless	Proteles cristatus	8139.39		0	100	0	0	0	0	0	0	0	0	Mammalia	Hyaenidae	Proteles	Metazoa	Carnivora	Chordata	Proteles cristatus		Proteles cristatus	Proteles cristata	Proteles_cristatus	8.6666863480559	5.23541628933027	2.33361529779131	4.10810215728456	2.31822539837454	4.58021438125842	6.48315876236303	True	True	True	True	True	True	True	17.57386058	5.161532368
1056.Man.pen.Leip.1	10364	17.08733932	3.020679641	fecal	none	F	unknown	captive	adult	Delsuc myrms	Fred Delsuc	Germany	Chinese pangolin	Manis pentadactyla	7/4/12	Man.pen.Leip.1	Man.pen.Leip.1.653733			Manis pentadactyla	flightless	flightless	Manis pentadactyla	4675		0	100	0	0	0	0	0	0	0	0	Mammalia	Manidae	Manis	Metazoa	Pholidota	Chordata	Manis pentadactyla		Manis pentadactyla		Manis_pentadactyla	8.12606508309784	5.27976219446375	1.92140924029341	3.90680949028974	2.37218073056541	4.93355140000751	6.70356030125006	True	True	True	True	True	True	True	19.12784347	3.045480671
1056.Man.pen.Leip.2	14459	17.1795901	3.006772341	fecal	none	M	unknown	captive	adult	Delsuc myrms	Fred Delsuc	Germany	Chinese pangolin	Manis pentadactyla	7/4/12	Man.pen.Leip.2	Man.pen.Leip.2.653741			Manis pentadactyla	flightless	flightless	Manis pentadactyla	4675		0	100	0	0	0	0	0	0	0	0	Mammalia	Manidae	Manis	Metazoa	Pholidota	Chordata	Manis pentadactyla		Manis pentadactyla		Manis_pentadactyla	8.12606508309784	5.27976219446375	1.92140924029341	3.90680949028974	2.37218073056541	4.93355140000751	6.70356030125006	True	True	True	True	True	True	True	19.07979169	3.050044996
1056.Pri.max.Seat.04J09	11312	49.53882461	5.477658586	fecal	none	unknown	unknown	wild	unknown	Delsuc myrms	Fred Delsuc	Brazil	Giant armadillo	Priodontes maximus	6/28/05	Seat.G.Arm.04J09	Pri.max.Seat.04J09.653672			Priodontes maximus	flightless	flightless	Priodontes maximus	45359.68		0	90	0	0	0	0	0	0	0	10	Mammalia	Chlamyphoridae	Priodontes	Metazoa	Cingulata	Chordata	Priodontes maximus		Priodontes maximus		Priodontes_maximus	9.94540982856263	6.22513180330921	3.23419350675852	5.72358465899998	3.61503009131252	5.94417360901979	7.81075889431184	True	True	True	True	True	True	True	57.69734008	5.462566916
1056.Pri.max.Seat.2.02V07	13577	30.04426882	5.715609535	fecal	none	unknown	unknown	wild	unknown	Delsuc myrms	Fred Delsuc	Brazil	Giant armadillo	Priodontes maximus	6/28/05	Seat.G.Arm.2.02V07	Pri.max.Seat.2.02V07.653697			Priodontes maximus	flightless	flightless	Priodontes maximus	45359.68		0	90	0	0	0	0	0	0	0	10	Mammalia	Chlamyphoridae	Priodontes	Metazoa	Cingulata	Chordata	Priodontes maximus		Priodontes maximus		Priodontes_maximus	9.94540982856263	6.22513180330921	3.23419350675852	5.72358465899998	3.61503009131252	5.94417360901979	7.81075889431184	True	True	True	True	True	True	True	34.31320773	5.797467441
1056.Pri.max.Seat.2.13B02	10443	70.60674182	7.764205598	fecal	none	unknown	unknown	wild	unknown	Delsuc myrms	Fred Delsuc	Brazil	Giant armadillo	Priodontes maximus	6/28/05	Seat.G.Arm.2.13B02	Pri.max.Seat.2.13B02.653663			Priodontes maximus	flightless	flightless	Priodontes maximus	45359.68		0	90	0	0	0	0	0	0	0	10	Mammalia	Chlamyphoridae	Priodontes	Metazoa	Cingulata	Chordata	Priodontes maximus		Priodontes maximus		Priodontes_maximus	9.94540982856263	6.22513180330921	3.23419350675852	5.72358465899998	3.61503009131252	5.94417360901979	7.81075889431184	True	True	True	True	True	True	True	79.36313677	7.850094471
1056.Pri.max.Seat.3.04L11	9958	40.3757224	6.687538658	fecal	none	unknown	unknown	wild	unknown	Delsuc myrms	Fred Delsuc	Brazil	Giant armadillo	Priodontes maximus	6/28/05	Seat.G.Arm.3.04L11	Pri.max.Seat.3.04L11.653734			Priodontes maximus	flightless	flightless	Priodontes maximus	45359.68		0	90	0	0	0	0	0	0	0	10	Mammalia	Chlamyphoridae	Priodontes	Metazoa	Cingulata	Chordata	Priodontes maximus		Priodontes maximus		Priodontes_maximus	9.94540982856263	6.22513180330921	3.23419350675852	5.72358465899998	3.61503009131252	5.94417360901979	7.81075889431184	True	True	True	True	True	True	True	NA	NA
1056.Cho.hof.Atlan.1.1	17750	34.02169095	5.916688582	fecal	none	unknown	unknown	captive	adult	Delsuc myrms	Fred Delsuc	USA	Hoffmanns twotoed sloth	Choloepus hoffmanni	7/4/05	atl.Bonnie.A21000	Cho.hof.Atlan.1.1.653749			Choloepus hoffmanni	flightless	flightless	Choloepus hoffmanni	4750.01		30	0	0	70	0	0	0	0	0	0	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Chordata	Choloepus hoffmanni		Choloepus hoffmanni		Choloepus_hoffmanni	8.19606308045773	5.66420004736439	2.42769657654988	3.81401862174448	2.9474871129578	4.77228595585948	6.62988249797673	True	True	True	True	True	True	True	38.13188267	5.946682516
1056.Cho.hof.Atlan.2	18100	31.03371182	5.896966752	fecal	none	unknown	unknown	captive	adult	Delsuc myrms	Fred Delsuc	USA	Hoffmanns twotoed sloth	Choloepus hoffmanni	7/4/05	atl.OkraMae.A91016	Cho.hof.Atlan.2.653730			Choloepus hoffmanni	flightless	flightless	Choloepus hoffmanni	4750.01		30	0	0	70	0	0	0	0	0	0	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Chordata	Choloepus hoffmanni		Choloepus hoffmanni		Choloepus_hoffmanni	8.19606308045773	5.66420004736439	2.42769657654988	3.81401862174448	2.9474871129578	4.77228595585948	6.62988249797673	True	True	True	True	True	True	True	35.02915134	5.907114536
1056.Cho.hof.Hous.1	15513	28.7973464	5.092633054	fecal	none	unknown	unknown	captive	adult	Delsuc myrms	Fred Delsuc	USA	Hoffmanns twotoed sloth	Choloepus hoffmanni	7/4/05	atl.sloth.7562	Cho.hof.Hous.1.653715			Choloepus hoffmanni	flightless	flightless	Choloepus hoffmanni	4750.01		30	0	0	70	0	0	0	0	0	0	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Chordata	Choloepus hoffmanni		Choloepus hoffmanni		Choloepus_hoffmanni	8.19606308045773	5.66420004736439	2.42769657654988	3.81401862174448	2.9474871129578	4.77228595585948	6.62988249797673	True	True	True	True	True	True	True	33.15091545	5.144788389
11166.Ele.max.ind.SanDi23.1	23510	59.57160325	7.316486827	fecal	none	unknown	unknown	captive	unknown	Delsuc myrms	Fred Delsuc	USA	Indian elephant	Elephas maximus indicus		sandi.indianelephant.1	sandi.indianelephant.1			Elephas maximus indicus	flightless	flightless	Elephas maximus indicus	2915040		0	0	0	100	0	0	0	0	0	0	Mammalia	Elephantidae	Elephas	Metazoa	Proboscidea	Chordata	Elephas maximus	Elephas maximus indicus	Elephas maximus indicus		Elephas_maximus_indicus	NA	NA	NA	NA	NA	NA	NA								67.39775864	7.319680371
11166.Ele.max.ind.SanDi29.2	13936	52.02871157	7.104290581	fecal	none	unknown	unknown	captive	unknown	Delsuc myrms	Fred Delsuc	USA	Indian elephant	Elephas maximus indicus		sandi.indianelephant.2	sandi.indianelephant.2			Elephas maximus indicus	flightless	flightless	Elephas maximus indicus	2915040		0	0	0	100	0	0	0	0	0	0	Mammalia	Elephantidae	Elephas	Metazoa	Proboscidea	Chordata	Elephas maximus	Elephas maximus indicus	Elephas maximus indicus		Elephas_maximus_indicus	NA	NA	NA	NA	NA	NA	NA								58.95064058	7.16409226
1056.Zae.pic.Mend.1	14253	40.06170441	5.474564997	fecal	none	M	unknown	wild	adult	Delsuc myrms	Fred Delsuc	Argentina	Pichi armadillo	Zaedyus pichiy	2/1/09	Zae.pic.Mend.1	Zae.pic.Mend.1.653683			Zaedyus pichiy	flightless	flightless	Zaedyus pichiy	1380		0	100	0	0	0	0	0	0	0	0	Mammalia	Chlamyphoridae	Zaedyus	Metazoa	Cingulata	Chordata	Zaedyus pichiy		Zaedyus pichiy		Zaedyus_pichiy	6.9052611435732	4.8306947185976	2.17420545949427	3.24554807741831	2.19808642686002	3.50842089701748	5.66927564124666	True	True	True	True	True	True	True	44.29117048	5.439419031
1056.Zae.pic.Mend.2	13160	20.60699903	2.400115596	fecal	none	M	unknown	wild	adult	Delsuc myrms	Fred Delsuc	Argentina	Pichi armadillo	Zaedyus pichiy	11/6/08	Zae.pic.Mend.2	Zae.pic.Mend.2.653691			Zaedyus pichiy	flightless	flightless	Zaedyus pichiy	1380		0	100	0	0	0	0	0	0	0	0	Mammalia	Chlamyphoridae	Zaedyus	Metazoa	Cingulata	Chordata	Zaedyus pichiy		Zaedyus pichiy		Zaedyus_pichiy	6.9052611435732	4.8306947185976	2.17420545949427	3.24554807741831	2.19808642686002	3.50842089701748	5.66927564124666	True	True	True	True	True	True	True	23.54355192	2.380464662
1056.Chl.tru.Mend.1	13886	15.17419297	4.990985504	fecal	none	M	unknown	wild	juvenile	Delsuc myrms	Fred Delsuc	Argentina	Pink fairy armadillo	Chlamyphorus truncatus	9/17/09	Chl.tru.Mend.1	Chl.tru.Mend.1.653717			Chlamyphorus truncatus	flightless	flightless	Chlamyphorus truncatus	44.3		0	100	0	0	0	0	0	0	0	0	Mammalia	Chlamyphoridae	Chlamyphorus	Metazoa	Cingulata	Chordata	Chlamyphorus truncatus		Chlamyphorus truncatus		Chlamyphorus_truncatus	3.76273945663073	3.39857709038155	1.1147854221447	0.56711102911205	0.67487609863364	0.781264929868431	3.40470264341992	True	True	True	True	True	True	True	16.3790304	5.008225285
1056.Chae.vel.Cinci.1	15392	28.73186947	6.057220447	fecal	none	F	unknown	captive	adult	Delsuc myrms	Fred Delsuc	USA	Screaming hairy armadillo	Chaetophractus vellerosus	8/16/12	Chae.vel.Cinci.1	Chae.vel.Cinci.1.653724			Chaetophractus vellerosus	flightless	flightless	Chaetophractus vellerosus	1030.01		0	50	0	30	0	0	10	10	0	0	Mammalia	Chlamyphoridae	Chaetophractus	Metazoa	Cingulata	Chordata	Chaetophractus vellerosus		Chaetophractus vellerosus		Chaetophractus_vellerosus	6.65419707112384	4.79266353363105	2.11690655540358	3.21556950742587	1.9522514903106	3.45229623730111	5.55138583584788	True	True	True	True	True	True	True	32.06724626	6.057358908
1056.Chae.vel.Cinci.2	16958	26.43714816	5.895668418	fecal	none	M	unknown	captive	juvenile	Delsuc myrms	Fred Delsuc	USA	Screaming hairy armadillo	Chaetophractus vellerosus	8/16/12	Chae.vel.Cinci.2	Chae.vel.Cinci.2.653720			Chaetophractus vellerosus	flightless	flightless	Chaetophractus vellerosus	1030.01		0	50	0	30	0	0	10	10	0	0	Mammalia	Chlamyphoridae	Chaetophractus	Metazoa	Cingulata	Chordata	Chaetophractus vellerosus		Chaetophractus vellerosus		Chaetophractus_vellerosus	6.65419707112384	4.79266353363105	2.11690655540358	3.21556950742587	1.9522514903106	3.45229623730111	5.55138583584788	True	True	True	True	True	True	True	29.71175411	5.900513174
1056.Chae.vel.Cinci.3	15047	24.67240107	5.25313762	fecal	none	M	unknown	captive	adult	Delsuc myrms	Fred Delsuc	USA	Screaming hairy armadillo	Chaetophractus vellerosus	8/16/12	Chae.vel.Cinci.3	Chae.vel.Cinci.3.653721			Chaetophractus vellerosus	flightless	flightless	Chaetophractus vellerosus	1030.01		0	50	0	30	0	0	10	10	0	0	Mammalia	Chlamyphoridae	Chaetophractus	Metazoa	Cingulata	Chordata	Chaetophractus vellerosus		Chaetophractus vellerosus		Chaetophractus_vellerosus	6.65419707112384	4.79266353363105	2.11690655540358	3.21556950742587	1.9522514903106	3.45229623730111	5.55138583584788	True	True	True	True	True	True	True	27.60353044	5.331505086
1056.Eup.sex.Cinci.1.1	16858	33.1505173	6.231242443	fecal	none	M	unknown	captive	adult	Delsuc myrms	Fred Delsuc	USA	Six banded armadillo	Euphractus sexcinctus	8/17/12	Eup.sex.Cinci.1	Eup.sex.Cinci.1.1.653673			Euphractus sexcinctus	flightless	flightless	Euphractus sexcinctus	4782.89		0	50	0	50	0	0	0	0	0	0	Mammalia	Chlamyphoridae	Euphractus	Metazoa	Cingulata	Chordata	Euphractus sexcinctus		Euphractus sexcinctus		Euphractus_sexcinctus	8.07630162902556	5.51676596504509	2.59027955706313	4.25067422770806	2.82780166968118	4.5312394342124	6.47721983971852	True	True	True	True	True	True	True	36.72808376	6.330253829
1056.Eup.sex.Mont.1.0	16794	23.45066517	5.561131207	fecal	none	F	unknown	captive	adult	Delsuc myrms	Fred Delsuc	France	Six banded armadillo	Euphractus sexcinctus	5/10/12	Eup.sex.Mont.1	Eup.sex.Mont.1.0.653686			Euphractus sexcinctus	flightless	flightless	Euphractus sexcinctus	4782.89		0	50	0	50	0	0	0	0	0	0	Mammalia	Chlamyphoridae	Euphractus	Metazoa	Cingulata	Chordata	Euphractus sexcinctus		Euphractus sexcinctus		Euphractus_sexcinctus	8.07630162902556	5.51676596504509	2.59027955706313	4.25067422770806	2.82780166968118	4.5312394342124	6.47721983971852	True	True	True	True	True	True	True	25.28452838	5.582654368
11166.Ele.max.max.SanDi26.1	14731	62.99103834	7.805809689	fecal	none	unknown	unknown	captive	unknown	Delsuc myrms	Fred Delsuc	USA	Sri Lankan elephant	Elephas maximus maximus		sandi.srilankanelephant.1	sandi.srilankanelephant.1			Elephas maximus maximus	flightless	flightless	Elephas maximus maximus	2915040		0	0	0	100	0	0	0	0	0	0	Mammalia	Elephantidae	Elephas	Metazoa	Proboscidea	Chordata	Elephas maximus	Elephas maximus maximus	Elephas maximus maximus		Elephas_maximus_maximus	NA	NA	NA	NA	NA	NA	NA								71.24844915	7.888554379
11166.Ele.max.max.SanDi30.2	14841	53.72137627	7.453981127	fecal	none	unknown	unknown	captive	unknown	Delsuc myrms	Fred Delsuc	USA	Sri Lankan elephant	Elephas maximus maximus		sandi.srilankanelephant.2	sandi.srilankanelephant.2			Elephas maximus maximus	flightless	flightless	Elephas maximus maximus	2915040		0	0	0	100	0	0	0	0	0	0	Mammalia	Elephantidae	Elephas	Metazoa	Proboscidea	Chordata	Elephas maximus	Elephas maximus maximus	Elephas maximus maximus		Elephas_maximus_maximus	NA	NA	NA	NA	NA	NA	NA								62.2722084	7.471809278
11166.Mac.par.SanDi22.1	16463	41.924329	6.659680935	fecal	none	unknown	unknown	captive	unknown	Delsuc myrms	Fred Delsuc	USA	wallaby	Macropus parma		sandi.wallaby.2	sandi.wallaby.2			Notamacropus parma	flightless	flightless	Notamacropus parma	4500		0	0	0	100	0	0	0	0	0	0	Mammalia	Macropodidae	Notamacropus	Metazoa	Diprotodontia	Chordata	Notamacropus parma		Macropus parma	Macropus parma	Macropus_parma	8.38589609858885	5.75562077689081	3.06336618293513	3.09426734190976	2.83284180508566	1.58065894229926	5.19391123791488	True	True	True	True	True	True	True	47.91138197	6.713837041
11166.Mac.par.SanDi9.3	16962	34.83061251	6.140529468	fecal	none	unknown	unknown	captive	unknown	Delsuc myrms	Fred Delsuc	USA	wallaby	Macropus parma		sandi.wallaby.1	sandi.wallaby.1			Notamacropus parma	flightless	flightless	Notamacropus parma	4500		0	0	0	100	0	0	0	0	0	0	Mammalia	Macropodidae	Notamacropus	Metazoa	Diprotodontia	Chordata	Notamacropus parma		Macropus parma	Macropus parma	Macropus_parma	8.38589609858885	5.75562077689081	3.06336618293513	3.09426734190976	2.83284180508566	1.58065894229926	5.19391123791488	True	True	True	True	True	True	True	42.05513548	6.1746746
1773.Chirox.lance1.lgi	59483	19.88295392	6.230064017	fecal	none	unknown	unknown	wild	unknown	Garcia_bird_gutmicrobiome	Maria Garcia-Amado	Venezuela	Lance-tailed manakin	Chiroxiphia lanceolata	38742	mg.Cph1	Cph1			Chiroxiphia lanceolata	flighted	strong	Chiroxiphia lanceolata	18.5	FruiNect	80	20	0	0	0	0	0	0	0	0	Aves	Pipridae	Chiroxiphia	Metazoa	Passeriformes	Chordata	Chiroxiphia lanceolata		Chiroxiphia linearis		Chiroxiphia_linearis	2.92651575053669	2.32213294916225	0.838731476994826	-1.06809178452486	0.284073205012129	0.126053018083201	2.52235022885144	True	True	True	True	True	True	True	21.29533075	6.201374272
1773.Chirox.lance2.lgi	92471	18.51459211	2.363272026	fecal	none	unknown	unknown	wild	unknown	Garcia_bird_gutmicrobiome	Maria Garcia-Amado	Venezuela	Lance-tailed manakin	Chiroxiphia lanceolata	38837	mg.Cph2	Cph2			Chiroxiphia lanceolata	flighted	strong	Chiroxiphia lanceolata	18.5	FruiNect	80	20	0	0	0	0	0	0	0	0	Aves	Pipridae	Chiroxiphia	Metazoa	Passeriformes	Chordata	Chiroxiphia lanceolata		Chiroxiphia linearis		Chiroxiphia_linearis	2.92651575053669	2.32213294916225	0.838731476994826	-1.06809178452486	0.284073205012129	0.126053018083201	2.52235022885144	True	True	True	True	True	True	True	20.08547533	2.343012394
1773.Chirox.lance3.lgi	88213	25.08739196	3.578780802	fecal	none	unknown	unknown	wild	unknown	Garcia_bird_gutmicrobiome	Maria Garcia-Amado	Venezuela	Lance-tailed manakin	Chiroxiphia lanceolata	38837	mg.Cph3	Cph3			Chiroxiphia lanceolata	flighted	strong	Chiroxiphia lanceolata	18.5	FruiNect	80	20	0	0	0	0	0	0	0	0	Aves	Pipridae	Chiroxiphia	Metazoa	Passeriformes	Chordata	Chiroxiphia lanceolata		Chiroxiphia linearis		Chiroxiphia_linearis	2.92651575053669	2.32213294916225	0.838731476994826	-1.06809178452486	0.284073205012129	0.126053018083201	2.52235022885144	True	True	True	True	True	True	True	30.17349832	3.626891981
1773.Platy.flav1.lgi	23092	3.862018924	0.875308616	fecal	none	unknown	unknown	wild	unknown	Garcia_bird_gutmicrobiome	Maria Garcia-Amado	Venezuela	Yellow-legged thrush	Platycichla flavipes	39416	mg.Pf1	Pf1			Turdus flavipes	flighted	strong	Turdus flavipes	65.14	FruiNect	80	20	0	0	0	0	0	0	0	0	Aves	Turdidae	Turdus	Metazoa	Passeriformes	Chordata	Turdus flavipes		Turdus flavipes		Turdus_flavipes	NA	NA	NA	NA	NA	NA	NA								5.268759985	0.873981317
1773.Platy.flav2.lgi	12269	24.23738624	6.204862284	fecal	none	unknown	unknown	wild	unknown	Garcia_bird_gutmicrobiome	Maria Garcia-Amado	Venezuela	Yellow-legged thrush	Platycichla flavipes	39416	mg.Pf2	Pf2			Turdus flavipes	flighted	strong	Turdus flavipes	65.14	FruiNect	80	20	0	0	0	0	0	0	0	0	Aves	Turdidae	Turdus	Metazoa	Passeriformes	Chordata	Turdus flavipes		Turdus flavipes		Turdus_flavipes	NA	NA	NA	NA	NA	NA	NA								25.34933566	6.243160088
1773.Rhamp.carbo1.lgi	18656	12.37849694	0.398133524	fecal	none	unknown	unknown	wild	unknown	Garcia_bird_gutmicrobiome	Maria Garcia-Amado	Venezuela	Silver-beaked tanager	Ramphocelus carbo	39475	mg.Rc1	Rc1			Ramphocelus carbo	flighted	strong	Ramphocelus carbo	25.92	Omnivore	50	50	0	0	0	0	0	0	0	0	Aves	Thraupidae	Ramphocelus	Metazoa	Passeriformes	Chordata	Ramphocelus carbo		Ramphocelus carbo		Ramphocelus_carbo	3.2344871538271	2.59196745919996	1.18256548909332	-0.334924234418206	-0.173811507488191	0.178396069162065	2.65089473666326	True	True	True	True	True	True	True	15.29313411	0.451305281
1773.Rhamp.carbo2.lgi	16061	21.8495761	6.130063678	fecal	none	unknown	unknown	wild	unknown	Garcia_bird_gutmicrobiome	Maria Garcia-Amado	Venezuela	Silver-beaked tanager	Ramphocelus carbo	39475	mg.Rc2	Rc2			Ramphocelus carbo	flighted	strong	Ramphocelus carbo	25.92	Omnivore	50	50	0	0	0	0	0	0	0	0	Aves	Thraupidae	Ramphocelus	Metazoa	Passeriformes	Chordata	Ramphocelus carbo		Ramphocelus carbo		Ramphocelus_carbo	3.2344871538271	2.59196745919996	1.18256548909332	-0.334924234418206	-0.173811507488191	0.178396069162065	2.65089473666326	True	True	True	True	True	True	True	23.82149759	6.14225371
1773.Thraupis.gauco1.lgi	88874	30.05641799	5.531701655	fecal	none	unknown	unknown	wild	unknown	Garcia_bird_gutmicrobiome	Maria Garcia-Amado	Venezuela	Thraupis	Thraupis	39354	mg.Tg1	Tg1			Thraupis	flighted	strong	Thraupis	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aves	Thraupidae	Thraupis	Metazoa	Passeriformes	Chordata			Thraupis		Thraupis	NA	NA	NA	NA	NA	NA	NA								33.52077611	5.541620548
1773.Thraupis.gauco2.lgi	49681	22.58871394	5.356763438	fecal	none	unknown	unknown	wild	unknown	Garcia_bird_gutmicrobiome	Maria Garcia-Amado	Venezuela	Thraupis	Thraupis	39639	mg.Tg2	Tg2			Thraupis	flighted	strong	Thraupis	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aves	Thraupidae	Thraupis	Metazoa	Passeriformes	Chordata			Thraupis		Thraupis	NA	NA	NA	NA	NA	NA	NA								24.0305576	5.372335416
1773.Thraupis.gauco3.lgi	93290	25.57745314	4.547017164	fecal	none	unknown	unknown	wild	unknown	Garcia_bird_gutmicrobiome	Maria Garcia-Amado	Venezuela	Thraupis	Thraupis	39877	mg.Tg3	Tg3			Thraupis	flighted	strong	Thraupis	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aves	Thraupidae	Thraupis	Metazoa	Passeriformes	Chordata			Thraupis		Thraupis	NA	NA	NA	NA	NA	NA	NA								26.26129984	4.574065303
1773.Thraupis.palm1.lgi	70477	22.94778727	6.214749684	fecal	none	unknown	unknown	wild	unknown	Garcia_bird_gutmicrobiome	Maria Garcia-Amado	Venezuela	Palm tanager	Thraupis palmarum	38842	mg.Tp1	Tp1			Thraupis palmarum	flighted	strong	Thraupis palmarum	39	FruiNect	60	10	10	0	0	20	0	0	0	0	Aves	Thraupidae	Thraupis	Metazoa	Passeriformes	Chordata	Thraupis palmarum		Thraupis palmarum		Thraupis_palmarum	3.70589910686114	2.79569574868449	1.15293383876504	-0.162104834534172	0.293387542927894	0.474400356797303	2.88738799609631	True	True	True	True	True	True	True	24.54184608	6.255745588
1773.Turdus.oliv1.lgi	69395	8.750967168	1.614476462	fecal	none	unknown	unknown	wild	unknown	Garcia_bird_gutmicrobiome	Maria Garcia-Amado	Venezuela	Black-hooded thrush	Turdus olivater	39415	mg.To1	To1			Turdus olivater	flighted	strong	Turdus olivater	86.63	Omnivore	50	40	0	0	0	10	0	0	0	0	Aves	Turdidae	Turdus	Metazoa	Passeriformes	Chordata	Turdus olivater		Turdus olivater		Turdus_olivater	4.464774885166	3.33672201069118	0.916819407924081	0.248667945455245	-0.22872976009106	1.52054221176097	3.6637564901971	True	True	True	True	True	True	True	9.609066009	1.626355943
