DATASET_MULTIBAR
SEPARATOR TAB
DATASET_LABEL	Diet Barchart
COLOR	#00FF00
FIELD_COLORS	#a6cee3	#cab2d6	#1f78b4	#33a02c	#6a3d9a	#b2df8a	#fb9a99	#e31a1c	#ff7f00	#fdbf6f
FIELD_LABELS	Fruit	Invertebrates	Nectar	Plants	Scavenging	Seeds	Meat (Ectotherms)	Meat (Endotherms)	Meat (Fish)	Meat (Unknown)
LEGEND_TITLE	Dataset legend
LEGEND_SHAPES	1	1	1	1	1	1	1	1	1	1
LEGEND_COLORS	#a6cee3	#cab2d6	#1f78b4	#33a02c	#6a3d9a	#b2df8a	#fb9a99	#e31a1c	#ff7f00	#fdbf6f
LEGEND_LABELS	Fruit	Invertebrates	Nectar	Plants	Scavenging	Seeds	Meat (Ectotherms)	Meat (Endotherms)	Meat (Fish)	Meat (Unknown)
MARGIN	0
WIDTH	200
DATA
Dasyprocta_punctata	40.0	10.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0
Dasypus_novemcinctus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Delphinapterus_leucas	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0
Dendragapus_fuliginosus	20.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0
Dendrocygna_viduata	10.0	30.0	0.0	40.0	0.0	20.0	0.0	0.0	0.0	0.0
Desmodus_rotundus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
Dicaeum_hypoleucum	40.0	30.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dicaeum_trigonostigma	30.0	10.0	30.0	10.0	0.0	20.0	0.0	0.0	0.0	0.0
Diceros_bicornis	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Dicrurus_hottentottus	0.0	50.0	40.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Dinemellia_dinemelli	0.0	30.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0
Dolichonyx_oryzivorus	30.0	60.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Dolichotis_patagonum	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Dromaius_novaehollandiae	30.0	20.0	0.0	20.0	0.0	30.0	0.0	0.0	0.0	0.0
Dryocopus_javensis	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dryocopus_lineatus	10.0	80.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Dryocopus_pileatus	20.0	70.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Dryoscopus_cubla	20.0	50.0	0.0	10.0	0.0	0.0	20.0	0.0	0.0	0.0
Ducula_bicolor	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Echinops_telfairi	40.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Egretta_eulophotes	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	10.0
Eira_barbara	10.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0
Elaenia_frantzii	70.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elephas_maximus	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Emberiza_rutila	0.0	70.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
Empidonax_alnorum	20.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Epomophorus_wahlbergi	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eptesicus_furinalis	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Equus_asinus	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Equus_burchellii	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Equus_caballus	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Equus_grevyi	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Equus_hemionus	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Equus_przewalskii	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Equus_zebra_hartmannae	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Eremophila_alpestris	0.0	50.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0
Erethizon_dorsatum	10.0	0.0	0.0	70.0	0.0	20.0	0.0	0.0	0.0	0.0
Erythrocebus_patas	40.0	0.0	0.0	40.0	0.0	20.0	0.0	0.0	0.0	0.0
Erythropitta_venusta	0.0	80.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0
Estrilda_astrild	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
Estrilda_melanotis	0.0	30.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0
Eubalaena_glacialis	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eudocimus_ruber	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
Eudromia_elegans	0.0	30.0	0.0	30.0	0.0	40.0	0.0	0.0	0.0	0.0
Eudynamys_scolopaceus	80.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eudyptula_minor	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0
Eulemur_rubriventer	30.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0
Eulemur_rufus	30.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0
Eumyias_panayensis	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Euphagus_cyanocephalus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Euphonia_fulvicrissa	80.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Euphractus_sexcinctus	0.0	50.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0
Euplectes_capensis	0.0	40.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0
Eurylaimus_steerii	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eurypyga_helias	0.0	40.0	0.0	0.0	0.0	0.0	30.0	0.0	30.0	0.0
Falcipennis_canadensis	10.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0
Falco_biarmicus	0.0	10.0	0.0	0.0	0.0	0.0	10.0	80.0	0.0	0.0
Falco_cherrug	0.0	0.0	0.0	0.0	0.0	0.0	10.0	90.0	0.0	0.0
Falco_peregrinus	0.0	10.0	0.0	0.0	0.0	0.0	10.0	80.0	0.0	0.0
Falco_subbuteo	0.0	70.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0
Felis_margarita	0.0	0.0	0.0	0.0	0.0	0.0	10.0	90.0	0.0	0.0
Formicarius_analis	10.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
Fratercula_cirrhata	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0
Fregata_minor	0.0	20.0	0.0	0.0	10.0	0.0	0.0	0.0	60.0	10.0
Fringilla_montifringilla	40.0	20.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
Fukomys_damarensis	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Fulica_armillata	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Fulmarus_glacialis	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0
Galerella_pulverulenta	0.0	70.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	20.0
Galictis_vittata	20.0	20.0	0.0	0.0	0.0	0.0	20.0	30.0	0.0	10.0
Gallinago_gallinago	0.0	80.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0
Gallinula_chloropus	20.0	20.0	0.0	20.0	0.0	20.0	10.0	0.0	10.0	0.0
Gallirallus_australis_greyi	30.0	30.0	0.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0
Gallus_gallus	20.0	30.0	0.0	30.0	0.0	20.0	0.0	0.0	0.0	0.0
Garrulax_leucolophus	10.0	60.0	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0
Gavia_immer	0.0	10.0	0.0	20.0	0.0	0.0	0.0	0.0	70.0	0.0
Gavia_stellata	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0
Gazella_spekei	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Geopelia_cuneata	0.0	10.0	0.0	20.0	0.0	70.0	0.0	0.0	0.0	0.0
Geopelia_striata	0.0	20.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0
Geositta_cunicularia	0.0	80.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
Geospiza_difficilis	20.0	40.0	0.0	10.0	0.0	30.0	0.0	0.0	0.0	0.0
Gerygone_sulphurea	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Giraffa_camelopardalis	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Glareola_pratincola	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glaucidium_perlatum	0.0	60.0	0.0	0.0	0.0	0.0	10.0	30.0	0.0	0.0
Glossophaga_soricina	30.0	40.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glyphorynchus_spirurus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gorilla_gorilla	10.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0
Goura_victoria	60.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
Grammomys_macmillani	20.0	10.0	0.0	50.0	0.0	20.0	0.0	0.0	0.0	0.0
Graphiurus_murinus	20.0	20.0	0.0	0.0	0.0	20.0	0.0	20.0	0.0	20.0
Grus_americana	10.0	20.0	0.0	0.0	0.0	10.0	20.0	20.0	20.0	0.0
Grus_carunculatus	0.0	20.0	0.0	60.0	0.0	0.0	10.0	0.0	0.0	10.0
Guira_guira	0.0	40.0	0.0	0.0	0.0	0.0	30.0	30.0	0.0	0.0
Gygis_alba	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0
Gymnocichla_nudiceps	0.0	90.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Habia_fuscicauda	20.0	70.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Halcyon_coromanda	0.0	50.0	0.0	0.0	0.0	0.0	30.0	0.0	20.0	0.0
Halcyon_malimbica	0.0	70.0	0.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0
Haliaeetus_albicilla	0.0	0.0	0.0	0.0	30.0	0.0	0.0	30.0	40.0	0.0
Haliaeetus_leucocephalus	0.0	0.0	0.0	0.0	20.0	0.0	20.0	30.0	30.0	0.0
Haliastur_indus	0.0	10.0	0.0	0.0	50.0	0.0	10.0	20.0	10.0	0.0
Harpactes_ardens	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Harpagus_bidentatus	0.0	80.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
Helarctos_malayanus	20.0	50.0	0.0	0.0	0.0	10.0	0.0	20.0	0.0	0.0
Helogale_hirtula	10.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0
Helogale_parvula	10.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0
Henicorhina_leucosticta	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Heterocephalus_glaber	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Hieraaetus_wahlbergi	0.0	10.0	0.0	0.0	0.0	0.0	70.0	20.0	0.0	0.0
Himantopus_himantopus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hippopotamus_amphibius	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Hipposideros_caffer	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hipposideros_gigas	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hipposideros_ruber	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hippotragus_equinus	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Hippotragus_niger	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Hirundo_rustica	10.0	80.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Histrionicus_histrionicus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hyaena_hyaena	10.0	10.0	0.0	0.0	70.0	0.0	0.0	10.0	0.0	0.0
Hydrobates_castro	0.0	60.0	0.0	0.0	10.0	0.0	0.0	0.0	30.0	0.0
Hylobates_lar	70.0	10.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
Hylomyscus_denniae	60.0	10.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
Hylomyscus_stella	60.0	10.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
Hymenolaimus_malacorhynchos	0.0	80.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
Hypargos_niveoguttatus	0.0	20.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0
Hypocryptadius_cinnamomeus	30.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hypogeomys_antimena	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hystrix_africaeaustralis	20.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0
Icteria_virens	20.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Icterus_galbula	20.0	60.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Icterus_spurius	20.0	40.0	30.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
Indicator_variegatus	10.0	30.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Irena_cyanogastra	90.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ixobrychus_cinnamomeus	0.0	30.0	0.0	0.0	0.0	0.0	20.0	0.0	50.0	0.0
Ixoreus_naevius	70.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ixos_philippinus	80.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kaupifalco_monogrammicus	0.0	60.0	0.0	0.0	0.0	0.0	30.0	10.0	0.0	0.0
Kerodon_rupestris	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Kobus_ellipsiprymnus	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Kobus_leche	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Lagonosticta_rhodopareia	0.0	20.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0
Lagonosticta_rubricata	0.0	20.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0
Lagopus_lagopus	10.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0
Lagopus_muta	20.0	0.0	0.0	70.0	0.0	10.0	0.0	0.0	0.0	0.0
Lagothrix_lagotricha	70.0	10.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0
Lalage_nigra	20.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lama_guanicoe	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Lamprotornis_chalybaeus	30.0	20.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	0.0
Laniarius_ferrugineus	10.0	60.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0	0.0
Laniarius_fuelleborni	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lanius_collurio	10.0	60.0	0.0	0.0	0.0	0.0	20.0	10.0	0.0	0.0
Lanius_cristatus	0.0	80.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0
Lanius_excubitor	10.0	10.0	0.0	0.0	10.0	0.0	10.0	60.0	0.0	0.0
Lanius_ludovicianus	0.0	70.0	0.0	0.0	10.0	0.0	10.0	10.0	0.0	0.0
Larus_canus	0.0	40.0	0.0	10.0	10.0	0.0	0.0	0.0	40.0	0.0
Larus_dominicanus	0.0	20.0	0.0	0.0	20.0	0.0	20.0	20.0	20.0	0.0
Larus_hyperboreus	10.0	20.0	0.0	0.0	20.0	0.0	0.0	20.0	30.0	0.0
Larus_pacificus	0.0	40.0	0.0	0.0	30.0	0.0	0.0	10.0	20.0	0.0
Lasiorhinus_latifrons	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Laterallus_jamaicensis	0.0	70.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
Lemur_catta	80.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
Leontopithecus_chrysomelas	50.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leontopithecus_rosalia	50.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptailurus_serval	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
Leptotila_verreauxi	20.0	20.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0
Leucopsar_rothschildi	70.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Limicola_falcinellus	0.0	80.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
Limnodromus_scolopaceus	0.0	60.0	0.0	20.0	0.0	20.0	0.0	0.0	0.0	0.0
Limosa_lapponica	10.0	80.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Lonchura_fringilloides	0.0	10.0	20.0	20.0	0.0	50.0	0.0	0.0	0.0	0.0
Lonchura_malacca	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
Lophostoma_brasiliense	10.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lophostoma_evotis	10.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lophuromys_flavopunctatus	0.0	80.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0
Loriculus_philippensis	30.0	0.0	40.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
Loxia_leucoptera	20.0	20.0	0.0	30.0	0.0	30.0	0.0	0.0	0.0	0.0
Loxodonta_africana	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Luscinia_svecica	20.0	60.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0
Lutra_lutra	0.0	30.0	0.0	0.0	0.0	0.0	30.0	10.0	30.0	0.0
Lycaon_pictus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
Lynx_rufus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
Macaca_silenus	30.0	10.0	0.0	40.0	0.0	20.0	0.0	0.0	0.0	0.0
Macaca_sylvanus	30.0	10.0	0.0	40.0	0.0	20.0	0.0	0.0	0.0	0.0
Macaca_thibetana_thibetana	30.0	10.0	0.0	40.0	0.0	20.0	0.0	0.0	0.0	0.0
Macronous_striaticeps	0.0	80.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
Macropus_parma	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Macropus_rufogriseus	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Macropus_rufus	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Macroscelides_proboscideus	10.0	80.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
Macrotis_lagotis	0.0	70.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	20.0
Malacoptila_semicincta	0.0	70.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0
Manacus_vitellinus	80.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mandrillus_leucophaeus	40.0	10.0	0.0	10.0	0.0	30.0	0.0	0.0	0.0	10.0
Manis_pentadactyla	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Manis_temminckii	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Martes_pennanti	0.0	0.0	0.0	0.0	30.0	0.0	0.0	70.0	0.0	0.0
Megalurus_palustris	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Megaptera_novaeangliae	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0
Melaenornis_pallidus	0.0	80.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
Melanerpes_aurifrons	30.0	40.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	10.0
Melopsittacus_undulatus	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
Melospiza_melodia	30.0	40.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
Melursus_ursinus	10.0	70.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
Mephitis_mephitis	20.0	20.0	0.0	20.0	0.0	10.0	0.0	30.0	0.0	0.0
Merganetta_armata	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
Mergellus_albellus	0.0	70.0	0.0	10.0	0.0	0.0	0.0	0.0	20.0	0.0
Mergus_serrator	0.0	20.0	0.0	10.0	0.0	0.0	0.0	0.0	70.0	0.0
Merops_apiaster	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Merops_boehmi	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Merops_pusillus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Merops_viridis	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Metriopelia_melanoptera	60.0	10.0	0.0	10.0	0.0	20.0	0.0	0.0	0.0	0.0
Microcebus_murinus	30.0	20.0	10.0	20.0	0.0	0.0	20.0	0.0	0.0	0.0
Microhierax_erythrogenys	0.0	90.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Micronycteris_brachyotis	20.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micronycteris_microtis	20.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micropteropus_pusillus	90.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mimus_gilvus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mimus_polyglottos	50.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Miniopterus_africanus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Miniopterus_inflatus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Miniopterus_minor	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Miniopterus_natalensis	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mionectes_oleagineus	80.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Molossus_molossus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Molothrus_ater	0.0	40.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0
Momotus_momota	30.0	50.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0
Mormoops_megalophylla	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Morus_bassanus	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	90.0	0.0
Mungos_mungo	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0
Muntiacus_reevesi	20.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0
Mus_bufo	0.0	20.0	0.0	60.0	0.0	20.0	0.0	0.0	0.0	0.0
Muscicapa_adusta	20.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Muscicapa_caerulescens	10.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Muscicapa_griseisticta	20.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mustela_nigripes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
Mustela_putorius_furo	0.0	10.0	0.0	0.0	0.0	0.0	20.0	50.0	20.0	0.0
Myadestes_melanops	50.0	20.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
Myiarchus_crinitus	40.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myiarchus_tuberculifer	10.0	80.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Myiobius_sulphureipygius	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myiodynastes_maculatus	30.0	40.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0
Myonycteris_angolensis	60.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myotis_elegans	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myotis_lucifugus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myotis_nigricans	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myotis_simus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myotis_tricolor	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myotis_volans	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myrmeciza_exsul	0.0	80.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
Myrmecocichla_formicivora	0.0	80.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
Myrmecophaga_tridactyla	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mystacina_tuberculata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nanger_granti	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Nasalis_larvatus	20.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0
Necrosyrtes_monachus	0.0	20.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0
Neophoca_cinerea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0
Neoromicia_nanus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nestor_meridionalis	40.0	10.0	10.0	30.0	0.0	10.0	0.0	0.0	0.0	0.0
Nestor_notabilis	30.0	0.0	0.0	60.0	10.0	0.0	0.0	0.0	0.0	0.0
Netta_peposaca	0.0	0.0	0.0	80.0	0.0	20.0	0.0	0.0	0.0	0.0
Ninox_novaeseelandiae	0.0	70.0	0.0	0.0	0.0	0.0	10.0	20.0	0.0	0.0
