	observed_otus
11166.NZ.16892.A.NorthIslandbrownkiwi	87
11166.AR.M38.flyingsquirrel	116
11166.FD.0292.onager	1308
11166.lamprey.35978.b.lamprey	107
11166.NATL.24732.saki	395
11166.NATL.25039.b.tortoise	297
11166.NATL.24290.grosbeak	391
11166.ATL.24572.vulture	34
11166.FD.0290.onager	982
11166.ATL.24522.birdofparadise	27
11166.NATL.24384.macaw	226
11166.NZ.17033.A2.emu	124
11166.NATL.24712.sandcat	269
11166.ATL.24593.lemur	236
11166.FD.0291.onager	1214
11166.AS.190.killdeer	265
11166.NATL.25029.b.gecko	449
11166.AS.101.ovenbird	19
11166.ATL.24538.hornbill	620
11166.NZ.16977.A2.spottedshag	18
11166.AR.M78.flyingsquirrel	242
11166.ATL.24074.dog	38
11166.NATL.24752.tamandua	235
11166.NATL.24718.tiger	240
11166.ATL.25123.giraffe	784
11166.NZ.16904.B.bellbird	36
11166.USDA.46004	1548
11166.TAR.A20404.2	120
11166.TAR.B40449.1	260
11166.USDA.46027	280
11166.TAR.A20145.1	104
11166.USDA.46003	371
11166.Kurle.51314	40
11166.TS.148.Helmetedguineafowl	200
11166.TS.027.Fourstripedgrassmouse	220
11166.Kurle.51276	47
11166.TAR.B30437.1	56
11166.TAR.B50072.2	96
11166.TAR.A00468.2	85
11166.USDA.46012	710
11166.USDA.46015	140
11166.TAR.B30170.2	71
11166.TAR.B40390.1	575
11166.TAR.910584.2	159
11166.FD.0397.CrestedPartridge	19
11166.FD.0375.Salmoncrestedcockatoo	15
11166.TAR.B50077.2	137
11166.Kurle.51291	38
11166.TAR.A70477.2	293
11166.TAR.15M124.1	141
11166.Kurle.51281	55
11166.TAR.B20364.1	48
11166.FD.0300.cassowary	55
11166.TS.028.Fourstripedgrassmouse	278
11166.Kurle.51315	46
11166.USDA.46002	728
11166.Kurle.51279	56
11166.TAR.B20241.2	507
11166.USDA.46021	135
11166.USDA.46005	1519
11166.FD.0400.Africansacredibis	39
11166.TAR.B10219.1	58
11166.TAR.A80311.2	66
11166.TAR.B60199.2	166
11166.TAR.A90029.2	90
11166.TAR.B40057.1	48
11166.TAR.A90153.2	188
11166.TAR.19M089.1	56
11166.TAR.B00122.1	460
11166.USDA.46030	771
11166.TAR.B40373.1	90
11166.USDA.46014	756
11166.Kurle.51303	64
11166.USDA.46013	148
11166.FD.0378.Hyacinthmacaw	14
11166.TAR.B00083.2	459
11166.TAR.A90029.1	76
11166.TAR.A90153.1	332
11166.TAR.19M089.2	46
11166.TAR.B60253.1	469
11166.TAR.B00122.2	480
11166.TAR.B40373.2	80
11166.USDA.46010	126
11166.FD.0219.russianratsnake	133
11166.TAR.B00083.1	407
11166.TAR.A70477.1	183
11166.USDA.46008	179
11166.TAR.B20365.2	41
11166.Kurle.51285	63
11166.TAR.15M124.2	111
11166.Kurle.51318	71
11166.TAR.B20241.1	506
11166.FD.0411.redleggedseriema	117
11166.TAR.B40642.1	53
11166.TAR.B10219.2	61
11166.TAR.A80311.1	77
11166.USDA.46006	1107
11166.TAR.A00468.1	98
11166.USDA.46011	787
11166.TAR.B30170.1	73
11166.TAR.B40390.2	492
11166.TAR.910584.1	136
11166.TAR.B60006.1	57
11166.TAR.B50077.1	232
11166.TS.047.Commonquail	99
11166.TAR.A20404.1	105
11166.TAR.B40449.2	338
11166.USDA.46024	716
11166.TAR.A20145.2	97
11166.USDA.46000	805
11166.Kurle.51283	47
11166.TAR.B50072.1	94
11166.JCK.10292.FecalFTA	426
11166.JCK.10209.FecalFTA	151
11166.JCK.10288.FecalFTA	317
11166.JCK.10319.FecalFTA	487
11166.JCK.10213.FecalFTA	155
11166.JCK.10324.FecalFTA	174
11166.JCK.10411.FecalFTA	213
11166.JCK.10308.FecalFTA	369
11166.JCK.10283.FecalFTA	487
11166.JCK.10312.FecalFTA	539
11166.JCK.10317.FecalFTA	373
11166.JCK.10274.FecalFTA	556
11166.JCK.10297.FecalFTA	377
11166.JCK.10126.FecalFTA	64
11166.JCK.10321.FecalFTA	242
11166.JCK.10320.FecalFTA	509
11166.JCK.10316.FecalFTA	389
11166.JCK.10313.FecalFTA	407
11166.JCK.10309.FecalFTA	411
11166.JCK.10289.FecalFTA	958
11166.JCK.10318.FecalFTA	477
11166.JCK.10270.FecalFTA	44
11166.JCK.10325.FecalFTA	442
11166.JCK.10311.FecalFTA	621
11166.JCK.10279.FecalFTA	217
11166.JCK.10373.FecalFTA	650
11166.JCK.10272.FecalFTA	470
11166.JCK.10410.FecalFTA.1	301
11166.JCK.10323.FecalFTA.1	116
11166.JCK.10285.FecalFTA	487
11166.JCK.10266.FecalFTA	421
11166.JCK.10351.FecalFTA	122
11166.JCK.10284.FecalFTA	108
11166.JCK.10341.FecalFTA	504
11166.JCK.10214.FecalFTA	149
11166.JCK.10326.FecalFTA	482
11166.JCK.10273.FecalFTA	67
11166.JCK.10310.FecalFTA	421
11212.Lc259	321
11212.RT2017	643
11212.Ahyb1000	372
11212.Lc23	352
11212.JB27	612
11212.AtbelzLink3	396
11212.APAL38	380
11212.Apalw8	342
11212.AtbelzLink4	274
11212.APX21	424
11212.Lc316	330
11212.AC683	418
11212.Lc318	299
11212.AsenLink5	475
11212.Gor4	545
11212.BWC2063	471
11212.PVRij	220
11212.Apalw13	414
11212.APAL36	358
11212.Apalw14	402
11212.APF116	381
11212.Gor3	497
11212.AsenLink2	453
11212.ERUB.98M	246
11212.JB29	484
11212.Ptr13	454
11212.RT2019	701
11212.AC684	442
11212.ERUB.79M	279
11212.JB31	617
11212.JB3	559
11212.LagEllis1	542
11212.JB15	628
11212.JB12	742
11212.JB4	742
11212.AC622	532
11212.RC2141	756
11212.APF109	440
11212.Ptr6	307
11212.ERUB.12M	276
11212.Asen1019	371
11212.ERUB.4M	301
11212.AC673	388
11212.Gor11	432
11212.AC685	352
11212.Gor2	497
11212.AsenLink3	416
11212.JB28	519
11212.APAL37	473
11212.PVPet	229
11212.RT2050	775
11212.APF110	361
11212.AsenLink4	420
11212.Gor5	488
11212.Ptr15	504
11212.ERUB.76M	190
11212.ERUB.13M	406
11212.AC674	415
11212.BWC2023	548
11212.AtbelzLink5	355
11212.APAL39	477
11212.Apalw9	340
11212.BWC2341	574
11212.AC711	444
11212.AtbelzLink2	377
11212.JB26	495
11212.Lc172	341
11212.ERUB.33M	231
11212.LagAb2	375
11212.RT2135	521
11212.AC693	445
11212.Asen1118	444
11212.Apalw20	427
11212.ERUB.108M	245
11212.Asen685	485
11212.APX38	443
11212.APF108	360
11212.APX.37	428
11212.RT2048	748
11212.JB13	634
11212.Ptr9	563
11212.Lc301	352
11212.Asen1111	331
11212.JB30	610
11212.PVPam	248
11212.JB19	603
11212.Ptr3	418
11212.Ptr4	375
11212.Apalw23	386
11212.RC2098	694
11212.JB8	546
11212.LagEllis4	399
11212.JB34	664
11212.RC2096	696
11212.PVLou	239
11212.BWC2115	439
11212.ERUB.14M	324
11212.JB17	517
11212.AC668	447
11212.JB1	660
11212.APF38	407
11212.Gor12	501
11212.PVQui	264
11212.Ptr11	374
11212.Gor1	516
11212.RC2137	568
11212.BWC2061	736
11212.Gor6	453
11212.APF113	404
11212.Ptr16	369
11212.AC679	461
11212.Gor8	477
11212.BWC2342	529
11212.RC2071	674
11212.Lc155	324
11212.JB25	578
11212.AtbelzLink1	320
11212.ERUB.21M	266
11212.JB32	548
11212.Lc268	299
11212.ERUB.20M	271
11212.RT2021	632
11212.BWC2339	566
11212.JB35	470
11212.Asen1013	444
11212.APF104	430
11212.ERUB.105M	459
11212.PVAbb	237
11212.Ptr5	495
11212.AC691	388
11212.JB18	478
11212.APX19	424
11212.PTr14	523
11212.Ahyb411	296
11212.RC2068	573
11212.APF103	441
11212.LabEllis3	322
11212.BWC2026	656
11212.Apalw19	458
11212.RC2138	639
11212.JB24	535
11212.Lc336	323
11212.Lc331	296
11212.Gor9	653
11212.RT2013	540
11212.Ptr17	518
11212.RC2036	724
11212.AC680	364
11212.Apalw10	316
11212.Gor7	498
11212.Ahyb257	366
11212.AsenLink1	333
11212.APF115	361
11212.Ptr10	462
2338.0702.7.I	38
2338.0623.7.I	25
2338.0702.2.I	40
2338.0627.8.I	30
2338.0701.17.I	20
2338.0623.9.I	83
2338.0701.13.I	51
2338.0702.8.I	83
2338.0627.2.I	44
2338.0627.22.I2	38
2338.0701.7.I	64
2338.0624.6.I	15
2338.0620.8.I	62
1734.LD.NBS1047C	85
1734.BD.ERD511	206
1734.LD.NBS1073B	39
1734.BD.NBS1059	365
1734.LD.NBS1068E	53
1734.LD.NBS1051F	115
1734.LD.NBS1053E	52
1734.LD.DTS1230	57
1734.BD.NBS1062	13
1734.BD.ERD507	413
1734.LD.DTS1221	260
1734.BD.ERD509	62
1734.LD.NBS1076E	18
1734.LD.NBS1067E	13
1734.LD.NBS1086E	930
1734.LD.Glosor1	33
1734.LD.Carsow1	298
1734.LD.Stulil2	319
1734.BD.NBS1051	122
1734.BD.ERD510	21
1734.LD.Ptepar1	294
1734.LD.Perkap1	17
1734.LD.Sl1	85
1734.LD.QCAZ.M51307	24
1734.LD.NBS1069E	99
1734.LD.DTS1220	69
1734.LD.NBS1079E	530
1734.LD.NBS1062E	12
1734.LD.NBS1083E	91
1734.LD.QCAZ.M50993	75
1734.BD.ERD501	7
1734.LD.NBS1049B	22
1734.LD.QCAZ.M51309	111
1734.LD.NBS1072E	54
1734.BD.ERD506	150
1734.LD.Artlit1	103
1734.LD.Ptepar2	184
1734.LD.DTS1224	70
1734.LD.QCAZ.M51303	15
1734.LD.NBS1070E	23
1734.LD.QCAZ.M50990	21
1734.BD.ERD502	13
1734.LD.NBS1060E	367
1734.BD.ERD505	70
1734.LD.NBS1081E	18
1734.LD.NBS1084B	167
1734.LD.Glosor2	341
1734.BD.NBS1055	433
1734.LD.NBS1055E	258
1734.BD.NBS1076	9
1734.BD.NBS1052	60
1734.BD.ERD504	468
1734.LD.NBS1054E	473
1734.LD.QCAZ.M50991	61
1734.BD.ERD503	37
1734.LD.DTS1222	164
1734.LD.NBS1074E	92
1734.LD.DTS1225	51
1734.LD.Urobil1	24
1734.BD.NBS1086	148
1734.LD.NBS1080E	83
1734.BD.NBS1054	141
1734.LD.NBS1051E	120
1056.Myr.tri.Seat.6.04K03	157
1056.Das.nov.Flori.7	483
1056.Myr.tri.Seat.27.04K10	300
1056.Eup.sex.Mont.1.1	215
1056.Myr.tri.Seat.16.04I10	369
1056.Ory.afe.Colch.5	583
1056.Myr.tri.Seat.20.04K11	228
1056.Myr.tri.Seat.1.03E03	193
1056.Das.nov.Flori.9	438
1056.Ory.afe.Colch.2	132
1056.Man.pen.Leip.1	155
1056.Das.nov.Flor.1	482
1056.Chae.vel.Cinci.3	250
1056.Tol.mat.Cinci.3	308
1056.Myr.tri.Seat.3.03O02	285
1056.Pro.cri.Cinci.2	161
1056.Tam.tet.tet.SanDi.2	242
1056.Ory.afe.Cinci.3	269
1056.Cho.did.SanDi.2	412
1056.Myr.tri.Seat.12.04F01	168
1056.Das.nov.Flori.8	440
1056.Ory.afe.Colch.3	132
1056.Zae.pic.Mend.1	455
1056.Ory.afe.Colch.4	188
1056.Myr.tri.Seat.26.04K16	61
1056.Das.nov.Flori.1	446
1056.Myr.tri.Seat.8.04I18	173
1056.Eup.sex.Mont.1.0	205
1056.Myr.tri.Seat.15.04D01	159
1056.Cho.hof.Atlan.1.1	322
1056.Cho.did.SanDi.3	290
1056.Myr.tri.Mont.1.2	302
1056.Myr.tri.Seat.22.04K17	96
1056.Ory.afe.Cinci.2	262
1056.Cho.hof.Atlan.1	311
1056.Myr.tri.Seat.05D02	368
1056.Myr.tri.Seat.21.04K01	102
1056.Tol.mat.Cinci.2	327
1056.Chae.vel.Cinci.2	284
1056.Myr.tri.Seat.23.04L06	234
1056.Pri.max.Seat.2.02V07	300
1056.Myr.tri.Mont.1.1	206
1056.Ory.afe.Lond.1.1	378
1056.Eup.sex.Cinci.1	319
1056.Myr.tri.Seat.2.03G06	367
1056.Ory.afe.Cinci.1	266
1056.Myr.tri.Seat.25.04I12	315
1056.Myr.tri.Seat.9.04I04	207
1056.Cho.hof.Atlan.2	297
1056.Myr.tri.Seat.4.03H10	178
1056.Mel.urs.ino.SanDi.1	224
1056.Myr.tri.Seat.7.04F07	152
1056.Tol.mat.Cinci.1	206
1056.Chae.vel.Cinci.1	289
1056.Ory.afe.Lond.1	246
1056.Das.nov.Flor.3	586
1056.Das.nov.Flori.10	664
1056.Myr.tri.Seat.24.04L12	455
1056.Ory.afe.Colch.7	103
1056.Zae.pic.Mend.2	202
1056.Das.nov.Flor.4	358
1056.Das.nov.Flori.2	439
1056.Ory.afe.Colch.9	73
1056.Myr.tri.Seat.14.04K04	86
1056.Myr.tri.Seat.5.3502	291
1056.Pri.max.Seat.2.13B02	805
1056.Cho.hof.Hous.1	285
1056.Pro.cri.Cinci.1	166
1056.Tam.tet.tet.SanDi.1	182
1056.Eup.sex.Cinci.1.1	372
1056.Myr.tri.Mont.2.0	195
1056.Myr.tri.Mont.1.0	130
1056.Cho.did.SanDi.1	406
1056.Myr.tri.Seat.10.04F05	75
1056.Myr.tri.Seat.17.04K13	90
1056.Myr.tri.Seat.19.04L18	109
1056.Myr.tri.Seat.1.04J06	386
1056.Myr.tri.Seat.11.04F02	104
1056.Das.nov.Flor.5	650
1056.Chl.tru.Mend.1	122
1056.Ory.afe.Colch.6	506
1056.Pri.max.Seat.04J09	595
1056.Myr.tri.Seat.1.07C04	286
1056.Ory.afe.Colch.1	192
1056.Man.pen.Leip.2	147
1056.Das.nov.Flor.2	487
1736.B1.1110	759
1736.B34.0611	961
1736.R33.1011	934
1736.B46.1110	632
1736.O11.0111	574
1736.O49.0111	695
1736.Y14.0910	1019
1736.Y37b.1011	1041
1736.B11.0709	828
1736.O19.0510	780
1736.R37b.0910	951
1736.R26b.1010	1028
1736.B46.0709	910
1736.O46.0609	779
1736.O49.0709	805
1736.O11.0709	811
1736.B6.0510	965
1736.O14.0709	898
1736.O46.1110	844
1736.O7.0611	858
1736.Y37b.1111	808
1736.R37b.0311	855
1736.R3.0410	835
1736.R50b.1011	807
1736.Y36.1011	807
1736.B29.1111	699
1736.R23b.0410	890
1736.R27b.0311	991
1736.O32c.1111	712
1736.R11.0910	750
1736.B23.1211	674
1736.R19.0510	746
1736.R31b.1011	929
1736.O16.1109	922
1736.B33.1111	755
1736.O24.0611	974
1736.B44.0610	957
1736.O13.1109	1063
1736.R36.0811	971
1736.B43.0211	376
1736.Y37b.0310	944
1736.O16.0710	914
1736.B4.0211	749
1736.O8b.0610	902
1736.O19.1109	964
1736.O13.0710	909
1736.Y46b.1111	820
1736.O41.1109	1018
1736.R33.0310	956
1736.B16.0610	920
1736.Y43b.0511	891
1736.Y16b.1011	1038
1736.R27b.1010	949
1736.B16.1109	868
1736.Y36.0310	844
1736.W3.0910	975
1736.B6.1109	938
1736.Y33b.0511	952
1736.B3.1109	1097
1736.R1.0910	945
1736.O24.0709	927
1736.R1.0511	893
1736.O33.1109	1051
1736.O36.1109	942
1736.B29.0510	852
1736.R4c.0910	898
1736.Y33b.0910	999
1736.B3.1111	896
1736.O29b.1109	1045
1736.Y21b.0411	821
1736.R24b.0311	865
1736.R16.0310	765
1736.Y24b.1011	853
1736.R42b.0310	903
1736.O34.0211	583
1736.B33.1109	1083
1736.R3.1111	720
1736.B24.0709	857
1736.O41.1111	841
1736.R32b.0310	986
1736.O8b.0110	691
1736.O36.0610	827
1736.O7.0609	850
1736.B19.0210	561
1736.R11.0511	666
1736.R23b.0811	913
1736.O11.0711	877
1736.B23.1109	924
1736.O24.0211	733
1736.O16.1211	751
1736.B46.0611	844
1736.R42b.1111	912
1736.B29.1109	893
1736.B1.0611	856
1736.R24b.0111	968
1736.R16.1111	795
1736.B34.0111	808
1736.O44.0210	817
1736.B34.0609	856
1736.R32b.1011	1004
1736.O36.0809	991
1736.O7.1110	678
1736.W3.0611	799
1736.B4.0711	1078
1736.O46.0611	988
1736.B33.0510	938
1736.Y24b.0310	788
1736.R31b.0410	779
1736.B23.0610	927
1736.B16.0711	974
1736.O24.1109	1021
1736.Y36.0810	862
1736.R4c.0510	798
1736.Y33b.0510	913
1736.R50b.0311	507
1736.R36.0910	845
1736.O29b.0709	859
1736.Y36.0311	919
1736.R44b.0410	945
1736.B29.0211	688
1736.B6.0711	1004
1736.O32c.0211	572
1736.R1.0811	985
1736.O14.0811	1025
1736.O32c.0810	486
1736.R8b.0411	956
1736.O8b.0611	822
1736.B24.1109	976
1736.Y37b.0311	1019
1736.R50b.0910	694
1736.Y37b.0810	1058
1736.O19.0711	986
1736.B3.0611	1003
1736.R27b.1111	781
1736.B44.0611	912
1736.B28b.0610	943
1736.B6.0611	1041
1736.B24.0710	915
1736.R19.0511	828
1736.O29b.0111	696
1736.O36.0211	682
1736.B28b.0909	1048
1736.Y16b.0311	922
1736.B4.0110	811
1736.B23.0709	779
1736.B34.1109	1038
1736.R26b.1111	801
1736.Y10b.0911	984
1736.Y14.0811	990
1736.R33.1110	917
1736.Y46b.0311	857
1736.R31b.0910	962
1736.Y11.0811	987
1736.B29.0709	731
1736.B34.0710	915
1736.B23.0111	713
1736.O7.1109	949
1736.R31b.0311	852
1736.O34.1109	896
1736.Y46b.0910	918
1736.R11.0811	714
1736.O33.0810	880
1736.B46.1111	719
1736.B19.0810	693
1736.Y24b.0311	820
1736.B23.0611	867
1736.Y11.0510	863
1736.O31.1111	879
1736.R42b.1010	923
1736.O7.1111	628
1736.B4.0710	1055
1736.O46.0610	927
1736.R37b.0510	845
1736.B11.1109	984
1736.O19.0211	637
1736.Y33b.1011	1023
1736.B46.1109	858
1736.B43.1109	881
1736.O11.1109	824
1736.R41.1010	1020
1736.B1.0610	991
1736.B46.0610	789
1736.O44.1210	555
1736.R51.0910	986
1736.O14.1109	1063
1736.R23b.0311	866
1736.R27b.0410	865
1736.B43.0610	711
1736.R43.0510	901
1736.B3.0211	746
1736.R23b.0810	935
1736.O11.0710	798
1736.O43.1109	890
1736.B29.0711	794
1736.R8b.1110	918
1736.R11.0510	692
1736.B11.0610	939
1736.O46.1109	954
1736.Y43b.0811	902
1736.R19.0910	921
1736.B16.0609	738
1736.R32b.0311	931
1736.O8b.0111	722
1736.R26b.0410	959
1736.O13.0709	898
1736.R17.0811b	946
1736.B28b.0110	920
1736.R42b.0311	975
1736.B44.0609	801
1736.O29b.0611	858
1736.B19.0111	522
1736.R16.0311	687
1736.B6.1110	870
1736.B28b.1111	908
1736.B1.1209	597
1736.B16.1110	794
1736.O14.0510	1019
1736.R41.0311	867
1736.Y3.0910	815
1736.R20.0310	957
1736.Y27.0611	1003
1736.B26b.0711	887
1736.Y6.0910	973
1736.O23b.0711	1063
1736.B50b.1009	942
1736.B40b.1009	859
1736.O20.0110	858
1736.B13b.1211	784
1736.R18.0910	849
1736.O37.0611	839
1736.B17.0111	717
1736.O45b.0610	891
1736.B12.0609	775
1736.O4.0611	937
1736.B40b.0610	755
1736.B17.0609	763
1736.O17b.1111	999
1736.Y45.0311	882
1736.B50b.0610	918
1736.B8.0609	862
1736.B20.1111	846
1736.B7.0709	932
1736.B38.0611	816
1736.Y39b.0811	928
1736.O9.1211	770
1736.R12.0810	953
1736.Y40.0910	946
1736.Y9.0311	929
1736.O40.0609	961
1736.B8.1110	973
1736.O38.0711	925
1736.B40b.1109	758
1736.R18.0311	796
1736.R17.0311	733
1736.R40.0810	826
1736.R6b.0410	909
1736.B32.0611	902
1736.R12.0311	842
1736.R45c.1111	696
1736.R38.0611	776
1736.Y38b.0811	857
1736.O18.0211	455
1736.B30.0110	639
1736.Y42.0510	893
1736.Y31d.0311	927
1736.O15.0610	879
1736.B35.0110	790
1736.Y47.0510	767
1736.B5.1109	1023
1736.B47b.0611	832
1736.B18.1210	694
1736.R22.0511	769
1736.R7b.0410	696
1736.Y17.1010	908
1736.B15.1109	921
1736.O12.0211	751
1736.R21c.0411	632
1736.Y9.1110	874
1736.R39b.0311	928
1736.B27.0611	950
1736.B10.1109	968
1736.Y15c.1010	930
1736.Y45.1110	795
1736.O35.0110	883
1736.B15.0610	959
1736.B10.0610	1016
1736.R17.1010	849
1736.O26b.1111	623
1736.O48.1109	798
1736.O27.0611	918
1736.B30.1111	720
1736.O15.1109	1005
1736.Y28.0511	971
1736.Y28.0910	1016
1736.Y47.0811	821
1736.O4.0211	843
1736.Y40.0711	826
1736.Y42.0811	966
1736.B13b.1109	1052
1736.Y27.0910	1078
1736.O22.1110	885
1736.B38.0211	736
1736.O35.0710	936
1736.O6.0710	961
1736.B39c.0710	863
1736.B30.0610	806
1736.Y4.0310	790
1736.O50.0611	921
1736.O9.1109	998
1736.O26b.0610	893
1736.B27.0609	852
1736.O6.1109	1054
1736.O22.0709	921
1736.R15d.1110	728
1736.O9.0710	882
1736.B15.1111	986
1736.R38.1010	897
1736.B20.0610	931
1736.B22b.0610	934
1736.O17b.0610	1039
1736.O18.0611	689
1736.B5.1211	1024
1736.R40.0411	711
1736.B57.1111	937
1736.B35.0510	882
1736.B13b.0510	983
1736.B42b.0610	938
1736.O12.0611	822
1736.O37.0709	755
1736.B27.0211	727
1736.O4.0709	770
1736.O23b.0709	869
1736.B42b.1109	987
1736.W2.0811	941
1736.R21c.1010	765
1736.O47b.1109	855
1736.B38.0709	768
1736.B25.0710	756
1736.O20.0610	911
1736.B30.0809	743
1736.O15.1211	770
1736.R10.1011	1055
1736.B20.1109	957
1736.Y6.0511	934
1736.O23b.1110	930
1736.Y35d.1011	913
1736.O17b.1109	951
1736.B12.0611	947
1736.Y3.0511	853
1736.B32.0709	756
1736.B25.1109	802
1736.R2.0310	894
1736.B20.1210	728
1736.R21c.0510	755
1736.Y9.1011	814
1736.O26b.1110	846
1736.R18.1011	926
1736.B13b.1110	820
1736.O9.0609	803
1736.R40.1011	798
1736.O6.0609	915
1736.B27.1109	1026
1736.O48.0711	836
1736.Y39b.1010	1062
1736.B13b.0709	815
1736.Y42.0411	836
1736.B35.0709	889
1736.Y15c.1011	939
1736.Y38b.0910	765
1736.Y27.0510	945
1736.R30.0910	814
1736.B32.0510	819
1736.R47.0411	778
1736.O15.0611	918
1736.Y47.0511	767
1736.O35.0709	1018
1736.Y35d.0411	943
1736.O23b.0510	942
1736.O22.1109	928
1736.B25.0211	651
1736.R10.0411	989
1736.Y45.1011	980
1736.O38.1109	1002
1736.B27.0510	942
1736.Y30c.0711	946
1736.B7.1111	910
1736.Y31d.1111	830
1736.Y2b.0911	1019
1736.B35.0211	670
1736.R17.0811	844
1736.O17b.0609	879
1736.Y40.0911	963
1736.Y6.0811	997
1736.Y9.0310	869
1736.B8.1111	1073
1736.O6.0311	921
1736.B12.1111	735
1736.O37.1109	926
1736.B25.0609	772
1736.R38.0510	764
1736.O4.1109	924
1736.Y3.0811	974
1736.B22b.0111	678
1736.B38.0610	753
1736.B42b.0709	834
1736.O23b.1109	1084
1736.O17b.1110	845
1736.O18.1111	813
1736.Y45.0310	856
1736.Y12.0811	845
1736.B50b.0611	920
1736.O22.0510	939
1736.B40b.0611	921
1736.O9.0211	710
1736.O4.0610	1011
1736.Y18.0310	769
1736.B38.1109	911
1736.B57.0611	975
1736.O38.0610	1004
1736.O20.0111	624
1736.O12.1111	710
1736.B42b.1110	845
1736.B20.0709	1042
1736.Y17.0310	991
1736.B39c.0211	683
1736.R12.0911	1009
1736.R39b.1011	1048
1736.Y12.0310	759
1736.B50b.0111	773
1736.R38.0811	901
1736.B12.0610	904
1736.Y39b.0511	953
1736.O18.1109	876
1736.R17.0510	871
1736.B18.0610	866
1736.O20.0611	907
1736.B25.0711	821
1736.R7b.1010	774
1736.O12.1109	981
1736.B7.1109	1064
1736.B18.1109	731
1736.O45b.0709	881
1736.R12.0410	886
1736.B42b.0611	823
1736.Y6.0410	927
1736.O12.0610	684
1736.B17.0710	873
1736.B12.1109	909
1736.R18.0410	802
1736.R30.0611	938
1736.B17.1109	906
1736.O22.1211	888
1736.B20.0611	976
1736.O40.0610	1004
1736.B8.1109	1069
1736.O22.0811	968
1736.R20.0511	757
1736.B22b.0611	935
1736.O18.0610	842
1736.O17b.0611	973
1736.B15.1110	825
1736.Y28.0310	969
1736.Y27.0811	1034
1736.R29b.0410	838
1736.O9.0711	931
1736.R10.0810	1037
1736.Y30c.0311	789
1736.Y47.0910	910
1736.B13b.0611	919
1736.O26b.0611	913
1736.R21c.0811	876
1736.O6.0711	786
1736.O15.0609	751
1736.B40b.1210	592
1736.Y4.0311	783
1736.O50.0610	979
1736.Y38b.0511	776
1736.Y4.0910	864
1736.B5.0111	777
1736.R7b.0211	656
1736.O50.1109	1010
1736.B35.0711	891
1736.B32.1211	635
1736.B7.0510	919
1736.B39c.0611	813
1736.B30.0711	860
1736.B10.0609	935
1773.Columb.passer4	622
1773.Rhamp.carbo2.lgi	212
1773.Salt.max3.lgi	213
1773.Columb.talpa6.lgi	222
1773.Thraupis.gauco1.lgi	267
1773.Zono.capensis1.lgi	285
1773.Platy.flav2.lgi	220
1773.Chirox.lance1.lgi	186
1773.Salt.max2.lgi	21
1773.Turdus.oliv1.lgi	48
1773.Columb.talpa2.lgi	76
1773.Columb.passer5.lgi	329
1773.Thraupis.palm1.lgi	232
1773.Rhamp.carbo1.lgi	95
1773.Columb.passer7.lgi	541
1773.Zono.capensis2.lgi	201
1773.Thraupis.gauco2.lgi	203
1773.Columb.passer2.lgi	229
1773.Columb.talpa5.lgi	226
1773.Columb.passer1	39
1773.Chirox.lance3.lgi	250
1773.Columb.passer9.lgi	181
1773.Chirox.lance2.lgi	173
1773.Salt.max4.lgi	202
1773.Columb.passer8.lgi	243
1773.Platy.flav1.lgi	19
1773.Columb.passer10.lgi	521
1773.Thraupis.gauco3.lgi	209
1773.Columb.passer3.lgi	126
1773.Columb.talpa4.lgi	295
1773.Columb.passer6.lgi	257
1773.Columb.talpa1.lgi	118
1773.Turdus.oliv2.lgi	263
1773.Salt.max1.lgi	18
1696.VH0030A	335
1696.CT0004.3	293
1696.CT0014.0B	396
1696.FTA.A.24b	343
1696.VH0022B	256
1696.CT0015.2	224
1696.VH0009B	343
1696.X.A.12	330
1696.X.D.2	291
1696.VH0020A	358
1696.VH0032B	201
1696.VH0010A	304
1696.CT0006.3	548
1696.VH0002B	303
1696.VH0029B	226
1696.CT0007.4	432
1696.CT0007.3	421
1696.VH0012B	383
1696.VH0039B	366
1696.X.A.2	295
1696.VH0015A	301
1696.VH0007B	414
1696.CT0005.0B	374
1696.VH0005A	418
1696.VH0017B	288
1696.CT0001.3	372
1696.X.C.2	328
1696.VH0035A	254
1696.VH0027B	430
1696.FTA.D.24b	435
1696.CT0021.1	322
1696.CT0013.2	437
1696.X.B.2	313
1696.X.B.24	308
1696.VH0025A	458
1696.VH0040A	416
1696.VH0037B	268
1696.CT0003.3	389
1696.CT0020.1	266
1696.CT0002.4	361
1696.VH0034A	341
1696.VH0026B	404
1696.X.D.24	319
1696.CT0010.3B	180
1696.CT0006.2	509
1696.VH0024A	334
1696.VH0036B	250
1696.FTA.D.0	338
1696.VH0014A	310
1696.FTA.B.12	393
1696.VH0006B	360
1696.CT0004.2	382
1696.FTA.C.12b	374
1696.VH0004A	367
1696.VH0016B	312
1696.VH0028B	433
1696.CT0008.3	519
1696.CT0012.3	424
1696.FTA.D.12a	394
1696.VH0011A	401
1696.CT0019.2	372
1696.CT0009.4	349
1696.CT0003.2	417
1696.FTA.B.0	364
1696.VH0003B	298
1696.VH0038B	372
1696.X.C.24	323
1696.FTA.A.2b	388
1696.CT0009.3	313
1696.VH0001A	385
1696.CT0018.2	410
1696.CT0012.4	427
1696.FTA.C.0	386
1696.CT0017.3B	343
1696.VH0013B	339
1696.VH0008B	294
1696.VH0031A	187
1696.CT0011.4	332
