	faith_pd
11166.fmnh.1083	24.220868735190205
11166.fmnh.2505	11.485269881620102
11166.fmnh.2791	14.239586706609696
11166.fmnh.2815	19.031960149880003
11166.fmnh.1133	15.093791200659998
11166.fmnh.1117	12.607684011390008
11166.fmnh.1110	5.0856977213401
11166.fmnh.238	5.690016680650001
11166.fmnh.1071	10.888531341230102
11166.fmnh.1087	10.753887262900001
11166.fmnh.1139	10.145485892310104
11166.fmnh.235	3.8511531218999995
11166.fmnh.2857	4.95568586967
11166.fmnh.2818	12.38901101545
11166.fmnh.1078	16.3986682949501
11166.fmnh.2816	4.86976211709
11166.fmnh.2563	5.337599618460201
11166.fmnh.285	15.30677362313
11166.fmnh.2859	4.983274630130101
11166.fmnh.2540	10.03032613389
11166.fmnh.1137	15.646766540290006
11166.fmnh.2564	10.284045351839998
11166.fmnh.1089	8.663064341839998
11166.fmnh.1091	16.8089161063603
11166.fmnh.1144	4.6263646382602
11166.fmnh.1143	19.70546923053999
11166.fmnh.1096	13.396210471600096
11166.fmnh.2534	35.9936908921203
11166.fmnh.2824	15.238652525600106
11166.fmnh.1102	15.965951688047397
11166.fmnh.2575	8.7071311789401
11166.fmnh.209	3.4043358988900003
11166.fmnh.262	8.3271798728301
11166.fmnh.1105	15.864651594269999
11166.fmnh.2823	4.6037089207
11166.fmnh.275	9.684229419350203
11166.fmnh.1136	7.812373546200101
11166.fmnh.1112	4.98415698746
11166.fmnh.1115	13.654247423010201
11166.fmnh.2858	4.953334637090001
11166.fmnh.1131	10.9667981866601
11166.fmnh.2562	13.017237249550103
11166.fmnh.2817	6.23561718063
11166.fmnh.219	9.380512645630004
11166.fmnh.2856	3.6462544588900005
11166.fmnh.2875	16.013615313320003
11166.fmnh.1070	14.793608906710103
11166.fmnh.247	4.1281393769101005
11166.fmnh.263	9.039233037320102
11166.fmnh.2585	55.42688682128418
11166.fmnh.2574	4.4830740420201
11166.fmnh.2550	19.004369896765006
11166.fmnh.1061	6.045499863070101
11166.fmnh.1129	13.539959950546104
11166.fmnh.1142	20.781749600833308
11166.fmnh.1097	20.6088037765202
11166.fmnh.1090	16.863245255154
11166.fmnh.1066	16.600379281694202
11166.fmnh.2808	17.80517052652001
11166.fmnh.222	12.059562631090301
11166.fmnh.1318	14.187487423500201
11166.fmnh.162	8.610472411920101
11166.fmnh.2603	12.238900763070301
11166.fmnh.2704	15.907656665444208
11166.fmnh.922	7.126410296130202
11166.fmnh.2627	24.66603784253411
11166.fmnh.1274	6.3704748449999995
11166.fmnh.2620	6.053789069381
11166.fmnh.1011	25.84200532169029
11166.fmnh.2703	22.029129350506096
11166.fmnh.2604	6.323183400989999
11166.fmnh.1257	3.5658873331501004
11166.fmnh.2729	22.837329346080196
11166.fmnh.411	12.568030890570208
11166.fmnh.1259	9.1907466006921
11166.fmnh.2661	5.270842042029501
11166.fmnh.992	35.36724840867733
11166.fmnh.1216	19.024703847766197
11166.fmnh.2629	22.8085069861571
11166.fmnh.1332	8.8091462967601
11166.fmnh.892	6.180064264370102
11166.fmnh.995	3.55866917181
11166.fmnh.1235	8.617469266670001
11166.fmnh.2666	6.520300785490001
11166.fmnh.908	5.265735793609999
11166.fmnh.1174	3.1654101053701007
11166.fmnh.332	7.071494298950002
11166.fmnh.934	4.00980390749
11166.fmnh.2712	39.25420150738419
11166.fmnh.1262	9.08680177771
11166.fmnh.1209	7.194252405580202
11166.fmnh.2736	28.132458864761112
11166.fmnh.182	13.822119660970102
11166.fmnh.2615	3.76367368048
11166.fmnh.1024	10.119937709330305
11166.fmnh.409	18.955665847908993
11166.fmnh.1023	6.038668056149999
11166.fmnh.917	10.135051658060199
11166.fmnh.1309	28.908287365778705
11166.fmnh.1265	6.244513382240101
11166.fmnh.2788	32.202604180071006
11166.fmnh.958	4.9559800258841005
11166.fmnh.157	14.878487638539998
11166.fmnh.1293	14.8309425651481
11166.fmnh.2770	18.515411543910094
11166.fmnh.956	4.9595559966580005
11166.fmnh.1323	8.95920165471
11166.fmnh.2653	10.9185149802901
11166.fmnh.1165	6.297661657750102
11166.fmnh.919	6.22467472787
11166.fmnh.1046	3.6026678833400005
11166.fmnh.1193	21.26237194748029
11166.fmnh.400	13.6558370237302
11166.fmnh.2670	10.31334901146
11166.fmnh.1223	7.01922907815
11166.fmnh.1162	18.621340533827098
11166.fmnh.975	5.2349504263201
11166.fmnh.1207	41.1545587242441
11166.fmnh.2781	37.6466135318935
11166.fmnh.1175	5.3364682271701005
11166.fmnh.1317	8.9008375062901
11166.fmnh.1183	35.0871549091701
11166.fmnh.1056	12.351620506000106
11166.fmnh.2643	7.873845746610101
11166.fmnh.433	11.744604535580102
11166.fmnh.434	3.6795153234600004
11166.fmnh.1156	4.96225769742
11166.fmnh.1233	12.732439261050098
11166.fmnh.410	26.775847895009996
11166.fmnh.1258	5.107895881850101
11166.fmnh.1184	10.830997081440005
11166.fmnh.1310	42.007540558249275
11166.fmnh.2743	10.313134289980102
11166.fmnh.308	3.9874411582102
11166.fmnh.2698	12.0614595098701
11166.fmnh.164	8.1877501516201
11166.fmnh.2702	11.417328647810104
11166.fmnh.924	4.66453214663
11166.fmnh.1010	8.620916692130104
11166.fmnh.1275	7.377602023710204
11166.fmnh.325	4.11690887574
11166.fmnh.163	9.391602260520003
11166.fmnh.2776	7.533313741762999
11166.fmnh.2780	5.989633936470002
11166.fmnh.1206	14.2967853058501
11166.fmnh.2739	68.17334890135028
11166.fmnh.982	21.661688795770218
11166.fmnh.1249	14.399756597100106
11166.fmnh.1040	6.275959741330001
11166.fmnh.1047	6.245951824940102
11166.fmnh.1192	22.1993858086003
11166.fmnh.985	20.193097115400004
11166.fmnh.383	8.850122547331003
11166.fmnh.2755	4.248833524950101
11166.fmnh.918	4.75045067555
11166.fmnh.1201	22.2112285519102
11166.fmnh.422	12.252310169000205
11166.fmnh.1322	7.549708390470298
11166.fmnh.932	9.3302186760201
11166.fmnh.2714	26.935582611028
11166.fmnh.1264	28.270516695860405
11166.fmnh.2789	13.449365322643
11166.fmnh.447	11.347702267190101
11166.fmnh.2637	13.176889849340101
11166.fmnh.2730	19.60889792179
11166.fmnh.1022	7.477677380630003
11166.fmnh.2613	11.738844267190002
11166.fmnh.1049	22.2797555065402
11166.fmnh.1247	25.616826024029997
11166.fmnh.2614	8.2261353814495
11166.fmnh.2630	7.229140940579999
11166.fmnh.1263	5.58124019323
11166.fmnh.2713	25.488836512173105
11166.fmnh.935	10.254690537690102
11166.fmnh.953	10.0313089062201
11166.fmnh.2775	26.96890790894311
11166.fmnh.1298	18.294881644320007
11166.fmnh.2783	44.84734097706748
11166.fmnh.1160	3.9654321281300997
11166.fmnh.402	5.775745978750002
11166.fmnh.387	16.6274571157801
11166.fmnh.986	26.067890961780098
11166.fmnh.2675	14.953771077850005
11166.fmnh.1044	5.729834308874
11166.fmnh.970	10.398045029950001
11166.fmnh.2772	13.707751759649604
11166.fmnh.1321	15.842983820244104
11166.fmnh.289	9.677479129280101
11166.fmnh.931	3.43967137053
11166.fmnh.444	15.950457087820002
11166.fmnh.1267	22.94954268918019
11166.fmnh.915	7.175622934670099
11166.fmnh.1021	5.195361983840001
11166.fmnh.187	5.73794407559
11166.fmnh.180	12.910244326180203
11166.fmnh.1198	32.6976431127287
11166.fmnh.1260	6.412227131360003
11166.fmnh.936	4.669637429070101
11166.fmnh.1314	22.996845134140298
11166.fmnh.2664	71.9284654693833
11166.fmnh.945	2.7995424167200005
11166.fmnh.430	19.788214121024005
11166.fmnh.1214	13.5889053951101
11166.fmnh.929	4.45931519162
11166.fmnh.2764	5.6123453096001
11166.fmnh.1155	4.6672406476601
11166.fmnh.990	6.8758725212462
11166.fmnh.396	17.014848184502096
11166.fmnh.2740	14.043408893223104
11166.fmnh.1171	9.105620866640203
11166.fmnh.1313	36.159039144400296
11166.fmnh.2725	52.597921287711124
11166.fmnh.398	11.094354387709503
11166.fmnh.1189	27.777692409779693
11166.fmnh.1255	5.811837311320001
11166.fmnh.2701	11.404784949700105
11166.fmnh.2649	8.96093970709
11166.fmnh.1271	6.1412505196701
11166.fmnh.1013	6.152725123430102
11166.fmnh.1014	8.5775998103601
11166.fmnh.2625	5.756027410960001
11166.fmnh.2706	20.88294279836
11166.fmnh.2632	14.976101128920106
11166.fmnh.1261	7.562557071600002
11166.fmnh.429	14.26021906935
11166.fmnh.2735	32.159539577180205
11166.fmnh.978	7.6301178023100995
11166.fmnh.1199	7.251333834390003
11166.fmnh.1027	13.8616584265902
11166.fmnh.1020	22.022132935988992
11166.fmnh.2611	7.9944453112601
11166.fmnh.989	12.4538696343902
11166.fmnh.170	11.248339004320004
11166.fmnh.914	10.880705007690203
11166.fmnh.1266	19.022879552730508
11166.fmnh.2635	11.8910923915481
11166.fmnh.336	12.776293952799705
11166.fmnh.1320	36.587038643790414
11166.fmnh.1203	18.842490030730204
11166.fmnh.2785	28.303023697122207
11166.fmnh.2650	5.834263928250001
11166.fmnh.1268	6.06599934618
11166.fmnh.420	12.242280777074104
11166.fmnh.1166	3.15909077512
11166.fmnh.1304	15.271242298680201
11166.fmnh.1190	26.498533794614314
11166.fmnh.188	22.932033132270007
11166.fmnh.386	15.902883698040203
11166.fmnh.1197	7.573561376940203
11166.fmnh.2673	3.0840583750000006
11166.fmnh.179	12.6879051464103
11166.fmnh.976	4.875198219202998
11166.fmnh.1303	9.484073899423102
11166.fmnh.427	7.380634658023102
11166.fmnh.2657	15.197181376590299
11166.fmnh.1299	4.0830897657001
11166.fmnh.2723	20.3961822574601
11166.fmnh.368	7.190477326220001
11166.fmnh.1253	6.384291786480003
11166.fmnh.327	4.754651696940001
11166.fmnh.921	4.631042532330001
11166.fmnh.2624	21.462875603370996
11166.fmnh.1012	5.80599967828
11166.fmnh.438	7.155727371350002
11166.fmnh.1188	18.647691651500008
11166.fmnh.2607	23.821107345149702
11166.fmnh.1036	2.49150446151
11166.fmnh.902	18.339861344430098
11166.fmnh.1170	5.0163778665729994
11166.fmnh.2694	22.111635520694996
11166.fmnh.1053	14.275486914210102
11166.fmnh.412	28.193799907900107
11166.fmnh.2662	8.703109867490099
11166.fmnh.1288	3.5883597406899996
11166.fmnh.928	8.2891937256001
11166.fmnh.1154	3.5993499250101
11166.fmnh.896	5.14872767011
11166.fmnh.1215	18.393523684700302
11166.fmnh.1212	13.168662950520002
11166.fmnh.2641	8.173182359690003
11166.fmnh.431	25.143606157385996
11166.fmnh.1331	12.71256876567
11166.fmnh.2762	21.283267647530195
11166.fmnh.329	5.7816712616101
11166.fmnh.1181	9.404063192940002
11166.fmnh.1054	8.013952071540102
11166.fmnh.996	8.713400471219499
11166.fmnh.1236	13.687388456727108
11166.fmnh.1177	17.2549931663901
11166.fmnh.1315	23.312408071650207
11166.elephant.Atl.861041	63.180585386667076
11166.elephant.Hous.25695	50.721900997184115
11166.Ele.max.ind.SanDi29.2	58.95064058476619
11166.Ele.max.max.SanDi26.1	71.24844914512519
11166.elephant.Hous.25332	60.24001890909503
11166.elephant.Hous.19269	68.2101434993954
11166.Ostrich.Hous.25735	44.051179462957215
11166.Cassowary.Hous.24664	8.35665878422
11166.Apt.aus.man.SanDi8.1	27.139761847875103
11166.Ele.max.ind.SanDi23.1	67.39775864359598
11166.elephant.Atl.861004	55.891283999442
11166.Mac.par.SanDi22.1	47.91138197493579
11166.elephant.Hous.24329	69.73558909591901
11166.Ele.max.max.SanDi30.2	62.27220839943698
11166.Mac.par.SanDi9.3	42.0551354828048
11166.Ostrich.Hous.25734	44.4216950496273
11166.ATL.24546.ferret	54.75390752634293
11166.NATL.24691.lemur	7.4790702662899955
11166.FD.0265.impala	78.05222273509412
11166.NATL.24736.tamarin	11.300714224447
11166.NATL.24101.kori	13.810475732639999
11166.NATL.24590.rat	75.77139096675637
11166.NZ.16976.A2.NorthIslandWeka	14.399539814570103
11166.AR.M23.flyingsquirrel	25.80034732974069
11166.NATL.25040.lizard	41.63692370214098
11166.NATL.24092.hornbill	5.3814883279801
11166.ATL.24050.lion	8.8887757395571
11166.ATL.24069.tortoise	66.9151932052641
11166.AR.M40.flyingsquirrel	24.657936153891697
11166.NATL.24347.crane	32.059907102650214
11166.NATL.24308.duck	8.527927548850098
11166.NZ.16957.B.kea	13.204397137989005
11166.ATL.25162.frog	21.103802236969997
11166.NATL.24322.raven	93.07676987403825
11166.ATL.24504.skink	59.354832428727605
11166.NATL.24293.bird	8.369777487390001
11166.FD.0223.kudu	94.54736585481078
11166.FD.0369.pig	13.954730277390006
11166.NATL.24376.ibis	16.6442421236001
11166.NATL.24744.crane	9.780145976767102
11166.ATL.24527.pheasant	49.9669190894892
11166.AS.214.wren	11.469564131700102
11166.NATL.24696.tamarin	9.15086714965
11166.NATL.25047.alligator	43.47476717653202
11166.lamprey.24170.lamprey	73.41600312658197
11166.ATL.24079.tiger	16.146273904128797
11166.AR.M63.flyingsquirrel	26.1969052321427
11166.NATL.24245.rat	12.369294675260106
11166.AS.130.blackbird	16.120994498775
11166.NZ.16949.B2.NewZealandbrownteal	22.944140959514506
11166.AR.M1.flyingsquirrel	26.003011727353996
11166.Amphioxus.1.lancelet	68.98932208403012
11166.AR.M7.flyingsquirrel	23.164228825004994
11166.AR.M65.flyingsquirrel	23.782414330386697
11166.NZ.16902.B.diamonddove	10.756069117700003
11166.NATL.24326.b.duck	12.782453983790006
11166.NATL.24689.meerkat	30.284599558923013
11166.FD.boa1a.boa	34.423436145551015
11166.NZ.16994.A.kaka	28.248669606697103
11166.NATL.24664.saki	94.41887998712357
11166.vbat.DR07.colon.vbat	4.3647687392600005
11166.ATL.24503.cockatoo	96.12714564984459
11166.FD.03050.oryx	101.82224647037852
11166.ATL.24436.conure	15.120336078172107
11166.NATL.25056.kiwi	20.9529493964
11166.lamprey.24171.lamprey	63.53115570925112
11166.ATL.25136.fossa	7.33834334639
11166.AR.M46.flyingsquirrel	11.809395150116996
11166.NZ.17027.A.Antipodesparakeet	16.1798985499171
11166.NATL.25020.snake	84.31424800571008
11166.AR.M25.flyingsquirrel	22.725911194209697
11166.NZ.16840.A1.lessershorttailedbat	29.989491409569094
11166.NATL.24260.grosbeak	23.75938682816019
11166.NATL.24338.bird	12.840976737849997
11166.ATL.24564.meerkat	21.358171944512094
11166.NATL.24280.kingfisher	25.915626633340104
11166.AS.084.swallow	19.218150498660002
11166.NATL.25016.python	75.00509511004421
11166.NZ.16973.A2.blueduck	28.253751586270116
11166.ATL.24467.tortoise	48.717301189191105
11166.NZ.16846.A1.NewZealandbrownteal	46.86249978163131
11166.NATL.24629.chinchilla	7.28955865101
11166.NATL.24327.bird	20.174900991930095
11166.NATL.25042.b.gecko	38.2261883578251
11166.lamprey.24172.lamprey	134.45518941624306
11166.NATL.24307.smew	21.3331933976461
11166.NATL.25184.anteater	34.8387651052281
11166.lamprey.35981.lamprey	7.205964673150101
11166.NZ.16856.B.kea	8.589015991319998
11166.EN.7.5.lice	7.005404980949999
11166.NATL.24586.tenrec	38.6030480155349
11166.ATL.24552.vulture	13.118846246564098
11166.NZ.16977.A1.spottedshag	7.326691414620101
11166.NATL.24723.bobcat	29.296309658709095
