	shannon
11166.fmnh.1255	2.3118176239798003
11166.fmnh.2701	1.4913485139853238
11166.fmnh.2649	1.126349511917958
11166.fmnh.1271	2.8878489713327764
11166.fmnh.1013	1.9964221317446091
11166.fmnh.455	3.8871081952657103
11166.fmnh.1014	2.7913160246945368
11166.fmnh.2625	1.3928204681161442
11166.fmnh.2706	4.212431034918547
11166.fmnh.1280	4.003965193146262
11166.fmnh.2632	3.962296058131303
11166.fmnh.1261	0.4354661127908228
11166.fmnh.429	3.836553449905643
11166.fmnh.2735	3.6473760112810716
11166.fmnh.978	1.7542564157101694
11166.fmnh.1199	3.913517052410228
11166.fmnh.1027	4.506137000009478
11166.fmnh.1020	1.8849181939524629
11166.fmnh.2611	0.9498996759143002
11166.fmnh.989	4.412908762913384
11166.fmnh.170	3.832191739274691
11166.fmnh.914	4.961419184210979
11166.fmnh.1266	5.163951896097196
11166.fmnh.2635	0.7710632994148564
11166.fmnh.336	4.374938132509407
11166.fmnh.955	3.3781072277471362
11166.fmnh.1320	4.997506804412637
11166.fmnh.1203	1.6942388673713191
11166.fmnh.2785	3.4826240491790377
11166.fmnh.2650	0.8772433185773868
11166.fmnh.1268	1.6322443843074663
11166.fmnh.420	3.356501297827714
11166.fmnh.1166	2.5273855302493624
11166.fmnh.1304	4.579546821208116
11166.fmnh.1190	5.016853418058814
11166.fmnh.188	4.569524838177857
11166.fmnh.386	4.2745721075411085
11166.fmnh.1197	4.498087541804312
11166.fmnh.2673	0.4953574405240735
11166.fmnh.179	4.679190795676086
11166.fmnh.976	1.8768116875656473
11166.fmnh.1303	3.6593342033458924
11166.fmnh.427	3.5923085083364934
11166.fmnh.2657	3.0917946922324746
11166.fmnh.1299	2.838622765069962
11166.fmnh.2723	4.972760746458703
11166.fmnh.368	3.544682676421534
11166.fmnh.1253	2.1049914883666903
11166.fmnh.327	2.859587941701094
11166.fmnh.921	3.4443408071824906
11166.fmnh.2624	5.507605422761397
11166.fmnh.1012	1.3628937692650676
11166.fmnh.438	3.2296376646494185
11166.fmnh.1188	4.043070814291241
11166.fmnh.2607	2.9921851630983056
11166.fmnh.1036	1.2301579128682962
11166.fmnh.902	4.270065706910942
11166.fmnh.1170	3.7756267412683298
11166.fmnh.2694	2.284797528757161
11166.fmnh.1038	2.7560406207775925
11166.fmnh.1053	1.730377184334807
11166.fmnh.412	1.9038728749623524
11166.fmnh.2662	2.4465739318934867
11166.fmnh.1288	1.7610379705400376
11166.fmnh.928	4.552299099435681
11166.fmnh.1154	1.3332665933404049
11166.fmnh.896	4.0788769784503955
11166.fmnh.1215	3.9731822368479572
11166.fmnh.1212	4.1365703913119445
11166.fmnh.2641	1.3569091398560975
11166.fmnh.431	4.2525744521392275
11166.fmnh.1331	2.705227303803305
11166.fmnh.2762	4.028813533102743
11166.fmnh.329	3.327133124856679
11166.fmnh.1181	1.7948153749876574
11166.fmnh.1054	3.611123357153958
11166.fmnh.996	3.5203371980759846
11166.fmnh.1236	1.3388257213443213
11166.fmnh.1177	2.1020395669294234
11166.fmnh.1315	5.524246312039286
11166.elephant.Atl.861041	7.240197580570739
11166.elephant.Hous.25695	6.953915795249104
11166.Ele.max.ind.SanDi29.2	7.104290580565545
11166.Ele.max.max.SanDi26.1	7.805809688792731
11166.elephant.Hous.25332	7.294831450389517
11166.elephant.Hous.19269	7.2342357157180315
11166.Ostrich.Hous.25735	6.17086350202821
11166.Cassowary.Hous.24664	0.9231476843452225
11166.Apt.aus.man.SanDi8.1	5.548251210110414
11166.Ele.max.ind.SanDi23.1	7.316486826999008
11166.elephant.Atl.861004	6.671400695490217
11166.Mac.par.SanDi22.1	6.659680935112706
11166.elephant.Hous.24329	7.495412975333458
11166.Ele.max.max.SanDi30.2	7.453981126981625
11166.Mac.par.SanDi9.3	6.140529468114996
11166.Ostrich.Hous.25734	6.440972862716514
11166.ATL.24546.ferret	7.222320881592367
11166.NATL.24691.lemur	2.0980652048322663
11166.FD.0265.impala	7.262842959415919
11166.NATL.24736.tamarin	4.575472301525969
11166.NATL.24101.kori	3.8241901408894066
11166.NATL.24590.rat	5.946472376020177
11166.NZ.16976.A2.NorthIslandWeka	1.739941889415742
11166.AR.M23.flyingsquirrel	6.0906821594672635
11166.NATL.25040.lizard	6.359321191159453
11166.NATL.24092.hornbill	1.4624971352904697
11166.ATL.24050.lion	3.6184688438999175
11166.ATL.24069.tortoise	6.011680705915637
11166.AR.M40.flyingsquirrel	5.965423668027336
11166.NATL.24347.crane	4.320528348414329
11166.NATL.24308.duck	2.6392331256153763
11166.NZ.16957.B.kea	2.827512481948577
11166.ATL.25162.frog	4.959089353435629
11166.NATL.24322.raven	5.5847716834569
11166.ATL.24504.skink	6.598460767914564
11166.NATL.24293.bird	2.4656134733662167
11166.FD.0223.kudu	8.046600041515804
11166.FD.0369.pig	2.60937944861977
11166.NATL.24376.ibis	3.3057330440612196
11166.NATL.24744.crane	4.0870131022347245
11166.ATL.24527.pheasant	5.44028639835573
11166.AS.214.wren	2.3455138240469364
11166.NATL.24696.tamarin	3.532732358660255
11166.NATL.25047.alligator	5.416399948908453
11166.lamprey.24170.lamprey	5.207149695428232
11166.ATL.24079.tiger	3.8304524543205147
11166.AR.M63.flyingsquirrel	6.091605570274908
11166.NATL.24245.rat	4.104974841682928
11166.AS.130.blackbird	3.2452079737369655
11166.NZ.16949.B2.NewZealandbrownteal	4.145774775117822
11166.AR.M1.flyingsquirrel	6.391259635457054
11166.Amphioxus.1.lancelet	6.874428230636031
11166.AR.M7.flyingsquirrel	5.318602546209729
11166.AE7VJ10.B.vulture	5.177680664155784
11166.AR.M65.flyingsquirrel	5.0207224583758645
11166.NZ.16902.B.diamonddove	1.9990987949613277
11166.NATL.24326.b.duck	2.526798979140091
11166.NATL.24689.meerkat	4.109337016939098
11166.FD.boa1a.boa	5.343656389378847
11166.NZ.16994.A.kaka	4.013155661062507
11166.NATL.24664.saki	8.07480988156862
11166.vbat.DR07.colon.vbat	1.0678961127590214
11166.ATL.24503.cockatoo	7.359544781822678
11166.FD.03050.oryx	8.35352183923194
11166.ATL.24436.conure	4.717786119366803
11166.NATL.25056.kiwi	3.059601473970313
11166.lamprey.24171.lamprey	6.9873876152805
11166.ATL.25136.fossa	3.1719738940380995
11166.AR.M46.flyingsquirrel	3.2612726784078228
11166.NZ.17027.A.Antipodesparakeet	2.4901206701554544
11166.NATL.25020.snake	4.365968650757842
11166.AR.M25.flyingsquirrel	5.508138689465382
