	shannon
11166.FD.0299.deer	8.36579550612653
11166.TS.145.kudu	7.451260454980807
11166.FD.0438.lion	4.891654724717764
11166.FD.0496.deer	7.304479926196051
11166.ZU.18254.sloth	5.660069288813502
11166.ZU.18227.monitor	4.234214040945844
11166.FD.0088.aardvark	3.4375162107849278
11166.TS.057.warthog	6.218847125850071
11166.FD.0065.deer	8.519503135271435
11166.FD.0048.dromedary	7.518594719829122
11166.TS.126.pangolin	5.300631906279045
11166.ZU.18248.hyrax	6.6036795970326825
11166.TS.174.aardvark	5.413471169419231
11166.FD.0460.okapi	7.2122570033294116
11166.SFM.18277.manatee	5.723069823560594
11166.FD.0277.monkey	1.903322857107081
11166.TS.151.zebra	6.669768624043526
11166.ZU.18236.gecko	6.562559434719987
11166.FD.0024.elephant	7.098426573195776
11166.TS.056b.chat	8.218864398638313
11166.TS.123.pangolin	4.179130062173869
11166.TS.043.chat	4.3980572540275045
11166.FD.0139.loris	5.270374860385964
11166.ZU.18239.elephant	7.754358749622668
11166.TS.056.chat	1.364221586758687
11166.TS.085.porcupine	6.415360092285417
11166.TS.207.wilddog	5.306233126209275
11166.FD.hippo.antelope	7.523095643435241
11166.TS.086.baboon	6.268565391725781
11166.FD.0125.wolf	3.5195653401695215
11166.FD.0428.springbok	7.787061926534584
11166.TS.150.zebra	7.994512033396383
11166.FD.0259.monkey	4.259301719853305
11166.ZU.18195.wolf	4.166557514098291
11166.FD.0425.lutung	6.540807020291278
11166.TS.115.pangolin	1.5516439516883502
11166.FD.0013.addax	8.300141143949574
11166.FD.0020.antelope	8.333308635749384
11166.ZU.18242.sloth	6.469773050138808
11166.TS.182.giraffe	7.171021292407313
11166.TS.166.giraffe	7.552916242267884
11166.FD.0282.otter	1.5851870419904934
11166.FD.0174.antelope	7.188633755149204
11166.TS.129.pangolin	5.882888090789712
11166.TS.161.antelope	7.1711519869665095
11166.TS.042.warthog	6.924653109454994
11166.TS.152.eland	7.805300892837563
11166.FD.0458.elephant	7.095253802995807
11166.TS.114.pangolin	1.6650591881494765
11166.FD.0031.rhinoceros	7.1179189492553645
11166.FD.0087.aardvark	3.816135881514541
11166.FD.0241.wallaby	6.593232552710994
11166.FD.0316.mangabey	7.006993074754538
11166.TS.135.aardvark	4.5262144333197245
11166.ZU.18199.gorilla	7.039628976847521
11166.TS.153.eland	7.789092865770473
11166.TS.088.wildebeest	7.4930938168363745
11166.TS.015.flycatcher	7.5556051282146175
11166.TS.209.wilddog	4.9629324148929586
11166.TS.065.baboon	6.163507989028445
11166.TS.155.hartebeest	7.59443613916698
11166.TS.061.gemsbok	7.92457535819309
11166.ZU.18231.monitor	5.142558285444903
11166.FD.0045.ass	7.151007455212426
11166.ZU.18240.elephant	7.78379287722689
11166.ZU.18223.gecko	5.223921175168715
11166.FD.0099.wolf	2.7383180937852156
11166.FD.0084.mousedeer	3.1033788937748987
11166.TS.006.rhino	5.730945401472745
11166.TS.040.warthog	6.3824445225173445
11166.FD.0499.fox	4.95622910320433
11166.TS.067.porcupine	5.681550322871365
11166.TS.208.wilddog	4.801671332695249
11166.FD.0456.mongoose	4.629497885650174
11166.ZU.18269.anteater	4.188598751966922
11166.FD.0500.meerkat	2.983271148938592
11166.FD.0089.aardvark	4.120349461589358
11166.FD.0313.mangabey	6.781376804424125
11166.FD.0077.eland	7.013023068405063
11166.TS.127.pangolin	6.590840823888084
11166.TS.175.aardvark	5.391644411257014
11166.TS.098.rockrabbit	5.496633782518712
11166.TS.176.zebra	8.571721840209669
11166.TS.142.kudu	7.275915703562712
11166.ZU.18245.elephant	7.723776261230473
11166.TS.210.wilddog	4.798164540276394
11166.TS.170.impala	7.150921267741661
11166.TS.159.antelope	7.518868426600692
11166.FD.0019.antelope	8.197678786434219
11166.TS.172.impala	7.468208668014096
11166.FD.0014.addax	8.246708059898404
11166.FD.0244.tortoise	6.100488983530851
11166.FD.0439.cougar	3.9297831268204773
11166.TS.146.rhinoceros	7.268049820884282
11166.FD.0171.antelope	6.775387595703074
11166.TS.168.impala	7.888379126392643
11166.FD.0147.capuchin	3.931699731868437
11166.ZU.18208.tapir	5.208312942800179
11166.ZU.18190.lion	3.163544537233274
11166.SFM.18281.manatee	5.133960829658694
11166.TS.100.eland	7.182959362339716
11166.artic.squirrel.673	7.676440933491741
11166.artic.squirrel.9532	6.661805575400258
11166.artic.squirrel.8846	6.829860483966664
11166.artic.squirrel.9674	8.125628642559619
11166.artic.squirrel.659	7.308357946260038
11166.artic.squirrel.665	6.612607907514294
11166.artic.squirrel.9074	8.257641945919003
11166.artic.squirrel.8832	6.29286774955214
11166.artic.squirrel.648	6.64134177360166
11166.artic.squirrel.593	6.390815829167544
11166.artic.squirrel.8850	7.035152851750357
11166.artic.squirrel.8840	6.868846700663651
11166.artic.squirrel.651	6.802915997005733
11166.Ostrich1.ACAD.4	5.568934459384827
11166.artic.squirrel.8851	5.33231128621012
11166.artic.squirrel.9525	6.76142942681362
11166.artic.squirrel.9540	7.1847537304229565
11166.artic.squirrel.9592	6.9409365131812
11166.artic.squirrel.8852	7.341686041342888
11166.artic.squirrel.9569	7.257562128637133
11166.emu.ACAD.3	1.2116663073977194
11166.cassowary.ACAD.2	3.565274819979885
11166.artic.squirrel.8844	7.014614095365224
11166.artic.squirrel.9555	7.189656856101155
11166.artic.squirrel.655	7.0466263389839785
11166.Rhea.ACAD.5	5.798561832493905
11166.artic.squirrel.9561	7.705288316053301
11166.artic.squirrel.645	5.321083766798761
11166.artic.squirrel.9599	6.992542545165595
11166.artic.squirrel.8853	6.62754880961722
11166.Ostrich2.ACAD.6	5.215055496596477
11166.artic.squirrel.636	6.845732090293881
11166.artic.squirrel.8739	7.408596175562702
11166.fmnh.198	3.5148934370926415
11166.fmnh.2570	6.651812306573148
11166.fmnh.1148	5.0278233168377895
11166.fmnh.2577	4.057103508720727
11166.fmnh.2553	5.222333626270826
11166.fmnh.1100	3.7668917023691213
11166.fmnh.228	3.103954528027256
11166.fmnh.2843	0.8645702115944929
11166.fmnh.1062	1.4574001079080263
11166.fmnh.2579	0.21775321865401526
11166.fmnh.2515	0.07548152497058491
11166.fmnh.2860	1.5709375354258126
11166.fmnh.2566	2.082841437703441
11166.fmnh.239	1.724866706250187
11166.fmnh.1059	4.775992004524056
11166.fmnh.2814	0.7243123392249627
11166.fmnh.2855	0.41840877543596416
11166.fmnh.2527	1.352752665542964
11166.fmnh.2839	1.2338698089164055
11166.fmnh.1057	4.734294394668492
11166.fmnh.2797	1.0380026988016047
11166.fmnh.1108	2.6756771387533638
11166.fmnh.1064	0.13290668642776654
11166.fmnh.1147	3.93651012147007
11166.fmnh.2578	4.094114969086498
11166.fmnh.1095	4.066799946026891
11166.fmnh.2827	6.53264201914961
11166.fmnh.229	2.680724810831781
11166.fmnh.2539	4.763540976743515
11166.fmnh.2571	0.5603275397076443
11166.fmnh.1149	4.979026480367936
11166.fmnh.2555	0.3683849592671039
11166.fmnh.199	2.276171499953902
11166.fmnh.1072	6.3268252334458746
11166.fmnh.1083	2.2043905981449416
11166.fmnh.2505	0.9403958496056906
11166.fmnh.2791	1.3142655091531
11166.fmnh.2815	1.9736921184038043
11166.fmnh.1133	2.3302753115738444
11166.fmnh.1117	5.2522515784375585
11166.fmnh.1110	3.7804239992543125
11166.fmnh.238	3.3477418502837213
11166.fmnh.1071	3.771508467741948
11166.fmnh.1087	4.899118023425115
11166.fmnh.1139	1.5202446596633623
11166.fmnh.235	2.410763558338106
11166.fmnh.2857	0.8145911841029088
11166.fmnh.2818	3.6546850663824992
11166.fmnh.1078	4.645559931667198
11166.fmnh.2816	1.313270743492301
11166.fmnh.2563	0.2961551031570537
11166.fmnh.285	5.375939396141149
11166.fmnh.2859	1.3165296999204792
11166.fmnh.2540	2.6271581317281893
11166.fmnh.1137	3.6122315657129787
11166.fmnh.2564	1.4598457246114434
11166.fmnh.1089	5.338569982049212
11166.fmnh.1091	3.724211327809394
11166.fmnh.1144	3.5648331209870054
11166.fmnh.1143	4.156448102036968
11166.fmnh.1096	3.8733966722674995
11166.fmnh.2534	3.9802129991012505
11166.fmnh.2824	3.3655883055854976
11166.fmnh.1102	1.7910058657417567
11166.fmnh.2575	1.8306085038944582
11166.fmnh.209	2.5386079294056136
11166.fmnh.262	1.8687972300212436
11166.fmnh.1105	4.642168193593885
11166.fmnh.2823	1.6554739906185936
11166.fmnh.275	3.747105833542257
11166.fmnh.1136	3.6765043533156465
11166.fmnh.1112	4.055027512633539
11166.fmnh.1115	3.6388887182048477
11166.fmnh.2858	1.5638545376690245
11166.fmnh.1131	2.703613195245076
11166.fmnh.2562	2.8908322679258625
11166.fmnh.2817	1.2698240730940202
11166.fmnh.219	1.8458481224158523
11166.fmnh.2856	1.1179087382804713
11166.fmnh.2875	1.59440233520053
11166.fmnh.1070	1.8355934056615246
11166.fmnh.247	2.013527498852243
11166.fmnh.263	4.2757116796197066
11166.fmnh.2585	3.899411372425078
11166.fmnh.2574	0.5301489646186472
11166.fmnh.2550	3.0487018755824744
11166.fmnh.1061	3.9932706511151124
11166.fmnh.1129	2.666371439734899
11166.fmnh.1142	5.755679304084488
11166.fmnh.1097	4.305080921850244
11166.fmnh.1090	0.9514738685423525
11166.fmnh.1066	5.756311732083572
11166.fmnh.2808	4.7094230442634615
11166.fmnh.222	5.0155951928739455
11166.fmnh.1318	2.2872060699799848
11166.fmnh.162	2.7750092493853917
11166.fmnh.2603	2.71997802747224
11166.fmnh.2704	3.5740476958019047
11166.fmnh.922	3.6086787476296265
11166.fmnh.2627	2.2891351883938738
11166.fmnh.1274	3.7520883865054246
11166.fmnh.2620	0.78401492735792
11166.fmnh.1011	2.1089655973147723
11166.fmnh.2703	3.6422854718386857
11166.fmnh.2604	1.8134787741213796
11166.fmnh.1257	1.9975748355155232
11166.fmnh.2729	3.6138470055877363
11166.fmnh.411	3.5994883513019986
11166.fmnh.1259	3.2028994595812743
11166.fmnh.2661	0.6744662435489573
11166.fmnh.992	3.284963323480776
11166.fmnh.1216	4.901050694921522
11166.fmnh.2629	3.92414547627668
11166.fmnh.1332	1.2713547896355926
11166.fmnh.892	4.182693030014646
11166.fmnh.995	2.205246934905012
11166.fmnh.1235	1.4466203764710401
11166.fmnh.2666	0.9392728165949319
11166.fmnh.908	3.777644205423151
11166.fmnh.1174	2.716684872774425
11166.fmnh.332	2.479761500694976
11166.fmnh.934	3.3036280114311976
11166.fmnh.2712	5.791126716551842
11166.fmnh.1262	1.3348113754098072
11166.fmnh.1209	4.2481057947734175
11166.fmnh.2736	3.189659436989105
11166.fmnh.182	2.8900512022283835
11166.fmnh.2615	0.26585943320025424
11166.fmnh.1024	3.291994509506355
11166.fmnh.409	1.4769918697382696
11166.fmnh.1023	1.727636420651598
11166.fmnh.917	1.3260194063387667
11166.fmnh.1309	4.450021649687706
11166.fmnh.1265	3.646816034229031
11166.fmnh.2788	3.1578815935874283
11166.fmnh.958	3.4843891969210667
11166.fmnh.157	3.657936982701914
11166.fmnh.1293	4.392294428345194
11166.fmnh.2770	4.136605134216888
11166.fmnh.956	3.1959738849994186
11166.fmnh.1323	1.6404384130762357
11166.fmnh.2653	0.5785070638878747
11166.fmnh.1165	4.010388870307505
11166.fmnh.919	3.682661369278333
11166.fmnh.1046	1.0018424726005069
11166.fmnh.1193	2.7926811030803145
11166.fmnh.400	5.247690352683486
11166.fmnh.2670	1.390048896312493
11166.fmnh.1223	3.9690507435974496
11166.fmnh.1162	4.28929818811487
11166.fmnh.975	1.5678197552755249
11166.fmnh.1207	6.851300105807935
11166.fmnh.2781	1.6697262788679168
11166.fmnh.1175	2.4554993565906527
11166.fmnh.1317	4.556539493236599
11166.fmnh.1183	5.169934550397794
11166.fmnh.1056	3.697860792598264
11166.fmnh.2643	2.792159543866072
11166.fmnh.433	2.661470522083489
11166.fmnh.434	0.05150616270009711
11166.fmnh.1156	3.242520345206727
11166.fmnh.1233	5.7163038818893375
11166.fmnh.410	2.00213608045208
11166.fmnh.1258	3.6845136910594767
11166.fmnh.1184	3.355774959159381
11166.fmnh.1310	5.467402852502144
11166.fmnh.2743	1.207327284611042
11166.fmnh.308	2.777263712199974
11166.fmnh.2698	1.2402508327634905
11166.fmnh.164	4.4582348889918615
11166.fmnh.2702	0.7760387590822557
11166.fmnh.924	3.7911195669949027
11166.fmnh.1010	3.637847822557704
11166.fmnh.1275	3.829740199630066
11166.fmnh.325	3.2640656522989273
11166.fmnh.163	3.2585296760268725
11166.fmnh.2776	0.1643745997555901
11166.fmnh.2780	1.033679219052393
11166.fmnh.1206	5.06310556130093
11166.fmnh.2739	6.13441944630484
11166.fmnh.982	5.725366780080183
11166.fmnh.1249	4.274283308702518
11166.fmnh.1040	3.6725253262345032
11166.fmnh.1047	1.997776625964355
11166.fmnh.1192	4.251296792995798
11166.fmnh.985	3.7787209208440604
11166.fmnh.383	4.9292206865912185
11166.fmnh.2755	1.3952407562574602
11166.fmnh.918	2.8553690518064916
11166.fmnh.1201	4.087435525893601
11166.fmnh.422	4.722737983243743
11166.fmnh.1322	4.3135763870470605
11166.fmnh.932	1.3071000223319893
11166.fmnh.2714	1.1594264641079892
11166.fmnh.1264	4.8976449140416864
11166.fmnh.2789	2.763252881171663
11166.fmnh.447	1.9998983629376068
11166.fmnh.2637	2.8914117601279075
11166.fmnh.2730	2.1454966677798097
11166.fmnh.1022	2.0810265332274445
11166.fmnh.2613	2.471554096036186
11166.fmnh.1049	4.219157647342952
11166.fmnh.1247	3.3479863352955945
11166.fmnh.2614	2.293531390230688
11166.fmnh.2630	1.1711836612067477
11166.fmnh.1263	3.6030971433289944
11166.fmnh.2713	3.881799876442987
11166.fmnh.935	4.002553852009812
11166.fmnh.953	2.233230098342558
11166.fmnh.2775	4.5306925861513765
11166.fmnh.1298	3.9895267180064806
11166.fmnh.2783	3.8724300261326006
11166.fmnh.1160	2.5509844072502346
11166.fmnh.402	3.3260288367771853
11166.fmnh.387	3.5823228039316173
11166.fmnh.986	2.4396279713468862
11166.fmnh.2675	2.6700638990710996
11166.fmnh.1044	2.406113550272025
11166.fmnh.970	1.477091861802326
11166.fmnh.2772	2.3966201698713987
11166.fmnh.1321	1.015489316452099
11166.fmnh.289	4.28296907545567
11166.fmnh.931	3.0807423827678084
11166.fmnh.444	5.589774892557996
11166.fmnh.1267	5.568657180618844
11166.fmnh.915	1.3412563266558153
11166.fmnh.1021	1.2706531978309428
11166.fmnh.187	3.3227421670358734
11166.fmnh.180	3.912433015771435
11166.fmnh.1198	3.9031642562789735
11166.fmnh.1260	3.211075252524988
11166.fmnh.936	3.7038669320640207
11166.fmnh.1314	4.049628246997966
11166.fmnh.2664	5.288394571592371
11166.fmnh.945	2.8227892737755536
11166.fmnh.430	4.0993079198426
11166.fmnh.1214	4.29385897162937
11166.fmnh.929	3.766291037519451
11166.fmnh.2764	0.457033586727865
11166.fmnh.1155	3.7349042387580598
11166.fmnh.990	3.362191772354498
11166.fmnh.396	3.5729075354213995
11166.fmnh.2740	3.1808916918939443
11166.fmnh.1171	3.5239931380929317
11166.fmnh.1313	5.360414786530905
11166.fmnh.2725	4.137661233291598
11166.fmnh.398	4.3797587521389225
11166.fmnh.1189	3.72370501308552
11166.fmnh.1255	2.3224629327720256
11166.fmnh.2701	1.4803093878420857
11166.fmnh.2649	1.0927032986475207
11166.fmnh.1271	2.934547674407201
11166.fmnh.1013	1.939409876641207
11166.fmnh.1014	2.788173248864274
11166.fmnh.2625	1.4329815339507228
11166.fmnh.2706	4.246160887842145
11166.fmnh.2632	3.9802842449149556
11166.fmnh.1261	0.4370072300056276
11166.fmnh.429	3.8721988470984274
11166.fmnh.2735	3.682310925109334
11166.fmnh.978	1.805696581536821
11166.fmnh.1199	3.892327504632711
11166.fmnh.1027	4.5676991278685115
11166.fmnh.1020	1.9176207705021788
11166.fmnh.2611	0.9758506116265878
11166.fmnh.989	4.466676242951346
11166.fmnh.170	3.8533991972426502
11166.fmnh.914	4.998314527298551
11166.fmnh.1266	5.198236686698218
11166.fmnh.2635	0.754454079397767
11166.fmnh.336	4.409731923819981
11166.fmnh.1320	4.979851745277865
11166.fmnh.1203	1.6700379647910317
11166.fmnh.2785	3.5153626307964343
11166.fmnh.2650	0.917767864767829
11166.fmnh.1268	1.6629670653318
11166.fmnh.420	3.340917241508426
11166.fmnh.1166	2.5211833132895616
11166.fmnh.1304	4.6119119498484915
11166.fmnh.1190	5.035191223409177
11166.fmnh.188	4.545555530024075
11166.fmnh.386	4.228176685278994
11166.fmnh.1197	4.486165018745387
11166.fmnh.2673	0.5143552930555843
11166.fmnh.179	4.719106186997949
11166.fmnh.976	1.903942017163619
11166.fmnh.1303	3.691068788373654
11166.fmnh.427	3.6233492817995
11166.fmnh.2657	3.054059211821559
11166.fmnh.1299	2.835784877799121
11166.fmnh.2723	5.006201667985832
11166.fmnh.368	3.5200520281971532
11166.fmnh.1253	2.136248618205015
11166.fmnh.327	2.872905127647983
11166.fmnh.921	3.4340015355240703
11166.fmnh.2624	5.592897562735641
11166.fmnh.1012	1.3440271761241842
11166.fmnh.438	3.2026480455666984
11166.fmnh.1188	4.038439149867288
11166.fmnh.2607	2.9519626092911833
11166.fmnh.1036	1.245163553276791
11166.fmnh.902	4.315132450660592
11166.fmnh.1170	3.7892141040752034
11166.fmnh.2694	2.2503147658854328
11166.fmnh.1053	1.7525078289276488
11166.fmnh.412	1.850383424981701
11166.fmnh.2662	2.453660689390222
11166.fmnh.1288	1.7874615799251612
11166.fmnh.928	4.542299269911342
11166.fmnh.1154	1.2853826542930669
11166.fmnh.896	4.060345757529325
11166.fmnh.1215	3.945180949007736
11166.fmnh.1212	4.164811772134819
11166.fmnh.2641	1.3393653941926937
11166.fmnh.431	4.240030660350525
11166.fmnh.1331	2.6681672464590944
11166.fmnh.2762	4.079816529849101
11166.fmnh.329	3.30935203304828
11166.fmnh.1181	1.811812994039888
11166.fmnh.1054	3.6254917542398912
11166.fmnh.996	3.5140170043031946
11166.fmnh.1236	1.246508593626358
11166.fmnh.1177	2.1231968538694046
11166.fmnh.1315	5.512028273594695
11166.elephant.Atl.861041	7.291479993144614
11166.elephant.Hous.25695	6.951562507951647
11166.Ele.max.ind.SanDi29.2	7.164092260001795
11166.Ele.max.max.SanDi26.1	7.888554379322933
11166.elephant.Hous.25332	7.343063153214605
11166.elephant.Hous.19269	7.338297622959771
11166.Ostrich.Hous.25735	6.219294061149023
11166.Cassowary.Hous.24664	0.9234756718400066
11166.Apt.aus.man.SanDi8.1	5.539746163836356
11166.Ele.max.ind.SanDi23.1	7.319680370528408
11166.elephant.Atl.861004	6.753923946575366
11166.Mac.par.SanDi22.1	6.713837041227705
11166.elephant.Hous.24329	7.502364885932046
11166.Ele.max.max.SanDi30.2	7.471809277640254
11166.Mac.par.SanDi9.3	6.174674599639846
11166.Ostrich.Hous.25734	6.521614416922743
11166.ATL.24546.ferret	7.295647098296558
11166.NATL.24691.lemur	2.136452603124507
11166.FD.0265.impala	7.361051280341015
11166.NATL.24736.tamarin	4.597479224477548
11166.NATL.24101.kori	3.823373432817795
11166.NATL.24590.rat	5.997552783219466
11166.NZ.16976.A2.NorthIslandWeka	1.7922222255292828
11166.AR.M23.flyingsquirrel	6.0707572943465475
11166.NATL.25040.lizard	6.387850787792153
11166.NATL.24092.hornbill	1.4563654316769736
11166.ATL.24050.lion	3.6829837558516814
11166.ATL.24069.tortoise	6.03689275907739
11166.AR.M40.flyingsquirrel	5.987428354166601
11166.NATL.24347.crane	4.34582497488869
11166.NATL.24308.duck	2.64476674796171
11166.NZ.16957.B.kea	2.8318794839953596
11166.ATL.25162.frog	4.975625854725267
11166.NATL.24322.raven	5.655824678064087
11166.ATL.24504.skink	6.704359129025192
11166.NATL.24293.bird	2.4396282765745
11166.FD.0223.kudu	8.138705899145183
11166.FD.0369.pig	2.6199062879200627
11166.NATL.24376.ibis	3.343138576300717
11166.NATL.24744.crane	4.019332790487224
11166.ATL.24527.pheasant	5.4680360674125374
11166.AS.214.wren	2.340508668917082
11166.NATL.24696.tamarin	3.5450444859237944
11166.NATL.25047.alligator	5.475463246625752
11166.lamprey.24170.lamprey	5.355145972409607
11166.ATL.24079.tiger	3.8942805750608316
11166.AR.M63.flyingsquirrel	6.122237893590213
11166.NATL.24245.rat	4.105264896449007
11166.AS.130.blackbird	3.225134033728406
11166.NZ.16949.B2.NewZealandbrownteal	4.163426362954356
11166.AR.M1.flyingsquirrel	6.43581441957825
11166.Amphioxus.1.lancelet	6.8919082657611215
11166.AR.M7.flyingsquirrel	5.360653420881804
11166.AR.M65.flyingsquirrel	5.108897397580958
11166.NZ.16902.B.diamonddove	1.9862539553288585
11166.NATL.24326.b.duck	2.4850271667023605
11166.NATL.24689.meerkat	4.158794059586106
11166.FD.boa1a.boa	5.3938617011039005
11166.NZ.16994.A.kaka	4.005996992689047
11166.NATL.24664.saki	8.100410810908677
11166.vbat.DR07.colon.vbat	1.0537863903933293
11166.ATL.24503.cockatoo	7.420990090145645
11166.FD.03050.oryx	8.47267707616774
11166.ATL.24436.conure	4.748492372577359
11166.NATL.25056.kiwi	3.110667986831725
11166.lamprey.24171.lamprey	7.039727161748804
11166.ATL.25136.fossa	3.192453648011901
11166.AR.M46.flyingsquirrel	3.274147938357852
11166.NZ.17027.A.Antipodesparakeet	2.4477812997302744
11166.NATL.25020.snake	4.4263376088585105
11166.AR.M25.flyingsquirrel	5.56744273449197
11166.NZ.16840.A1.lessershorttailedbat	3.834120938476983
11166.NATL.24260.grosbeak	2.8839335528785988
11166.NATL.24338.bird	3.276276691059853
11166.ATL.24564.meerkat	4.65694278938528
11166.NATL.24280.kingfisher	4.723108871485407
11166.AS.084.swallow	3.687764704546876
11166.NATL.25016.python	7.26894105322328
11166.NZ.16973.A2.blueduck	3.6034278197979535
11166.ATL.24467.tortoise	5.897523556594366
11166.NZ.16846.A1.NewZealandbrownteal	6.485526226236583
11166.NATL.24629.chinchilla	2.323610005985228
