	observed_otus
11166.NATL.24088.kori	32
11166.NZ.16964.B1.takahe	84
11166.AS.107.woodpecker	183
11166.NZ.16863.A.NewZealandbrownteal	278
11166.NATL.24233.shres	261
11166.NZ.17015.B.kaka	42
11166.NATL.25014.crane	186
11166.NATL.24313.oropendula	145
11166.ATL.24073.a.kori	101
11166.AR.M41.flyingsquirrel	240
11166.NZ.17009.B.kaka	222
11166.NZ.16964.B2.takahe	65
11166.AS.154.cowbird	22
11166.AS.062.tanager	38
11166.AR.M47.flyingsquirrel	80
11166.NATL.25062.anteater	673
11166.ATL.24429.dragon	315
11166.AS.089.pewee	16
11166.NZ.16974.A2.lessershorttailedbat	51
11166.vbat.DR4.anal.vbat	621
11166.ATL.24428.dragon	313
11166.lamprey.24166.lamprey	85
11166.lamprey.24182.lamprey	130
11166.NZ.16907.B.bellbird	229
11166.NATL.24343.b.dove	50
11166.FD.0345.siamang	341
11166.ATL.24511.toucan	133
11166.NATL.24628.owl	95
11166.NZ.16905.B.NorthIslandbrownkiwi	54
11166.ATL.25140.frog	257
11166.AR.M24.flyingsquirrel	214
11166.NATL.25072.phorse	229
11166.Amphioxus.5.lancelet	293
11166.AS.091.oriole	20
11166.AR.M64.flyingsquirrel	238
11166.AE2QI98.B.vulture	381
11166.NZ.16996.A.NorthIslandkaka	40
11166.AR.M6.flyingsquirrel	170
11166.ATL.24058.pig	387
11166.UM.24917.finch	219
11166.AS.095.oriole	25
11166.NZ.17005.B.kaka	49
11166.AR.M81.flyingsquirrel	140
11166.NATL.24279.frog	208
11166.NZ.17006.B.kaka	32
11166.ATL.24054.goat	761
11166.NZ.17000.A2.littlebluepenguin	74
11166.NATL.24324.cuckoo	131
11166.ATL.24495.starling	139
11166.NATL.24713.mongoose	316
11166.UM.24976.finch	74
11166.AE2QI98.A.vulture	259
11166.NATL.24682.mongoose	262
11166.NATL.24622.squirrel	135
11166.ATL.24578.porcupine	494
11166.NATL.24263.frog	294
11166.AR.M68.flyingsquirrel	97
11166.EN.9.5.tick	44
11166.NZ.17010.A2.tui	41
11166.AS.112.woodpecker	25
11166.NATL.25034.b.lizard	85
11166.NZ.16966.B.Antipodesparakeet	51
11166.FD.0445.orangutan	424
11166.ATL.25150.frog	194
11166.NZ.16948.B1.shoveler	148
11166.ATL.24432.chameleon	242
11166.AE7VG78.A.vulture	271
11166.UM.24896.finch	626
11166.lamprey.24181.lamprey	145
11166.lamprey.24165.lamprey	131
11166.ATL.24526.kinkajou	23
11166.AR.M28.flyingsquirrel	194
11166.ATL.24533.owl	324
11166.ATL.24404.dragon	302
11166.ATL.25149.basilisk	142
11166.NATL.24729.bear	201
11166.AS.148.nighthawk	170
11166.NZ.16896.B.sulphurcrestedcockatoo	153
11166.NZ.17022.B.NorthIslandkaka	149
11166.FD.0420.ass	119
11166.FD.0492.springbok	717
11166.lamprey.24179.lamprey	40
11166.NZ.16951.B.kea	102
11166.NATL.24107.b.rhea	402
11166.vbat.DR17.colon.vbat	15
11166.NZ.16976.B1.NorthIslandWeka	56
11166.NATL.24287.nakedmolerat	179
11166.ATL.25122.zebra	536
11166.NATL.25082.tinamou	313
11166.NATL.25015.cassowary	31
11166.NZ.16964.A1.takahe	55
11166.ATL.24085.tortoise	329
11166.NATL.24231.crane	152
11166.FD.01830.impala	704
11166.NATL.24335.cuckoo	155
11166.NZ.16964.A2.takahe	44
11166.ATL.24413.dragon	289
11166.NATL.24097.kori	28
11166.ATL.24528.toucan	75
11166.UM.25005.finch	191
11166.NATL.24359.shrew	343
11166.ATL.24066.tortoise	579
11166.FD.0297.sheep	870
11166.lamprey.24178.lamprey	40
11166.NATL.24750.peacock	207
11166.NATL.25055.tamarin	467
11166.EN.3.5.tick	90
11166.FD.18888.mara	67
11166.NATL.24325.woodpecker	22
11166.NATL.24756.seriema	208
11166.FD.0403.blackbuck	717
11166.AS.147.longspur	58
11166.ATL.25168.chameleon	146
11166.NATL.25076.a.kingsnake	143
11166.NATL.25037.tortoise	307
11166.NZ.16882.A.Australiankingparrot	85
11166.NATL.24757.hyrax	168
11166.NZ.16968.B.dotterel	6
11166.AS.212.lark	52
11166.lamprey.24164.lamprey	979
11166.lamprey.24180.lamprey	67
11166.NATL.24390.frog	152
11166.NATL.25049.b.seriema	229
11166.AR.M53.flyingsquirrel	257
11166.EN.2.6.flea	135
11166.ATL.25137.tamarin	142
11166.UM.24894.finch	425
11166.NZ.16840.B1.lessershorttailedbat	392
11166.ATL.25167.gecko	130
11166.ATL.25134.basilisk	235
11166.NATL.24702.curassow	525
11166.EN.2.3.flea	201
11166.vbat.DR25.colon.vbat	25
11166.AR.M30.flyingsquirrel	207
11166.FD.0479.tamarin	111
11166.NZ.16904.A.bellbird	98
11166.ATL.25157.gecko	153
11166.NATL.25051.curassow	61
11166.AR.M70.flyingsquirrel	107
11166.FD.0447.lemur	210
11166.AS.110.oriole	58
11166.ATL.24461.cockatoo	1032
11166.NATL.24103.owl	54
11166.NATL.24739.marmoset	144
11166.ATL.24505.magpie	466
11166.NATL.24273.sunbittern	40
11166.NATL.24310.duck	190
11166.NATL.25031.b.lizard	254
11166.ATL.24999.orangutan	343
11166.AS.203.wren	95
11166.ATL.25156.basilisk	187
11166.AS.035.cardinal	27
11166.NATL.24708.titi	304
11166.ATL.24471.gecko	241
11166.NATL.25031.a.lizard	311
11166.NZ.16976.A1.NorthIslandWeka	65
11166.AR.M13.flyingsquirrel	207
11166.EN.2.9.flea	107
11166.NZ.17033.A1.emu	76
11166.NATL.24315.duck	254
11166.NATL.24715.b.kingsnake	29
11166.AR.M15.flyingsquirrel	120
11166.NATL.24221.salamander	403
11166.FD.0153.wildebeest	603
11166.FD.18916.serval	100
11166.FD.0577.jaguarundi	56
11166.EN.7.7.lice	35
11166.AS.194.meadowlark	45
11166.FD.0452.chital	929
11166.FD.0574.kinkajou	76
11166.ATL.25007.hedgehog	181
11166.ATL.24059.giraffe	513
11166.ATL.24468.budgerigar	124
11166.NATL.24589.shrew	483
11166.ATL.24078.sunbear	133
11166.AR.M76.flyingsquirrel	151
11166.EN.7.2.lice	48
11166.EN.1.8.lice	106
11166.UM.24994.finch	592
11166.EN.4.8.lice	57
11166.NZ.16911.A.Australiankingparrot	59
11166.EN.1.7.lice	133
11166.NZ.16874.A2.kakapo	45
11166.AR.M36.flyingsquirrel	207
11166.NATL.24341.cuckoo	187
11166.NATL.25052.bettong	154
11166.ATL.24510.flamingo	95
11166.ATL.24568.flamingo	71
11166.ATL.24483.eagle	78
11166.EN.1.2.lice	201
11166.NZ.16874.A1.kakapo	22
11166.ATL.24450.vulture	38
11166.FD.18943.lion	82
11166.vbat.DR28.colon.vbat	12
11166.FD.0322.Vicugna	783
11166.NATL.24699.bettong	212
11166.AR.M55.flyingsquirrel	239
11166.NATL.24244.salamander	410
11166.lamprey.24163.lamprey	353
11166.NZ.16962.A2.littlebluepenguin	133
11166.NATL.24698.rhea	412
11166.NATL.25044.crocodile	339
11166.NATL.24658.armadillo	149
11166.NZ.16842.A1.lessershorttailedbat	101
11166.ATL.24060.b.pheasant	401
11166.AR.M59.flyingsquirrel	176
11166.NZ.16948.A2.shoveler	357
11166.NZ.16863.B.NewZealandbrownteal	338
11166.NZ.16874.B2.kakapo	30
11166.EN.3.10.tick	16
11166.lamprey.24160.lamprey	529
11166.FD.0348.tamarin	70
11166.AS.116.woodpecker	67
11166.NATL.25030.squirrel	166
11166.NZ.16875.A.CampbellIslandflightlessteal	536
11166.NATL.24091.curassow	101
11166.ATL.24086.b.cassowary	28
11166.NATL.24249.nakedmolerat	31
11166.ATL.24983.guenon	268
11166.NZ.16874.B1.kakapo	24
11166.NATL.24735.porcupine	156
11166.NATL.24397.raven	281
11166.UM.24985.finch	326
11166.ATL.24084.otter	281
11166.FD.0462.rhinoceros	438
11166.ATL.24979.colobus	234
11166.NZ.17033.B2.emu	96
11166.NATL.24627.degu	157
11166.ATL.24452.dragon	311
11166.AS.146.killdeer	114
11166.NATL.24240.squirrel	186
11166.AR.M19.flyingsquirrel	89
11166.NATL.24742.mongoose	59
11166.ATL.24549.crane	55
11166.FD.0571.armadillo	233
11166.ATL.25139.chameleon	302
11166.ATL.24550.armadillo	147
11166.AS.024.cardinal	70
11166.ATL.24090.b.cassowary	29
11166.NZ.16885.A.Australiankingparrot	209
11166.AS.109.ovenbird	44
11166.FD.18740.okapi	55
11166.ATL.24485.tortoise	239
11166.lamprey.24161.lamprey	627
11166.NZ.17028.A.NewZealandshoveler	152
11166.NZ.17052.B.NorthIslandbrownkiwi	379
11166.NATL.24294.bird	34
11166.ATL.24053.bongo	437
11166.NATL.24687.tamarin	234
11166.FD.0466.langur	430
11166.ATL.24579.pheasant	939
11166.FD.0573.tamandua	322
11166.NATL.24094.tinamou	37
11166.AS.119.killdeer	78
11166.NATL.24094.b.tinamou	327
11166.NATL.24750.b.peacock	377
11166.NATL.24259.frog	221
11166.AS.070.blackbird	81
11166.NZ.16962.A1.littlebluepenguin	142
11166.NATL.24258.duck	29
11166.NZ.16889.A.kaka	292
11166.NATL.24257.spoonbill	178
11166.ATL.24082.sunbear	27
11166.AS.113.wren	32
11166.AS.197.longspur	83
11166.NATL.24717.porcupine	98
11166.FD.0351.colobus	169
11166.NATL.24344.owl	122
11166.ATL.25146.sloth	281
11166.ATL.24498.python	59
11166.AR.M82.flyingsquirrel	130
11166.ATL.25120.gorilla	518
11166.NZ.16960.B1.blueduck	139
11166.NZ.16971.A.morepork	77
11166.UM.24883.vfinch	92
11166.AS.163.grosbeak	140
11166.ATL.24508.flamingo	370
11166.lamprey.24365.lamprey	4
11166.NATL.25050.kori	434
11166.NATL.25038.b.unknown	309
11166.NZ.16952.A.morepork	58
11166.vbat.DR18.colon.vbat	18
11166.AR.M67.flyingsquirrel	232
11166.NZ.16911.B.Australiankingparrot	64
11166.NZ.16978.B.kea	106
11166.UM.24880.vfinch	26
11166.AR.M5.flyingsquirrel	272
11166.FD.01680.kudu	605
11166.FD.0490.monkey	376
11166.NATL.24274.salamander	341
11166.UM.24885.vfinch	68
11166.FD.18951.gorilla	53
11166.NZ.17040.A.NorthIslandkaka	82
11166.UM.24899.vfinch	70
11166.FD.boa2a.boa	302
11166.NZ.16994.B.kaka	213
11166.ATL.24596.lemur	237
11166.ATL.24076.tiger	46
11166.NZ.16888.B.blackwingedstilt	141
11166.FD.0363.marmoset	77
11166.AR.M27.flyingsquirrel	210
11166.UM.24884.vfinch	143
11166.ATL.24055.a.hornbill	19
11166.AS.079.sparrow	47
11166.NZ.17031.B.Africangreyparrot	168
11166.FD.18907.dromedary	172
11166.AS.220.blackbird	47
11166.NATL.25069.cassowary	54
11166.AR.M44.flyingsquirrel	164
11166.lamprey.24143.lamprey	500
11166.NATL.25073.b.gecko	110
11166.NATL.24087.meerkat	335
11166.NATL.24666.phorse	59
11166.ATL.24479.pigeon	316
11166.NATL.24657.b.kiwi	292
11166.ATL.24560.hamerkop	39
11166.UM.24890.vfinch	418
11166.NZ.16955.B.Antipodesparakeet	660
11166.UM.24891.vfinch	50
11166.AS.204.bird	139
11166.NZ.16880.B.blackwingedstilt	43
11166.EN.8.7.ked	134
11166.AR.M42.flyingsquirrel	189
11166.ATL.25133.frog	342
11166.ATL.24469.kookaburra	992
11166.FD.0483.monkey	241
11166.UM.24893.vfinch	100
11166.AS.033.sparrow	6
11166.lamprey.24380.lamprey	32
11166.AR.M21.flyingsquirrel	49
11166.ATL.24070.goat	760
11166.ATL.24521.kinkajou	435
11166.ATL.24565.tortoise	345
11166.NZ.16989.B.NorthIslandkaka	96
11166.lamprey.24142.lamprey	674
11166.UM.24897.vfinch	70
11166.AR.M3.flyingsquirrel	233
11166.ATL.24061.a.ostrich	387
11166.ATL.24065.raccoondog	176
11166.NZ.16856.A.kea	57
11166.NATL.24741.b.dragon	230
11166.ATL.24475.tortoise	113
11166.FD.0288.banteng	579
11166.AR.M61.flyingsquirrel	108
11166.NZ.16881.A.dotterel	83
11166.vbat.DR15.colon.vbat	12
11166.NATL.24099.crane	136
11166.NZ.16840.B2.lessershorttailedbat	389
11166.ATL.24477.pigeon	43
11166.ATL.24056.lion	58
11166.NATL.24741.a.dragon	220
11166.UM.24895.vfinch	40
11166.NATL.24758.tenrec	227
11166.UM.24888.vfinch	153
11166.NATL.24253.b.hornbill	82
11166.ATL.24532.hornbill	1023
11166.NZ.16848.B2.CampbellIslandflightlessteal	232
11166.ATL.24061.b.ostrich	395
11166.lamprey.24141.lamprey	129
11166.AS.076.blackbird	60
11166.NZ.16848.A2.CampbellIslandflightlessteal	367
11166.NATL.24265.unknown	118
11166.NATL.24759.chevrotain	158
11166.FD.0471.marmoset	99
11166.ATL.24456.chameleon	275
11166.FD.18949.raccoon	75
11166.NZ.16973.A1.blueduck	192
11166.ATL.25003.colobus	428
11166.AS.102.wren	52
11166.EN.2.8.flea	141
11166.NZ.17031.A.Africangreyparrot	177
11166.EN.2.7.flea	177
11166.ATL.24574.chinchilla	371
11166.NZ.16981.B.NorthIslandWeka	239
11166.Amphioxus.2.lancelet	480
11166.NZ.17052.A.NorthIslandbrownkiwi	384
11166.NATL.24655.rat	262
11166.FD.0459.muntjac	541
11166.FD.boa1b.boa	277
11166.FD.18913.chital	560
11166.ATL.24995.monkey	283
11166.NATL.24246.nakedmolerat	381
11166.NATL.25013.armadillo	41
11166.NZ.16885.B.Australiankingparrot	525
11166.AS.175.sparrow	124
11166.AR.M48.flyingsquirrel	81
11166.EN.1.6.lice	198
11166.EN.4.9.lice	278
11166.NATL.24654.phorse	171
11166.AS.181.blackbird	43
11166.ATL.24562.porcupine	477
11166.NATL.24230.macaw	779
11166.EN.1.3.lice	99
11166.ATL.25166.boa	122
11166.lamprey.24140.lamprey	145
11166.NATL.24256.smew	21
11166.NATL.24662.shrew	156
11166.NZ.16955.A.Antipodesparakeet	426
11166.NATL.24264.degu	130
11166.UM.24969.vfinch	42
11166.NATL.25038.a.unknown	320
11166.EN.6.6.lice	91
11166.EN.5.3.lice	97
11166.NZ.16950.B.blackwingedstilt	103
11166.NATL.24632.shrew	319
11166.NATL.25027.rhea	412
11166.NATL.25012.kori	67
11166.AR.M9.flyingsquirrel	241
11166.EN.7.6.lice	43
11166.NZ.16842.A2.lessershorttailedbat	142
11166.FD.0204.zebra	803
11166.FD.0293.bongo	540
11166.EN.6.3.lice	62
11166.EN.5.6.lice	47
11166.NZ.16957.A.kea	171
11166.EN.7.3.lice	28
11166.NATL.24361.dove	122
11166.NATL.24706.tenrec	223
11166.ATL.24553.hawk	162
11166.NATL.24261.dove	37
11166.ATL.24991.drill	407
11166.AR.M56.flyingsquirrel	204
11166.NATL.24395.grosbeak	210
11166.ATL.25125.kudu	563
11166.NATL.24270.tenrec	220
11166.ATL.24490.lizard	40
11166.AR.M35.flyingsquirrel	230
11166.NATL.24318.ibis	162
11166.NATL.24683.seriema	224
11166.NATL.24269.duck	76
11166.NATL.24107.rhea	412
11166.NZ.16905.A.NorthIslandbrownkiwi	58
11166.UM.24913.vfinch	115
11166.NATL.24673.vulture	88
11166.EN.9.1.tick	47
11166.NZ.16865.A.kea	41
11166.vbat.DR2.anal.vbat	323
11166.AR.M75.flyingsquirrel	146
11166.NATL.24236.salamander	238
11166.NZ.16961.B.Antipodesparakeet	33
11166.EN.9.4.tick	47
11166.NATL.24102.rhea	407
11166.ATL.24445.lovebird	21
11166.AR.M16.flyingsquirrel	81
11166.ATL.24081.rhinoceros	525
11166.AS.167.meadowlark	18
11166.ATL.24516.python	268
11166.NATL.24693.tinamou	332
11166.NATL.24722.bear	199
11166.NZ.16974.A1.lessershorttailedbat	53
11166.NATL.24363.duck	147
11166.AS.068.rail	145
11166.AS.072.blackbird	225
11166.EN.3.4.tick	66
11166.NATL.24724.chameleon	334
11166.AR.M10.flyingsquirrel	194
11166.NATL.24745.chevrotain	151
11166.NATL.24394.frog	222
11166.UM.24905.vfinch	180
11166.lamprey.24147.lamprey	124
11166.NATL.25049.seriema	35
11166.NATL.25060.kiwi	237
11166.NATL.24323.oropendula	388
11166.AS.106.kingbird	33
11166.AR.M73.flyingsquirrel	121
11166.ATL.24068.kangaroo	665
11166.AE2QE37.A.vulture	260
11166.NZ.16894.B.NorthIslandkaka	301
11166.EN.3.1.tick	98
11166.NZ.16950.A.blackwingedstilt	30
11166.AS.155.blackbird	59
11166.NATL.24652.saki	533
11166.ATL.24512.mynah	344
11166.AS.189.wren	74
11166.AE7VI49.A.vulture	237
11166.ATL.24559.lizard	127
11166.NATL.24304.bird	167
11166.NATL.25073.a.gecko	101
11166.NATL.24701.tamarin	125
11166.NATL.24336.b.spoonbill	32
11166.UM.24900.vfinch	146
11166.AR.M33.flyingsquirrel	108
11166.ATL.24518.python	220
11166.ATL.24442.starling	80
11166.AR.M50.flyingsquirrel	226
11166.UM.24902.vfinch	29
11166.FD.0575.grison	11
11166.vbat.DR11.colon.vbat	17
11166.NATL.24661.tamandua	118
11166.NZ.16903.A.Australianrainbowlorikeet	30
11166.NATL.24693.b.tinamou	323
11166.NZ.16973.B2.blueduck	102
11166.NATL.24692.spoonbill	47
11166.AE7VI49.B.vulture	180
11166.NZ.16882.B.Australiankingparrot	133
11166.ATL.24379.dragon	308
11166.NATL.25046.skink	249
11166.ATL.24531.ibis	174
11166.NATL.25078.frog	164
11166.NATL.25070.kori	205
11166.FD.03250.Vicugna	785
11166.AS.206.blackbird	50
11166.NATL.24200.salamander	1007
11166.FD.0207.zebra	651
11166.NZ.16961.A.Antipodesparakeet	50
11166.lamprey.24158.lamprey	514
11166.NZ.16963.A1.CampbellIslandflightlessteal	45
11166.ATL.24614.prairiedog	343
11166.NATL.24314.bird	220
11166.AS.120.cowbird	22
11166.NZ.16963.B1.CampbellIslandflightlessteal	56
11166.vbat.DR09.colon.vbat	11
11166.ATL.24501.kingfisher	102
11166.NATL.24098.skunk	18
11166.AS.169.warbler	59
11166.NZ.16888.A.blackwingedstilt	111
11166.NATL.24703.marmoset	517
11166.NATL.24336.spoonbill	113
11166.AE2QE37.B.vulture	101
11166.NATL.25035.tortoise	247
11166.NATL.24747.saki	113
11166.AS.209.lark	29
11166.NATL.25017.rhea	404
11166.EN.8.en01.ked	100
11166.NATL.24631.cavy	64
11166.AS.121.shrike	182
11166.lamprey.24144.lamprey	169
11166.ATL.24493.tortoise	449
11166.FD.18911.lemur	100
11166.AS.081.rail	476
11166.NATL.24665.bear	93
11166.NATL.25036.a.lizard	133
11166.NZ.16880.A.blackwingedstilt	47
11166.ATL.24420.boa	106
11166.AS.132.wren	30
11166.NATL.25023.tamarin	357
11166.ATL.24595.orangutan	413
11166.NATL.25036.b.lizard	177
11166.FD.18730.gorilla	336
11166.NZ.16869.A.NorthIslandWeka	133
11166.UM.24920.vfinch	83
11166.vbat.DR27.colon.vbat	24
11166.NATL.24670.kori	43
11166.AZ.047.blizard.lizard	106
11166.ATL.24370.dragon	250
11166.AR.M39.flyingsquirrel	118
11166.lamprey.24145.lamprey	1377
11166.UM.24925.vfinch	46
11166.AS.032.cowbird	22
11166.ATL.25164.python	151
11166.ATL.25144.frog	141
11166.AS.188.sparrow	32
11166.FD.0357.howler	176
11166.NATL.24228.nakedmolerat	281
11166.NATL.25074.tamarin	295
11166.NATL.24372.frog	243
11166.FD.0576.tayra	31
11166.lamprey.24159.lamprey	661
11166.EN.8.2.ked	83
11166.ATL.24561.owl	51
11166.AR.M26.flyingsquirrel	32
11166.ATL.24472.lizard	91
11166.lamprey.24148.lamprey	65
11166.NZ.17006.A.kaka	78
11166.ATL.24057.goat	772
11166.ATL.25132.duiker	651
11166.UM.24868.finch	71
11166.NATL.24326.duck	298
11166.NZ.17005.A.kaka	119
11166.AS.073.blackbird	98
11166.NZ.16968.A.dotterel	14
11166.vbat.DR10.colon.vbat	17
11166.NZ.16903.B.Australianrainbowlorikeet	46
11166.ATL.24567.snake	36
11166.AS.151.killdeer	103
11166.NZ.16956.B.NorthIslandbrownkiwi	335
11166.FD.0296.takin	697
11166.lamprey.24154.lamprey	218
11166.NATL.24288.oropendula	414
11166.NATL.25065.crocodile	548
11166.NATL.24677.kiwi	100
11166.AS.067.wren	22
11166.ATL.25143.frog	80
11166.NZ.16972.B1.takahe	545
11166.AE7VG10.B.vulture	222
11166.AR.M83.flyingsquirrel	210
11166.AS.025.sparrow	86
11166.AS.012.chat	15
11166.AR.M4.flyingsquirrel	348
11166.NATL.24100.emu	211
11166.NATL.24737.peacock	382
11166.AS.017.chat	14
11166.NATL.24711.phorse	46
11166.AR.M66.flyingsquirrel	239
11166.FD.0451.blackbuck	834
11166.NATL.25066.owl	595
11166.NZ.16972.B2.takahe	124
11166.ATL.24090.a.cassowary	26
11166.FD.0572.armadillo	143
11166.AS.202.sparrow	20
11166.NZ.17009.A.kaka	57
11166.AR.M60.flyingsquirrel	139
11166.NZ.16848.B1.CampbellIslandflightlessteal	229
11166.EN.10.2.lice	31
11166.lamprey.24155.lamprey	65
11166.ATL.24488.tortoise	502
11166.ATL.24071.dog	29
11166.ATL.24073.b.kori	67
11166.AS.104.ovenbird	14
11166.AR.M2.flyingsquirrel	117
11166.FD.0434.monkey	246
11166.UM.24898.finch	188
11166.NZ.17015.A.kaka	62
11166.NZ.16848.A1.CampbellIslandflightlessteal	365
11166.EN.2.10.flea	127
11166.NATL.24093.emu	27
11166.FD.0222.zebra	955
11166.NATL.24237.salamander	97
11166.NATL.25014.b.crane	73
11166.NZ.16951.A.kea	73
11166.NATL.24680.owl	154
11166.ATL.24086.a.cassowary	28
11166.AR.M43.flyingsquirrel	49
11166.NATL.25071.tortoise	206
11166.ATL.24497.nakedmolerat	274
11166.NZ.17000.B2.littlebluepenguin	101
11166.NZ.16894.A.NorthIslandkaka	132
11166.NATL.25041.anaconda	325
11166.NATL.24684.vulture	44
11166.ATL.24075.b.kori	122
11166.NZ.16948.B2.shoveler	151
11166.lamprey.24373.lamprey	24
11166.NZ.17010.A1.tui	46
11166.ATL.24515.kingfisher	10
11166.NATL.24105.owl	97
11166.NATL.24271.salamander	314
11166.vbat.DR3.anal.vbat	636
11166.NZ.16967.B.Antipodesparakeet	346
11166.NATL.24621.nakedmolerat	93
11166.NATL.24625.shrew	397
11166.EN.3.3.tick	92
11166.NATL.24351.bird	409
11166.AS.177.pewee	42
11166.NATL.24667.lizard	362
11166.ATL.25145.binturong	14
11166.FD.0226.springbok	622
11166.FD.0256.ass	781
11166.NZ.16954.A.NorthIslandbrownkiwi	101
11166.NATL.25178.bear	83
11166.NATL.24591.hornbill	367
11166.NZ.16977.B1.spottedshag	30
11166.ATL.24594.orangutan	395
11166.ATL.24530.pigeon	92
11166.ATL.25141.basilisk	48
11166.ATL.25124.elephant	672
11166.AS.149.bobolink	58
11166.NATL.24755.saki	559
11166.NATL.24716.caracal	111
11166.NZ.16846.B2.NewZealandbrownteal	371
11166.NATL.24659.howler	234
11166.lamprey.24156.lamprey	458
11166.AS.201.meadowlark	210
11166.EN.3.9.tick	53
11166.NATL.25177.bear	295
11166.NATL.24398.duck	281
11166.NATL.25029.a.gecko	305
11166.NZ.16907.A.bellbird	40
11166.Amphioxus.6.lancelet	430
11166.vbat.DR26.colon.vbat	30
11166.ATL.24537.pigeon	325
11166.NATL.24748.lemur	215
11166.NATL.25068.emu	51
11166.ATL.25159.frog	156
11166.NATL.24333.teal	411
11166.NATL.25075.mongoose	199
11166.ATL.24506.budgerigar	50
11166.AR.M8.flyingsquirrel	218
11166.EN.8.fh25.ked	277
11166.AS.094.flycatcher	34
11166.NATL.24715.a.kingsnake	27
11166.NZ.16972.A1.takahe	119
11166.AE7VG10.A.vulture	141
11166.ATL.25169.anole	155
11166.NZ.16878.B.NorthIslandbrownkiwi	78
11166.ATL.24443.starling	66
11166.NZ.16972.A2.takahe	124
11166.NATL.24329.cardinal	462
11166.EN.9.9.tick	45
11166.NATL.24730.kiwi	391
11166.NATL.24694.porcupine	215
11166.NZ.16869.B.NorthIslandWeka	120
11166.ATL.24403.watersnake	59
11166.NATL.24669.rat	134
11166.NATL.24720.bear	300
11166.NZ.16949.A1.NewZealandbrownteal	74
11166.AR.M49.flyingsquirrel	206
11166.NZ.16967.A.Antipodesparakeet	130
11166.EN.9.6.tick	53
11166.NZ.17010.B2.tui	60
11166.FD.0387.tamarin	92
11166.FD.18860.tamarin	417
11166.AS.077.wren	35
11166.NATL.24393.owl	45
11166.ATL.24542.pheasant	156
11166.lamprey.24157.lamprey	104
11166.FD.0303.deer	674
11166.NZ.17000.B1.littlebluepenguin	107
11166.ATL.25148.toad	318
11166.EN.9.3.tick	62
11166.Amphioxus.3.lancelet	539
11166.AR.M74.flyingsquirrel	300
11166.NATL.24354.smew	82
11166.NZ.16962.B1.littlebluepenguin	72
11166.ATL.25158.gecko	143
11166.NZ.16846.B1.NewZealandbrownteal	377
11166.AS.162.cowbird	47
11166.NATL.25076.b.kingsnake	166
11166.EN.1.1.lice	136
11166.NZ.16840.A2.lessershorttailedbat	136
11166.vbat.J3.anal.bat	26
11166.FD.0470.monkey	286
11166.ATL.24592.lemur	350
11166.vbat.DR14.colon.vbat	16
11166.NZ.17040.B.NorthIslandkaka	79
11166.AS.088.flycatcher	18
11166.AR.M17.flyingsquirrel	217
11166.ATL.24482.pigeon	211
11166.NATL.24686.sloth	369
11166.AR.M57.flyingsquirrel	112
11166.EN.7.1.lice	93
11166.ATL.24525.duck	68
11166.lamprey.35978.a.lamprey	49
11166.NZ.17028.B.NewZealandshoveler	139
11166.NATL.24695.flamingo	541
11166.NATL.24253.hornbill	407
11166.NATL.25079.crocodile	257
11166.NZ.16902.A.diamonddove	83
11166.lamprey.24151.lamprey	399
11166.NATL.24731.crocodile	138
11166.EN.4.1.lice	64
11166.EN.7.4.lice	51
11166.NATL.24719.tiger	787
11166.FD.0495.cat	64
11166.NATL.24291.ibis	174
11166.AR.M34.flyingsquirrel	112
11166.NATL.25048.kiwi	233
11166.AS.159.blackbird	177
11166.NATL.24096.cassowary	322
11166.NATL.24343.dove	376
11166.AR.M32.flyingsquirrel	194
11166.FD.0162.wildebeest	616
11166.NZ.16949.A2.NewZealandbrownteal	91
11166.lamprey.24392.lamprey	29
11166.UM.24871.vfinch	45
11166.NZ.17033.B1.emu	87
11166.ATL.24615.parrot	10
11166.NATL.24334.kingfisher	295
11166.NATL.24331.squirrel	40
11166.ATL.25121.giraffe	594
11166.UM.24870.vfinch	78
11166.ATL.24548.falcon	137
11166.NATL.24751.fox	344
11166.ATL.24541.weaver	494
11166.NZ.16908.A2.kakapo	29
11166.NATL.24364.shrew	361
11166.NATL.25064.a.gecko	257
11166.AS.200.wren	159
11166.UM.24872.vfinch	22
11166.ATL.24080.lizard	320
11166.ATL.24507.crane	56
11166.NZ.16908.A1.kakapo	40
11166.AR.M51.flyingsquirrel	206
11166.FD.18745.elephant	130
11166.ATL.24557.pigeon	128
11166.NATL.24663.tortoise	298
11166.NATL.24229.raven	48
11166.AR.M11.flyingsquirrel	220
11166.NZ.16963.A2.CampbellIslandflightlessteal	49
11166.FD.0307.oryx	937
11166.FD.0165.kudu	480
11166.ATL.25152.tamarin	126
11166.AS.118.kingbird	27
11166.ATL.24446.starling	136
11166.NZ.16989.A.NorthIslandkaka	66
11166.ATL.24556.pigeon	266
11166.ATL.24060.a.pheasant	459
11166.UM.24877.vfinch	136
11166.NZ.16963.B2.CampbellIslandflightlessteal	59
11166.NZ.16948.A1.shoveler	317
11166.FD.02290.wildebeest	745
11166.NATL.24675.rat	240
11166.UM.24875.vfinch	38
11166.lamprey.24150.lamprey	246
11166.vbat.DR19.colon.vbat	15
11166.ATL.24486.weaver	758
11166.AR.M72.flyingsquirrel	224
11166.UM.24874.vfinch	183
11166.EN.2.5.flea	218
11166.UM.24869.vfinch	210
11166.ATL.24487.vulture	259
