	observed_otus
1773.Thraupis.gauco3.lgi	195
1773.Columb.passer3.lgi	100
1773.Columb.talpa4.lgi	236
1773.Columb.passer6.lgi	182
1773.Columb.talpa1.lgi	79
1773.Turdus.oliv2.lgi	237
1773.Salt.max1.lgi	10
1696.VH0030A	279
1696.CT0004.3	260
1696.CT0014.0B	338
1696.FTA.A.24b	287
1696.VH0022B	227
1696.CT0015.2	189
1696.VH0009B	284
1696.X.A.12	259
1696.X.D.2	247
1696.VH0020A	302
1696.VH0032B	174
1696.VH0010A	269
1696.CT0006.3	451
1696.VH0002B	279
1696.VH0029B	193
1696.CT0007.4	343
1696.CT0007.3	366
1696.VH0012B	316
1696.VH0039B	287
1696.X.A.2	225
1696.VH0015A	260
1696.VH0007B	362
1696.CT0005.0B	325
1696.VH0005A	344
1696.VH0017B	242
1696.CT0001.3	321
1696.X.C.2	257
1696.VH0035A	228
1696.VH0027B	380
1696.FTA.D.24b	351
1696.CT0021.1	274
1696.CT0013.2	347
1696.X.B.2	250
1696.X.B.24	231
1696.VH0025A	396
1696.VH0040A	358
1696.VH0037B	239
1696.CT0003.3	345
1696.CT0020.1	223
1696.CT0002.4	316
1696.VH0034A	280
1696.VH0026B	354
1696.X.D.24	238
1696.CT0010.3B	153
1696.CT0006.2	419
1696.VH0024A	295
1696.VH0036B	222
1696.FTA.D.0	276
1696.VH0014A	264
1696.FTA.B.12	291
1696.VH0006B	298
1696.CT0004.2	315
1696.FTA.C.12b	304
1696.VH0004A	320
1696.VH0016B	264
1696.VH0028B	359
1696.CT0008.3	436
1696.CT0012.3	377
1696.FTA.D.12a	317
1696.VH0011A	341
1696.CT0019.2	334
1696.CT0009.4	289
1696.CT0003.2	353
1696.FTA.B.0	305
1696.VH0003B	261
1696.VH0038B	312
1696.X.C.24	251
1696.FTA.A.2b	319
1696.CT0009.3	269
1696.VH0001A	317
1696.CT0018.2	352
1696.CT0012.4	350
1696.FTA.C.0	320
1696.CT0017.3B	279
1696.VH0013B	284
1696.VH0008B	258
1696.VH0031A	160
1696.CT0011.4	284
1696.VH0023B	279
1696.VH0018B	320
1696.FTA.B.2a	336
1696.CT0011.3	276
1696.VH0021A	244
1696.FTA.A.0	309
1696.VH0033B	159
1696.VH0028A	272
1696.FTA.D.12b	331
1696.CT0019.1	329
1696.VH0011B	363
1696.X.B.0	206
1696.X.D.12	251
1696.VH0003A	264
1696.FTA.A.2a	312
1696.VH0038A	303
1696.CT0018.1	270
1696.CT0002.1	317
1696.CT0017.3A	275
1696.VH0001B	303
1696.X.C.0	211
1696.VH0013A	291
1696.VH0008A	262
1696.VH0031B	179
1696.VH0023A	282
1696.FTA.B.2b	360
1696.VH0018A	317
1696.FTA.B.24	283
1696.VH0021B	240
1696.VH0033A	166
1696.VH0034B	291
1696.FTA.A.12	300
1696.VH0026A	362
1696.X.C.12	211
1696.VH0024B	292
1696.CT0010.3A	146
1696.VH0036A	249
1696.VH0014B	269
1696.X.D.0	250
1696.VH0006A	281
1696.FTA.C.12a	335
1696.VH0004B	328
1696.VH0016A	264
1696.VH0015B	254
1696.VH0007A	396
1696.CT0005.0A	315
1696.FTA.C.24	317
1696.VH0005B	346
1696.VH0017A	270
1696.VH0035B	220
1696.VH0027A	359
1696.CT0008.6	451
1696.FTA.C.2	296
1696.CT0021.2	286
1696.CT0013.1	386
1696.FTA.D.24a	280
1696.VH0040B	334
1696.VH0025B	376
1696.VH0037A	242
1696.CT0020.2	228
1696.VH0030B	296
1696.VH0022A	224
1696.CT0014.0A	354
1696.FTA.A.24a	346
1696.CT0015.1	201
1696.VH0009A	334
1696.VH0020B	304
1696.VH0032A	167
1696.FTA.D.2	302
1696.VH0019A	294
1696.VH0010B	285
1696.VH0002A	263
1696.VH0029A	194
1696.X.B.12	299
1696.VH0012A	297
1696.CT0016.1	258
1696.VH0039A	383
2182.Z1EA	344
2182.ZF12B	488
2182.VHPBC0021	437
2182.CPZF2D	504
2182.Z0B	317
2182.CPZF2C	485
2182.VHPBC0026	351
2182.Z8RA	392
2182.ZX0B	441
2182.CPZF24C	450
2182.Z2EA	318
2182.CPZF24D	434
2182.ZF12C.b	545
2182.Z820B	343
2182.Z420A	356
2182.CPZF12A	434
2182.ZX2A	403
2182.CPZFOD.b	519
2182.ZF24CN	510
2182.ZX12B	461
2182.VHPBC0013	396
2182.VHBJ0020	433
2182.Z4EA	311
2182.VHPBC0014	398
2182.ZF2B.b	523
2182.ZF24D.a	566
2182.Z180B	447
2182.CPZX24C	447
2182.VHBBC0002	475
2182.Z8FB	470
2182.ZF12DN	519
2182.VHYGP0001	437
2182.NKF0001	346
2182.VHBBC0005	485
2182.CPZX24D	451
2182.Z280A	335
2182.CPZFOB	471
2182.Z2RA	356
2182.ZX0D	447
2182.ZX2CN	465
2182.CPZF24B	476
2182.ZX0C	402
2182.ZX24DN	423
2182.Z880B	343
2182.Z480A	349
2182.CPZXOA	460
2182.ZF2C	499
2182.ZF12D	492
2182.VHPBC0027	388
2182.ZF24A	458
2182.ZX0CN	325
2182.ZX12CN	407
2182.Z4FB	454
2182.Z1RA	391
2182.VHPBC0020	502
2182.ZF2D	493
2182.CPZF0A	439
2182.VHBBC0004	388
2182.ZF2CN	506
2182.Z2FB	482
2182.VHBBC0003	305
2182.Z220A	371
2182.Z4RA	321
2182.ZF0CN	487
2182.ZF0A.a	510
2182.VHPBC0015	431
2182.ZX12D	508
2182.VHBJ0021	350
2182.ZX12C	477
2182.VHPBC0012	345
2182.Z1FB	488
2182.NKF0003	390
2182.Z2FA	470
2182.VHPBC0018	427
2182.ZX12DN	421
2182.NKF0004	437
2182.Z220B	383
2182.CPZX24A	465
2182.ZX0DN	421
2182.Z4RB	366
2182.ZF0A.b	510
2182.ZX24CN	423
2182.VHBJ0006	431
2182.Z120A	471
2182.Z1FA	464
2182.ZX2DN	450
2182.CPZF12C	428
2182.Z2RB	323
2182.ZX2C	465
2182.ZF0DN	510
2182.VHBJ0019	366
2182.CPZF24A	427
2182.Z8EB	321
2182.Z880A	373
2182.ZX2D	481
2182.CPZF12D	434
2182.Z480B	381
2182.CPZXOB	461
2182.ZF24B	469
2182.ZF0D	506
2182.VHPBC0024	436
2182.Z4FA	464
2182.ZF2DN	518
2182.Z1RB	415
2182.VHPBC0023	354
2182.ZF0C	512
2182.VHPBC0007	377
2182.VHBJ0007	317
2182.ZX24D	510
2182.VHBJ0023	451
2182.VHMAH0001	309
2182.VHBJ0024	435
2182.Z4EB	329
2182.VHPBC0017	397
2182.ZX24C	491
2182.ZF24D.b	490
2182.VHBBC0001	509
2182.Z8FA	424
2182.CPZX12B	437
2182.VHBBC0006	478
2182.VHBJ0009	429
2182.NKF0002	393
2182.Z1EB	379
2182.CPZXOD	441
2182.ZF12A	498
2182.ZF12CN	505
2182.VHPBC0022	187
2182.Z0A	290
2182.VHBJ0016	443
2182.VHPBC0025	389
2182.ZF24C	458
2182.CPZXOC	438
2182.ZF2A	542
2182.Z8RB	411
2182.ZX0A	418
2182.VHBJ0018	522
2182.Z2EB	299
2182.ZF24DN	535
2182.ZF12C.a	504
2182.Z820A	366
2182.Z420B	373
2182.CPZF12B	453
2182.ZX2B	468
963.Iguana.46.060910.HPT.vial.244	300
963.Iguana.159.052511.SUR.vial.793	146
963.Iguana.64.062510.BCP.vial.303	312
963.Iguana.19.052510.LAB.vial.91	247
963.Iguana.78.050411.LAB.vial.528	389
963.Iguana.23.052210.BCO.vial.88	227
963.Iguana.151.052111.SUR.vial.737	156
963.Iguana.26.060810.BCO.vial.215	180
963.Iguana.47.060910.HPT.vial.246	653
963.Iguana.27.060310.BCO.vial.193	125
963.Iguana.27.060110.BCO.vial.152	164
963.Iguana.79.050411.LAB.vial.541	221
963.Iguana.202.060611.BOH.vial.881	207
963.Iguana.222.061011.BOH.vial.915	43
963.Iguana.27.052710.BCO.vial.134	186
963.Iguana.36.052910.BCO.vial.125	183
963.Iguana.147.052011.LAB.vial.728	162
963.Iguana.168.052811.SUR.vial.800	178
963.Iguana.204.060611.LAB.vial.852	340
963.Iguana.118.051211.LAB.vial.693	134
963.Iguana.221.061011.BOH.vial.914	343
963.Iguana.18.052110.BCO.vial.83	263
963.Iguana.117.051211.LAB.vial.666	275
963.Iguana.154.061011.BOH.vial.921	526
963.Iguana.227.061011.BOH.vial.990	339
963.Iguana.26.052310.BCO.vial.85	204
963.Iguana.S1.061011.BOH.vial.967	486
963.Iguana.A1.1.062010.GAM.vial.300	469
963.Iguana.48.060910.HPT.vial.205	306
963.Iguana.A3.2.060311.STY.vial.891	349
963.Iguana.39.060610.BCO.vial.243	261
963.Iguana.229.061111.SUR.vial.996	118
963.Iguana.78.051411.LAB.vial.675	272
963.Iguana.39.053110.BCO.vial.191	263
963.Iguana.230.061211.GAM.vial.962	320
963.Iguana.A2.1.062810.STY.vial.335	335
963.Iguana.A4.2.061211.BOH.vial.980	467
963.Iguana.225.061011.SUR.vial.959	239
963.Iguana.28.052510.BCO.vial.149	342
963.Iguana.146.052011.LAB.vial.723	299
963.Iguana.78.051211.LAB.vial.610	320
963.Iguana.78.051611.LAB.vial.661	234
963.Iguana.27.060610.BCO.vial.213	183
963.Iguana.156.052511.SUR.vial.755	60
963.Iguana.236.061311.BOH.vial.1000	267
963.Iguana.12.052010.LAB.vial.84	57
963.Iguana.210.060711.BVP.vial.885	241
963.Iguana.223.061011.BOH.vial.920	326
963.Iguana.14.053010.BCO.vial.190	262
963.Iguana.27.052510.BCO.vial.147	340
963.Iguana.88.050711.LAB.vial.589	118
963.Iguana.50.060910.HPT.vial.207	221
963.Iguana.A1.2.042011.LAB.vial.307	243
963.Iguana.167.052811.SUR.vial.795	85
963.Iguana.131.051611.LAB.vial.683	340
963.Iguana.54.062110.HPT.vial.260	347
963.Iguana.20.052010.LAB.vial.65	148
963.Iguana.79.051011.LAB.vial.626	224
963.Iguana.35.052910.BCO.vial.139	191
963.Iguana.A2.2.060311.STY.vial.840	398
963.Iguana.212.060711.BVP.vial.898	392
963.Iguana.S3.061211.BOH.vial.995	540
963.Iguana.18.052810.BCO.vial.116	160
963.Iguana.53.061010.BCP.vial.204	340
963.Iguana.28.060310.BCO.vial.151	327
963.Iguana.61.062310.PBP.vial.257	342
963.Iguana.27.053010.BCO.vial.162	168
963.Iguana.18.051710.BCO.vial.69	126
963.Iguana.37.053010.BCO.vial.182	401
963.Iguana.164.052711.GAM.vial.763	395
963.Iguana.158.052511.SUR.vial.792	191
963.Iguana.209.060711.BVP.vial.867	367
963.Iguana.182.060111.SUR.vial.811	105
963.Iguana.44.061010.SUR.vial.211	457
963.Iguana.178.052911.LAB.vial.813	179
963.Iguana.44.060410.SUR.vial.223	379
963.Iguana.26.052910.BCO.vial.128	225
963.Iguana.31.053110.BCO.vial.174	300
963.Iguana.28.061410.BCO.vial.286	376
963.Iguana.78.051011.LAB.vial.634	317
963.Iguana.49.060910.HPT.vial.226	283
963.Iguana.57.061710.BCO.vial.268	104
963.Iguana.Ax.2.042911.HPT.vial.481d	295
963.Iguana.161.052511.SUR.vial.762	204
963.Iguana.162.061111.BOH.vial.981	413
963.Iguana.63.062410.BCO.vial.283	372
963.Iguana.88.051411.LAB.vial.676	89
963.Iguana.S2.061211.BOH.vial.971	394
963.Iguana.204.060811.LAB.vial.928	272
963.Iguana.51.061010.SUR.vial.224	361
1747.c.v.v.2011008.fecal	329
1747.200080.92812.fecal	158
1747.RGZ.7172012.NN.fecal	107
1747.c.v.v.2011009.fecal	49
1747.207495.10512.fecal	154
1747.992318.fecal	203
1747.Teman.72612.feces1	123
1747.992319.fecal	279
1747.200188.fecal	75
1747.209107.fecal	39
1747.jordy.409305.fecal	105
1747.rinca.52.101212	53
1747.rinca.51.101212	68
1747.946303.10512.fecal	100
1747.v.indicus.58.fecal	139
1747.v.rudicollis.44.fecal	123
1747.ocher.23292.fecal	106
1747.Sanchez.72612.feces2	121
1747.c.v.v.2011007.fecal	30
1747.smaug.19404.fecal	120
1747.lima.991488.fecal	97
1747.936306.10512.fecal	158
1747.992317.fecal	168
1747.RGZ.7172012.H.fecal	140
1747.DZF.672012.KK.fecal	25
1747.DZF.6142012.KK.fecal	85
1747.DZF.6132012.A.fecal	124
1747.930250.fecal	156
1747.992495.fecal	85
1747.992316.fecal	297
1747.kawan.407319.fecal	130
1747.DZF.6272012.KK.feces	185
1747.L00376.81812.feces	221
1747.DZF.612012.RJ.fecal	71
1747.slasher.48.101212	47
1747.slasher.49.101212	54
1747.200197.fecal	89
1747.szelma.992677.fecal	91
1747.Teman.72612.feces2	89
1747.Hi.Five.232569.fecal	70
1747.992491.fecal	56
1747.c.v.v.2011010.fecal	178
1747.207507.10512.fecal	152
1747.DZF.6202012.KK.feces	132
1747.buru.991965.fecal	89
1747.c.v.v.2011012.fecal	112
10522.2600.54958	673
10522.2600.54956	901
10522.2600.54716	945
10522.2600.54895	901
10522.2600.54892	774
10522.2600.54957	885
10522.2600.54959	983
10522.2640.97101	767
10522.2600.54893	815
10522.2600.5496	835
10522.2600.5489	774
10522.2600.54953	755
10522.2640.97102	955
10522.2600.54905	882
10522.2600.54715	878
10522.2540.46093	725
11815.PWW.3431.FecalFTA	39
11815.JCK.10399.FecalFTA	40
11815.PWW.3449.FecalFTA	37
11815.PWW.3543.FecalFTA	18
11815.PWW.3394.FecalFTA	138
11815.PWW.3453.FecalFTA	83
11815.JCK.10383.FecalFTA	38
11815.PWW.3377.FecalFTA	56
11815.JCK.10360.FecalFTA	21
11815.PWW.3521.FecalFTA	73
11815.PWW.3636.FecalFTA	32
11815.PWW.3559.FecalFTA	17
11815.PWW.3332.FecalFTA	15
11815.PWW.3564.FecalFTA	14
11815.JCK.10329.FecalFTA.1	11
11815.JCK.10401.FecalFTA	59
11815.BN.612.FecalFTA	24
11815.PWW.3416.FecalFTA	47
11815.PWW.3587.FecalFTA	36
11815.PWW.3328.FecalFTA	42
11815.PWW.3506.FecalFTA	26
11815.PWW.3611.FecalFTA	82
11815.PWW.3497.FecalFTA	21
11815.BN.608.FecalFTA	19
11815.PWW.3474.FecalFTA	174
11815.BN.619.FecalFTA	15
11815.PWW.3465.FecalFTA	30
11815.BN.595.FecalFTA	39
11815.PWW.3339.FecalFTA	20
11815.PWW.3341.FecalFTA	17
11815.PWW.3486.FecalFTA	16
11815.JCK.10356.FecalFTA	155
11815.PWW.3517.FecalFTA	15
11815.BN.603.FecalFTA	87
11815.PWW.3596.FecalFTA	12
11815.PWW.3407.FecalFTA	18
11815.JCK.10334.FecalFTA	20
11815.PWW.3366.FecalFTA	27
11815.PWW.3627.FecalFTA	83
11815.PWW.3548.FecalFTA	23
11815.PWW.3530.FecalFTA	36
11815.PWW.3385.FecalFTA	36
11815.PWW.3442.FecalFTA	24
11815.PWW.3552.FecalFTA	19
11815.PWW.3458.FecalFTA	27
11815.PWW.3420.FecalFTA	111
11815.JCK.10261.FecalFTA	43
11815.PWW.3508.FecalFTA	20
11815.PWW.3570.FecalFTA	15
11815.PWW.3499.FecalFTA	16
11815.JCK.10331.FecalFTA	59
11815.PWW.3326.FecalFTA	119
11815.PWW.3593.FecalFTA	35
11815.PWW.3402.FecalFTA	13
11815.BN.606.FecalFTA	19
11815.PWW.3605.FecalFTA	48
11815.PWW.3483.FecalFTA	55
11815.PWW.3344.FecalFTA	17
11815.JCK.10259.FecalFTA	45
11815.PWW.3418.FecalFTA	33
11815.PWW.3589.FecalFTA	74
11815.PWW.3460.FecalFTA	89
11815.JCK.10264.FecalFTA	120
11815.PWW.3533.FecalFTA.1	20
11815.PWW.3638.FecalFTA	20
11815.PWW.3360.FecalFTA.1	21
11815.PWW.3379.FecalFTA	69
11815.JCK.10397.FecalFTA	63
11815.PWW.3447.FecalFTA	40
11815.PWW.3380.FecalFTA	97
11815.PWW.3622.FecalFTA	34
11815.PWW.3363.FecalFTA	43
11815.JCK.10365.FecalFTA	25
11815.PWW.3524.FecalFTA	54
11815.PWW.3633.FecalFTA	48
11815.PWW.3372.FecalFTA	38
11815.PWW.3535.FecalFTA.2	69
11815.PWW.3456.FecalFTA	31
11815.JCK.10386.FecalFTA	29
11815.PWW.3391.FecalFTA	161
11815.PWW.3546.FecalFTA	59
11815.PWW.3629.FecalFTA	42
11815.PWW.3481.FecalFTA.1	7
11815.PWW.3368.FecalFTA	28
11815.PWW.3471.FecalFTA	89
11815.PWW.3409.FecalFTA	16
11815.JCK.10384.FecalFTA.2	23
11815.PWW.3503.FecalFTA	30
11815.PWW.3614.FecalFTA	91
11815.PWW.3492.FecalFTA	22
11815.PWW.3355.FecalFTA	14
11815.PWW.3413.FecalFTA.2	32
11815.PWW.3582.FecalFTA	19
11815.JCK.10404.FecalFTA	23
11815.BN.617.FecalFTA	12
11815.PWW.3561.FecalFTA	67
11815.PWW.3488.FecalFTA	6
11815.PWW.3601.FecalFTA.2	133
11815.JCK.10358.FecalFTA	10
11815.PWW.3337.FecalFTA	9
11815.PWW.3505.FecalFTA.1	5
11815.PWW.3628.FecalFTA	28
11815.PWW.3547.FecalFTA	12
11815.PWW.3369.FecalFTA	58
11815.JCK.10298.FecalFTA.2	31
11815.PWW.3525.FecalFTA	138
11815.JCK.10364.FecalFTA	32
11815.PWW.3632.FecalFTA	35
11815.PWW.3373.FecalFTA	22
11815.PWW.3457.FecalFTA	47
11815.JCK.10332.FecalFTA.2	31
11815.PWW.3390.FecalFTA	54
11815.PWW.3583.FecalFTA	24
11815.JCK.10405.FecalFTA	23
11815.BN.616.FecalFTA	14
11815.PWW.3560.FecalFTA	33
11815.PWW.3489.FecalFTA	8
11815.JCK.10359.FecalFTA	28
11815.PWW.3518.FecalFTA	138
11815.PWW.3336.FecalFTA	20
11815.JCK.10302.FecalFTA.1	17
11815.PWW.3599.FecalFTA	150
11815.PWW.3470.FecalFTA	83
11815.PWW.3408.FecalFTA	38
11815.PWW.3502.FecalFTA	13
11815.PWW.3493.FecalFTA	138
11815.PWW.3615.FecalFTA	11
11815.PWW.3354.FecalFTA	15
11815.PWW.3482.FecalFTA	65
11815.PWW.3604.FecalFTA	95
11815.PWW.3513.FecalFTA	12
11815.PWW.3345.FecalFTA	11
11815.PWW.3419.FecalFTA	39
11815.JCK.10258.FecalFTA	249
11815.PWW.3600.FecalFTA.2	31
11815.PWW.3588.FecalFTA	27
11815.PWW.3461.FecalFTA	42
11815.PWW.3509.FecalFTA	13
11815.JCK.10330.FecalFTA	20
11815.PWW.3571.FecalFTA	30
11815.PWW.3498.FecalFTA	8
11815.PWW.3592.FecalFTA	53
11815.PWW.3403.FecalFTA	12
11815.JCK.10396.FecalFTA	74
11815.PWW.3381.FecalFTA	150
11815.PWW.3623.FecalFTA	12
11815.PWW.3534.FecalFTA	28
11815.PWW.3572.FecalFTA.2	91
11815.PWW.3362.FecalFTA	39
11815.JCK.10265.FecalFTA	550
11815.BN.620.FecalFTA	11
11815.JCK.10286.FecalFTA	23
11815.PWW.3641.FecalFTA	46
11815.PWW.3639.FecalFTA	35
11815.PWW.3556.FecalFTA	27
11815.PWW.3378.FecalFTA	22
11815.BN.602.FecalFTA	94
11815.PWW.3597.FecalFTA	12
11815.PWW.3406.FecalFTA	22
11815.JCK.10335.FecalFTA	135
11815.PWW.3338.FecalFTA	24
11815.BN.594.FecalFTA	57
11815.PWW.3340.FecalFTA	55
11815.PWW.3487.FecalFTA	18
11815.PWW.3516.FecalFTA	18
11815.JCK.10357.FecalFTA	20
11815.PWW.3553.FecalFTA	34
11815.PWW.3459.FecalFTA	7
11815.PWW.3421.FecalFTA	68
11815.PWW.3367.FecalFTA	29
11815.PWW.3549.FecalFTA	11
11815.PWW.3626.FecalFTA	20
11815.PWW.3531.FecalFTA	17
11815.JCK.10299.FecalFTA	288
11815.PWW.3384.FecalFTA	40
11815.JCK.10291.FecalFTA.2	85
11815.PWW.3395.FecalFTA	18
11815.PWW.3452.FecalFTA	84
11815.JCK.10382.FecalFTA	32
11815.PWW.3376.FecalFTA	36
11815.PWW.3520.FecalFTA	118
11815.JCK.10361.FecalFTA	30
11815.PWW.3558.FecalFTA	19
11815.PWW.3637.FecalFTA	27
11815.JCK.10398.FecalFTA	28
11815.PWW.3450.FecalFTA.2	36
11815.PWW.3430.FecalFTA	36
11815.PWW.3448.FecalFTA	23
11815.JCK.10303.FecalFTA	93
11815.PWW.3542.FecalFTA	16
11815.PWW.3351.FecalFTA	13
11815.PWW.3329.FecalFTA	33
11815.PWW.3496.FecalFTA	7
11815.PWW.3610.FecalFTA	170
11815.BN.609.FecalFTA	23
11815.PWW.3333.FecalFTA	14
11815.PWW.3617.FecalFTA.1	37
11815.PWW.3565.FecalFTA	185
11815.JCK.10400.FecalFTA	32
11815.BN.613.FecalFTA	23
11815.JCK.10256.FecalFTA	303
11815.PWW.3417.FecalFTA	48
11815.PWW.3586.FecalFTA	47
11815.PWW.3529.FecalFTA	81
11815.JCK.10368.FecalFTA	21
11815.PWW.3423.FecalFTA	60
11815.JCK.10262.FecalFTA	48
11815.PWW.3365.FecalFTA	37
11815.PWW.3624.FecalFTA	12
11815.PWW.3386.FecalFTA	115
11815.PWW.3441.FecalFTA	17
11815.PWW.3439.FecalFTA	50
11815.BN.600.FecalFTA	24
11815.PWW.3404.FecalFTA	19
11815.PWW.3595.FecalFTA	60
11815.PWW.3358.FecalFTA	62
11815.JCK.10337.FecalFTA	167
11815.PWW.3619.FecalFTA	21
11815.JCK.10409.FecalFTA	20
11815.PWW.3466.FecalFTA	200
11815.PWW.3342.FecalFTA	10
11815.BN.596.FecalFTA	32
11815.JCK.10291.FecalFTA.1	173
11815.JCK.10355.FecalFTA	9
11815.PWW.3603.FecalFTA	106
11815.PWW.3485.FecalFTA	16
11815.PWW.3353.FecalFTA	32
11815.PWW.3612.FecalFTA	153
11815.PWW.3494.FecalFTA	15
11815.JCK.10403.FecalFTA.2	25
11815.PWW.3450.FecalFTA.1	47
11815.PWW.3331.FecalFTA	31
11815.PWW.3567.FecalFTA	47
11815.PWW.3608.FecalFTA	226
11815.BN.611.FecalFTA	23
11815.JCK.10402.FecalFTA	21
11815.PWW.3584.FecalFTA	47
11815.PWW.3415.FecalFTA	52
11815.PWW.3397.FecalFTA	9
11815.JCK.10380.FecalFTA	29
11815.PWW.3428.FecalFTA	91
11815.PWW.3374.FecalFTA	54
11815.PWW.3635.FecalFTA	47
11815.JCK.10363.FecalFTA	23
11815.PWW.3522.FecalFTA	44
11815.PWW.3617.FecalFTA.2	92
11815.PWW.3538.FecalFTA	12
11815.JCK.10290.FecalFTA	173
11815.JCK.10379.FecalFTA	49
11815.PWW.3540.FecalFTA	17
11815.JCK.10301.FecalFTA	18
11815.PWW.3468.FecalFTA	84
11815.PWW.3581.FecalFTA	38
11815.PWW.3410.FecalFTA	23
11815.BN.614.FecalFTA	18
11815.JCK.10407.FecalFTA	18
11815.JCK.10298.FecalFTA.1	26
11815.PWW.3562.FecalFTA	37
11815.BN.598.FecalFTA	13
11815.PWW.3334.FecalFTA	18
11815.JCK.10339.FecalFTA	13
11815.PWW.3491.FecalFTA	8
11815.PWW.3578.FecalFTA	43
11815.JCK.10332.FecalFTA.1	28
11815.PWW.3545.FecalFTA	36
11815.JCK.10304.FecalFTA	36
11815.PWW.3437.FecalFTA	33
11815.PWW.3630.FecalFTA	34
11815.JCK.10366.FecalFTA	23
11815.JCK.10385.FecalFTA	14
11815.PWW.3455.FecalFTA	60
11815.PWW.3392.FecalFTA	49
11815.PWW.3444.FecalFTA	41
11815.PWW.3383.FecalFTA	26
11815.JCK.10377.FecalFTA	25
11815.PWW.3536.FecalFTA	10
11815.PWW.3621.FecalFTA	10
11815.PWW.3600.FecalFTA.1	18
11815.PWW.3426.FecalFTA	20
11815.PWW.3399.FecalFTA	16
11815.PWW.3511.FecalFTA	18
11815.JCK.10328.FecalFTA	103
11815.PWW.3606.FecalFTA	23
11815.PWW.3480.FecalFTA	37
11815.PWW.3569.FecalFTA	21
11815.PWW.3347.FecalFTA	36
11815.BN.593.FecalFTA	17
11815.PWW.3572.FecalFTA.1	130
11815.PWW.3463.FecalFTA	45
11815.PWW.3325.FecalFTA	38
11815.PWW.3401.FecalFTA	9
11815.PWW.3479.FecalFTA	14
11815.PWW.3590.FecalFTA	24
11815.PWW.3427.FecalFTA	23
11815.PWW.3398.FecalFTA	9
11815.PWW.3555.FecalFTA	19
11815.PWW.3642.FecalFTA	54
11815.PWW.3382.FecalFTA	43
11815.PWW.3537.FecalFTA	117
11815.JCK.10376.FecalFTA	45
11815.PWW.3620.FecalFTA	10
11815.PWW.3361.FecalFTA	43
11815.JCK.10333.FecalFTA	26
11815.PWW.3324.FecalFTA	37
11815.PWW.3478.FecalFTA	20
11815.PWW.3591.FecalFTA	19
11815.PWW.3533.FecalFTA.2	16
11815.BN.604.FecalFTA	10
11815.PWW.3360.FecalFTA.2	32
11815.PWW.3510.FecalFTA	30
11815.PWW.3568.FecalFTA	17
11815.PWW.3607.FecalFTA	28
11815.PWW.3346.FecalFTA	12
11815.PWW.3462.FecalFTA	17
11815.PWW.3473.FecalFTA	55
11815.PWW.3490.FecalFTA	14
11815.PWW.3579.FecalFTA	117
11815.PWW.3616.FecalFTA	21
11815.JCK.10338.FecalFTA	24
11815.PWW.3501.FecalFTA	13
11815.PWW.3535.FecalFTA.1	48
11815.PWW.3357.FecalFTA	25
11815.PWW.3469.FecalFTA	90
11815.PWW.3580.FecalFTA	24
11815.PWW.3411.FecalFTA	41
11815.BN.615.FecalFTA	18
11815.JCK.10406.FecalFTA	21
11815.PWW.3481.FecalFTA.2	8
11815.PWW.3563.FecalFTA	19
11815.PWW.3335.FecalFTA	11
11815.BN.599.FecalFTA	21
11815.PWW.3631.FecalFTA	73
11815.JCK.10367.FecalFTA	113
11815.JCK.10384.FecalFTA.1	19
11815.PWW.3370.FecalFTA	44
11815.PWW.3454.FecalFTA	17
11815.PWW.3393.FecalFTA	15
11815.JCK.10305.FecalFTA	99
11815.PWW.3544.FecalFTA	13
11815.PWW.3413.FecalFTA.1	71
11815.PWW.3505.FecalFTA.2	33
11815.JCK.10277.FecalFTA	36
11815.PWW.3389.FecalFTA	43
11815.PWW.3601.FecalFTA.1	171
11815.PWW.3348.FecalFTA	26
11815.PWW.3330.FecalFTA	240
11815.PWW.3609.FecalFTA	41
11815.PWW.3566.FecalFTA	25
11815.PWW.3585.FecalFTA	49
11815.JCK.10255.FecalFTA	198
11815.PWW.3414.FecalFTA	24
11815.PWW.3495.FecalFTA	7
11815.PWW.3613.FecalFTA	64
11815.PWW.3504.FecalFTA	88
11815.PWW.3476.FecalFTA	40
11815.JCK.10329.FecalFTA.2	13
11815.PWW.3433.FecalFTA	24
11815.JCK.10378.FecalFTA	18
11815.PWW.3539.FecalFTA	12
11815.JCK.10300.FecalFTA	30
11815.PWW.3541.FecalFTA	11
11815.PWW.3396.FecalFTA	15
11815.PWW.3429.FecalFTA	77
11815.JCK.10381.FecalFTA	14
11815.PWW.3451.FecalFTA	23
11815.PWW.3375.FecalFTA	97
11815.PWW.3634.FecalFTA	33
11815.PWW.3523.FecalFTA	99
11815.JCK.10362.FecalFTA	29
11815.PWW.3532.FecalFTA	13
11815.PWW.3625.FecalFTA	15
11815.PWW.3387.FecalFTA	94
11815.PWW.3440.FecalFTA	80
11815.PWW.3438.FecalFTA	16
11815.PWW.3550.FecalFTA	45
11815.JCK.10369.FecalFTA	29
11815.PWW.3528.FecalFTA	20
11815.JCK.10263.FecalFTA	178
11815.PWW.3422.FecalFTA	51
11815.JCK.10408.FecalFTA	17
11815.PWW.3343.FecalFTA	13
11815.BN.597.FecalFTA	16
11815.PWW.3515.FecalFTA	37
11815.PWW.3484.FecalFTA	55
11815.PWW.3602.FecalFTA	71
11815.PWW.3405.FecalFTA	27
11815.PWW.3594.FecalFTA	15
